nr. clients,Avg. T Queue (ms)
180,2.478004133451432
190,2.6550920407892993
200,2.737938160718544
210,2.9799433757574154
220,3.1025538173552616
230,3.1126520999607483
240,3.300773543764926
250,3.4918681318681317
