Op, T_total, T_queue, T_server, T_start, T_enqueue, T_dequeue, T_send, T_receive, T_end, Success
set, 20407700, 93300, 8828300, 15679251571318, 15679251621118, 15679251714418, 15679251729118, 15679260557418, 15679271979018, true
get, 8022700, 273900, 7710900, 15679272070018, 15679272084018, 15679272357918, 15679272367618, 15679280078518, 15679280092718, true
get, 490400, 31300, 429700, 15679383401618, 15679383411918, 15679383443218, 15679383446218, 15679383875918, 15679383892018, true
get, 3014500, 2585400, 391400, 15679423778218, 15679423788518, 15679426373918, 15679426375818, 15679426767218, 15679426792718, true
set, 34241800, 13714600, 20290600, 15679404506518, 15679404516118, 15679418230718, 15679418232918, 15679438523518, 15679438748318, true
get, 1675200, 27900, 1611300, 15679443628518, 15679443638218, 15679443666118, 15679443668818, 15679445280118, 15679445303718, true
get, 9167400, 7508600, 1619100, 15679455883918, 15679455893718, 15679463402318, 15679463405118, 15679465024218, 15679465051318, true
get, 3196700, 2611900, 542700, 15679483565918, 15679483587818, 15679486199718, 15679486202518, 15679486745218, 15679486762618, true
get, 2314700, 23300, 2263900, 15679502589218, 15679502599118, 15679502622418, 15679502624718, 15679504888618, 15679504903918, true
get, 8032800, 22700, 7964800, 15679513636018, 15679513645118, 15679513667818, 15679513670218, 15679521635018, 15679521668818, true
get, 50046400, 6640000, 43384300, 15679531600018, 15679531607218, 15679538247218, 15679538249218, 15679581633518, 15679581646418, true
get, 30742400, 29631000, 1087500, 15679544605518, 15679544614418, 15679574245418, 15679574247618, 15679575335118, 15679575347918, true
get, 17716900, 7876400, 9817700, 15679598200918, 15679598207218, 15679606083618, 15679606085818, 15679615903518, 15679615917818, true
get, 7285100, 6749200, 512800, 15679608782918, 15679608789218, 15679615538418, 15679615540618, 15679616053418, 15679616068018, true
get, 9654000, 29300, 9602000, 15679626553118, 15679626559518, 15679626588818, 15679626591318, 15679636193318, 15679636207118, true
get, 7753800, 26900, 7703800, 15679637494218, 15679637500518, 15679637527418, 15679637529618, 15679645233418, 15679645248018, true
get, 7903900, 7240300, 644900, 15679656207218, 15679656213718, 15679663454018, 15679663455818, 15679664100718, 15679664111118, true
get, 640400, 237300, 380000, 15679673643618, 15679673649918, 15679673887218, 15679673889318, 15679674269318, 15679674284018, true
get, 8864900, 8153200, 689700, 15679684665918, 15679684672018, 15679692825218, 15679692827418, 15679693517118, 15679693530818, true
get, 15473900, 5926700, 9527000, 15679701752318, 15679701758318, 15679707685018, 15679707686918, 15679717213918, 15679717226218, true
get, 12685400, 3153300, 9510600, 15679712088518, 15679712094718, 15679715248018, 15679715250618, 15679724761218, 15679724773918, true
set, 31629100, 11670500, 19857300, 15679693169318, 15679693175718, 15679704846218, 15679704848418, 15679724705718, 15679724798418, true
get, 1566300, 1095200, 447100, 15679721957718, 15679721963218, 15679723058418, 15679723060418, 15679723507518, 15679723524018, true
get, 7760800, 278300, 7463000, 15679748857318, 15679748863518, 15679749141818, 15679749144118, 15679756607118, 15679756618118, true
get, 4078600, 3591300, 465600, 15679758591118, 15679758597318, 15679762188618, 15679762191518, 15679762657118, 15679762669718, true
get, 6248000, 5760100, 467800, 15679738856018, 15679738862418, 15679744622518, 15679744624618, 15679745092418, 15679745104018, true
get, 12808600, 2639800, 10144200, 15679769710118, 15679769716418, 15679772356218, 15679772358418, 15679782502618, 15679782518718, true
get, 11539300, 4064100, 7441900, 15679781057318, 15679781063818, 15679785127918, 15679785130118, 15679792572018, 15679792596618, true
get, 5918700, 5444500, 453400, 15679885383418, 15679885389318, 15679890833818, 15679890835718, 15679891289118, 15679891302118, true
get, 9031000, 32300, 8979600, 15679883040418, 15679883046818, 15679883079118, 15679883081818, 15679892061418, 15679892071418, true
get, 8438900, 19700, 8392100, 15679902937018, 15679902943218, 15679902962918, 15679902964918, 15679911357018, 15679911375918, true
get, 9782500, 374900, 9388600, 15679913060718, 15679913066618, 15679913441518, 15679913443418, 15679922832018, 15679922843218, true
get, 7376000, 6293700, 1065100, 15679932299018, 15679932304618, 15679938598318, 15679938600318, 15679939665418, 15679939675018, true
get, 1566700, 35100, 1501600, 15679956725418, 15679956743518, 15679956778618, 15679956780518, 15679958282118, 15679958292118, true
get, 24327200, 14215200, 10095700, 15679946904418, 15679946910018, 15679961125218, 15679961127218, 15679971222918, 15679971231618, true
get, 11685900, 2334200, 9333600, 15679966789118, 15679966795018, 15679969129218, 15679969131218, 15679978464818, 15679978475018, true
get, 2424800, 1740600, 661200, 15679976565518, 15679976571518, 15679978312118, 15679978314718, 15679978975918, 15679978990318, true
get, 720800, 19800, 684700, 15679986992618, 15679986998818, 15679987018618, 15679987020418, 15679987705118, 15679987713418, true
get, 14007300, 4258000, 9732100, 15679997230918, 15679997236818, 15680001494818, 15680001496718, 15680011228818, 15680011238218, true
get, 8796200, 7805700, 970200, 15680007627118, 15680007634318, 15680015440018, 15680015442018, 15680016412218, 15680016423318, true
get, 2286500, 1634900, 601300, 15680024647318, 15680024657218, 15680026292118, 15680026294218, 15680026895518, 15680026933818, true
get, 10842900, 1102000, 9713800, 15680027172318, 15680027178418, 15680028280418, 15680028282118, 15680037995918, 15680038015218, true
set, 18469400, 5800, 18342000, 15680027154218, 15680027160318, 15680027166118, 15680027167818, 15680045509818, 15680045623618, true
get, 1413400, 950100, 446800, 15680036971618, 15680036977918, 15680037928018, 15680037929918, 15680038376718, 15680038385018, true
get, 6899900, 98400, 6784200, 15680047173218, 15680047180018, 15680047278418, 15680047280418, 15680054064618, 15680054073118, true
get, 1251200, 427000, 807100, 15680064500618, 15680064506118, 15680064933118, 15680064934918, 15680065742018, 15680065751818, true
get, 3636100, 3225700, 391000, 15680074111118, 15680074117018, 15680077342718, 15680077345118, 15680077736118, 15680077747218, true
get, 9108800, 1835500, 7256700, 15680083796518, 15680083802718, 15680085638218, 15680085640018, 15680092896718, 15680092905318, true
get, 4203500, 1189000, 2995500, 15680094522818, 15680094529418, 15680095718418, 15680095720718, 15680098716218, 15680098726318, true
get, 10777200, 3258800, 7502900, 15680104512518, 15680104518018, 15680107776818, 15680107778518, 15680115281418, 15680115289718, true
get, 15784500, 6688800, 9067900, 15680114565818, 15680114573018, 15680121261818, 15680121263718, 15680130331618, 15680130350318, true
get, 8185000, 746700, 7422800, 15680124785218, 15680124790318, 15680125537018, 15680125538818, 15680132961618, 15680132970218, true
get, 2800400, 2313500, 470500, 15680134940318, 15680134945718, 15680137259218, 15680137261218, 15680137731718, 15680137740718, true
get, 895000, 310400, 563900, 15680145467018, 15680145471818, 15680145782218, 15680145784318, 15680146348218, 15680146362018, true
get, 728100, 205000, 508100, 15680155643518, 15680155649118, 15680155854118, 15680155855718, 15680156363818, 15680156371618, true
get, 851900, 39900, 794700, 15680165012218, 15680165018118, 15680165058018, 15680165060118, 15680165854818, 15680165864118, true
get, 613800, 29600, 567200, 15680174549218, 15680174554218, 15680174583818, 15680174586918, 15680175154118, 15680175163018, true
get, 387300, 20600, 349200, 15680185529918, 15680185535818, 15680185556418, 15680185558418, 15680185907618, 15680185917218, true
get, 403500, 24400, 360900, 15680205140318, 15680205147218, 15680205171618, 15680205174118, 15680205535018, 15680205543818, true
get, 16054500, 6632400, 9405900, 15680193690118, 15680193694718, 15680200327118, 15680200329318, 15680209735218, 15680209744618, true
get, 11443600, 2035900, 9391700, 15680207631518, 15680207636318, 15680209672218, 15680209673918, 15680219065618, 15680219075118, true
set, 1818500, 600100, 1067200, 15680246799818, 15680246804918, 15680247405018, 15680247407518, 15680248474718, 15680248618318, true
get, 23643200, 22100, 23602800, 15680225538918, 15680225543418, 15680225565518, 15680225568218, 15680249171018, 15680249182118, true
get, 1164100, 17400, 1128800, 15680249015618, 15680249021018, 15680249038418, 15680249040518, 15680250169318, 15680250179718, true
get, 3540400, 2756700, 770100, 15680258605218, 15680258608218, 15680261364918, 15680261366418, 15680262136518, 15680262145618, true
get, 1329400, 281600, 1030300, 15680268765318, 15680268769818, 15680269051418, 15680269054618, 15680270084918, 15680270094718, true
get, 489400, 18400, 454300, 15680279109018, 15680279113018, 15680279131418, 15680279133718, 15680279588018, 15680279598418, true
get, 2353000, 1111600, 1221900, 15680298743618, 15680298747818, 15680299859418, 15680299861718, 15680301083618, 15680301096618, true
get, 4969900, 4280000, 676700, 15680307332718, 15680307336518, 15680311616518, 15680311618418, 15680312295118, 15680312302618, true
get, 9703400, 457800, 9232100, 15680305680318, 15680305684818, 15680306142618, 15680306144718, 15680315376818, 15680315383718, true
get, 3643300, 2994000, 630100, 15680321450818, 15680321455418, 15680324449418, 15680324451718, 15680325081818, 15680325094118, true
get, 1769600, 1119600, 635100, 15680323332718, 15680323336318, 15680324455918, 15680324457818, 15680325092918, 15680325102318, true
get, 2472400, 1931400, 527100, 15680332995518, 15680332999418, 15680334930818, 15680334932718, 15680335459818, 15680335467918, true
get, 7405100, 6200500, 1188900, 15680336884418, 15680336888218, 15680343088718, 15680343090718, 15680344279618, 15680344289518, true
get, 2834600, 1751200, 1070300, 15680352055218, 15680352059018, 15680353810218, 15680353812318, 15680354882618, 15680354889818, true
get, 1709600, 904100, 789500, 15680353759918, 15680353763918, 15680354668018, 15680354669818, 15680355459318, 15680355469518, true
get, 10256200, 3206000, 7035700, 15680361984818, 15680361988618, 15680365194618, 15680365198018, 15680372233718, 15680372241018, true
get, 8416600, 6020500, 2381800, 15680375357018, 15680375360818, 15680381381318, 15680381383618, 15680383765418, 15680383773618, true
get, 8452200, 7193600, 1245600, 15680377180418, 15680377184518, 15680384378118, 15680384379918, 15680385625518, 15680385632618, true
get, 16700100, 1185100, 15498500, 15680373061218, 15680373065218, 15680374250318, 15680374252518, 15680389751018, 15680389761318, true
get, 1232500, 677500, 540600, 15680391959118, 15680391963118, 15680392640618, 15680392642518, 15680393183118, 15680393191618, true
set, 5019800, 4096300, 850800, 15680399531218, 15680399535418, 15680403631718, 15680403633418, 15680404484218, 15680404551018, true
get, 4836800, 4391600, 429700, 15680400377318, 15680400381118, 15680404772718, 15680404774818, 15680405204518, 15680405214118, true
get, 2151000, 1612800, 516600, 15680420483018, 15680420487418, 15680422100218, 15680422106818, 15680422623418, 15680422634018, true
