Op, T_total, T_queue, T_server, Success
set, 17, 3, 14, true
get, 8, 0, 8, true
get, 4, 2, 2, true
set, 13, 4, 9, true
get, 2, 1, 1, true
get, 6, 6, 0, true
get, 9, 9, 0, true
get, 1, 0, 1, true
get, 2, 1, 1, true
get, 6, 6, 0, true
get, 1, 0, 1, true
get, 1, 0, 1, true
get, 13, 12, 1, true
get, 7, 0, 1, true
get, 0, 0, 0, true
set, 1, 0, 1, true
get, 9, 8, 0, true
get, 13, 3, 10, true
get, 7, 0, 7, true
get, 8, 7, 1, true
get, 8, 7, 1, true
get, 1, 0, 1, true
get, 2, 1, 1, true
set, 10, 2, 8, true
get, 17, 7, 10, true
get, 8, 7, 1, true
get, 12, 4, 8, true
get, 4, 3, 1, true
get, 2, 1, 1, true
get, 4, 4, 0, true
get, 3, 2, 1, true
get, 3, 1, 2, true
get, 3, 2, 1, true
get, 4, 3, 1, true
get, 1, 0, 1, true
get, 3, 2, 1, true
set, 13, 6, 7, true
get, 1, 0, 1, true
get, 4, 3, 1, true
get, 0, 0, 0, true
get, 9, 8, 1, true
get, 7, 0, 7, true
get, 1, 1, 0, true
get, 16, 3, 13, true
get, 1, 0, 1, true
get, 1, 0, 1, true
set, 14, 4, 9, true
get, 8, 0, 8, true
get, 0, 0, 0, true
get, 10, 4, 6, true
get, 2, 1, 1, true
get, 12, 11, 1, true
get, 8, 1, 7, true
get, 2, 1, 1, true
get, 2, 0, 2, true
set, 15, 6, 9, true
get, 1, 1, 0, true
get, 3, 3, 0, true
get, 6, 0, 6, true
get, 11, 2, 9, true
get, 1, 0, 1, true
get, 11, 1, 10, true
set, 21, 4, 17, true
get, 18, 10, 8, true
get, 9, 1, 8, true
get, 8, 0, 8, true
get, 1, 1, 0, true
get, 0, 0, 0, true
get, 10, 9, 1, true
get, 9, 1, 8, true
get, 19, 18, 1, true
get, 10, 3, 7, true
get, 1, 0, 1, true
set, 14, 4, 10, true
get, 40, 0, 40, true
get, 41, 38, 3, true
get, 10, 10, 0, true
get, 10, 0, 10, true
get, 10, 9, 1, true
get, 10, 3, 7, true
get, 1, 0, 1, true
get, 1, 0, 1, true
get, 2, 2, 0, true
set, 14, 4, 10, true
get, 9, 8, 1, true
get, 18, 9, 9, true
get, 10, 8, 2, true
get, 1, 1, 0, true
get, 3, 2, 1, true
