Op, T_total, T_queue, T_server, Success
get, 1, 0, 1, true
set, 22, 0, 8, true
get, 1, 0, 1, true
get, 16, 10, 5, true
get, 2, 1, 1, true
get, 7, 7, 0, true
get, 8, 1, 7, true
get, 1, 0, 1, true
set, 15, 5, 10, true
get, 10, 1, 9, true
get, 0, 0, 0, true
get, 1, 0, 0, true
get, 8, 6, 2, true
get, 7, 3, 4, true
get, 8, 1, 7, true
get, 1, 0, 0, true
get, 14, 3, 11, true
set, 17, 6, 11, true
get, 13, 5, 8, true
get, 1, 0, 1, true
get, 7, 0, 7, true
get, 7, 7, 0, true
get, 9, 9, 0, true
get, 38, 37, 1, true
get, 11, 1, 10, true
set, 11, 1, 10, true
get, 8, 0, 7, true
get, 0, 0, 0, true
get, 15, 5, 10, true
get, 24, 8, 16, true
set, 31, 0, 31, true
get, 33, 32, 1, true
get, 2, 1, 1, true
get, 10, 2, 8, true
get, 4, 4, 0, true
get, 5, 0, 5, true
get, 6, 5, 1, true
get, 9, 3, 6, true
get, 2, 1, 1, true
get, 3, 2, 1, true
get, 1, 0, 1, true
get, 6, 6, 0, true
get, 2, 1, 1, true
set, 12, 3, 9, true
get, 4, 1, 3, true
get, 1, 0, 1, true
get, 4, 4, 0, true
get, 2, 2, 0, true
get, 0, 0, 0, true
get, 9, 8, 1, true
set, 9, 0, 8, true
get, 7, 0, 7, true
get, 1, 0, 1, true
get, 1, 1, 0, true
get, 12, 11, 1, true
get, 11, 4, 7, true
get, 2, 1, 1, true
get, 4, 3, 1, true
get, 9, 8, 1, true
get, 44, 33, 11, true
get, 8, 7, 1, true
set, 25, 19, 6, true
get, 82, 72, 10, true
get, 19, 8, 11, true
get, 23, 22, 1, true
get, 15, 14, 1, true
get, 2, 1, 1, true
get, 9, 5, 4, true
get, 8, 8, 0, true
get, 1, 0, 1, true
get, 9, 8, 1, true
get, 1, 0, 1, true
set, 1, 0, 0, true
get, 9, 8, 1, true
get, 15, 5, 10, true
get, 0, 0, 0, true
get, 9, 8, 1, true
get, 0, 0, 0, true
get, 8, 1, 7, true
get, 1, 0, 1, true
set, 1, 0, 0, true
get, 0, 0, 0, true
get, 0, 0, 0, true
get, 1, 0, 1, true
get, 1, 1, 0, true
get, 14, 4, 10, true
get, 28, 6, 21, true
get, 1, 0, 1, true
get, 8, 7, 1, true
get, 17, 16, 1, true
get, 1, 0, 1, true
get, 10, 9, 1, true
get, 18, 8, 10, true
get, 30, 28, 2, true
