nr. clients,STDev Repetitions (ops/sec)
180,546.0960041283953
190,131.27972191247454
200,278.8198163726588
210,225.4439460819475
220,340.6759764301941
230,418.95093346357254
240,189.4371565981722
250,148.2854539674515
