Time (sec), Avg. Response Time (us), Standard deviation (us)
411,13572.0,26248.053333333333
412,13555.333333333334,20355.793333333335
413,11238.666666666666,9480.023333333333
414,11366.0,9636.57
415,11706.333333333334,15255.053333333335
416,11175.0,10964.126666666669
417,12126.666666666666,14065.466666666667
418,11405.333333333334,9380.769999999999
419,11898.0,10641.336666666666
420,11529.333333333334,8959.800000000001
421,11555.333333333334,8360.636666666667
422,12041.666666666666,9046.193333333335
423,13106.333333333334,13806.936666666666
424,13391.0,17723.213333333333
425,12349.666666666666,11596.483333333332
426,11798.666666666666,7945.84
427,11579.666666666666,7284.223333333332
428,10699.0,6155.836666666667
429,10135.0,5145.406666666667
430,10753.666666666666,6126.666666666667
431,11534.666666666666,8524.983333333334
432,11214.0,7790.610000000001
433,11443.666666666666,10846.746666666666
434,11407.666666666666,10310.736666666666
435,11445.333333333334,9303.873333333335
436,11692.666666666666,10184.536666666667
437,12308.333333333334,11973.656666666668
438,11316.333333333334,7910.256666666667
439,11028.666666666666,6091.996666666666
440,11126.0,5980.740000000001
441,10670.333333333334,5399.0233333333335
442,10541.333333333334,6469.47
443,11623.666666666666,9946.85
444,12614.333333333334,14189.49
445,11405.666666666666,12529.070000000002
446,11138.333333333334,15568.943333333335
447,11122.0,12060.74
448,10934.0,8159.533333333333
449,10361.333333333334,7763.086666666666
450,10494.0,6159.246666666666
451,10869.666666666666,13329.763333333334
452,10906.666666666666,10157.376666666665
453,11248.0,6355.043333333334
454,10212.666666666666,5447.47
455,12163.333333333334,17182.213333333333
456,12377.666666666666,16653.04
457,12383.666666666666,13950.523333333333
458,11452.0,8230.096666666666
459,11935.666666666666,10547.593333333332
460,12655.0,17949.899999999998
461,10992.333333333334,9888.193333333335
462,9925.0,5100.013333333333
463,10461.0,9911.63
464,11096.0,9022.92
465,10387.0,6799.206666666666
466,11238.333333333334,12092.743333333334
467,12037.666666666666,12868.346666666666
468,11744.666666666666,11456.503333333334
469,12019.0,8614.353333333334
470,14900.333333333334,27079.61333333333
471,14383.333333333334,20000.546666666665
472,13424.0,21704.8
473,16246.666666666666,36271.333333333336
474,14213.333333333334,24165.059999999998
475,10481.333333333334,5865.43
476,10615.0,5728.68
477,11131.0,8171.110000000001
478,11580.333333333334,10681.053333333335
479,11217.333333333334,8017.316666666666
480,11459.666666666666,12203.633333333333
481,11482.0,9651.036666666665
482,12563.333333333334,16161.703333333333
483,11632.0,10790.096666666666
484,11785.666666666666,9673.806666666665
