Time (sec), Avg. Response Time (us), Standard deviation (us)
117,6619.0,884.02
118,6721.0,2226.53
119,6693.0,1178.46
120,6657.0,831.48
121,6678.0,873.59
122,6676.0,856.43
123,6694.0,859.35
124,6723.0,868.62
125,6680.0,927.27
126,6686.0,897.31
127,6670.0,831.36
128,6707.0,851.87
129,6659.0,2137.66
130,6920.0,2528.11
131,6703.0,2719.91
132,6728.0,1917.24
133,6658.0,888.68
134,6725.0,1422.65
135,6948.0,2797.07
136,6754.0,2676.7
137,6669.0,2361.7
138,6738.0,1321.9
139,6720.0,1999.46
140,6888.0,1435.82
141,6698.0,822.2
142,6671.0,821.69
143,6670.0,860.41
144,6752.0,1040.51
145,6731.0,2637.01
146,6689.0,2599.45
147,6738.0,2294.46
148,6693.0,868.86
149,6687.0,830.8
150,6692.0,849.19
151,6661.0,1575.35
152,6701.0,2636.16
153,6734.0,1596.57
154,6730.0,1215.73
155,6783.0,2614.04
156,6801.0,1616.66
157,6647.0,940.76
158,6708.0,934.08
159,6717.0,834.7
160,6691.0,1634.92
161,6684.0,2389.7
162,6738.0,2190.99
163,6722.0,847.21
164,6890.0,1786.88
165,6717.0,2500.59
166,6964.0,2833.8
167,6767.0,2396.49
168,6767.0,1177.03
169,7063.0,2563.21
170,6711.0,2106.72
171,6716.0,1762.18
172,6690.0,2697.65
173,6688.0,835.57
174,6745.0,2098.99
175,6783.0,1538.08
176,6906.0,1908.86
177,6772.0,2621.05
178,6953.0,2833.66
179,6693.0,2589.44
180,6806.0,2459.85
181,6856.0,1606.55
182,6850.0,2367.07
183,6714.0,1811.23
184,6872.0,2277.94
185,6603.0,1188.67
186,6606.0,834.51
187,6608.0,820.42
188,6596.0,1131.84
189,6807.0,2184.54
190,6896.0,2504.45
191,6691.0,1713.88
192,6617.0,784.26
193,6563.0,876.57
194,6816.0,1852.62
195,6611.0,2030.28
196,6790.0,2199.79
197,6615.0,1151.55
198,6602.0,814.35
199,6644.0,1931.05
200,6898.0,2460.24
201,6771.0,2407.59
202,6580.0,823.55
203,6709.0,1932.11
204,6755.0,1668.03
205,6573.0,846.23
206,6628.0,873.0
207,6547.0,830.49
208,6561.0,851.4
209,6735.0,1509.23
210,6689.0,1973.19
211,6584.0,834.16
212,6567.0,852.05
213,6598.0,1453.46
214,6676.0,2220.33
215,6792.0,2662.35
216,6651.0,1429.51
217,6517.0,820.08
218,6739.0,1974.38
219,6830.0,2073.74
220,6633.0,1332.62
221,6593.0,1132.9
222,6564.0,779.75
223,6580.0,824.54
224,6672.0,1355.07
225,6657.0,1021.74
226,6589.0,810.98
227,6557.0,818.11
228,6593.0,1045.64
229,6796.0,2067.54
230,6566.0,821.8
231,6629.0,1686.3
232,6754.0,2606.19
233,6741.0,2458.72
234,6603.0,988.18
235,6600.0,1033.05
236,6722.0,1870.21
237,6553.0,810.94
238,6656.0,1667.74
239,6834.0,2599.61
240,6692.0,2422.29
241,6927.0,2562.66
242,6651.0,1325.68
243,6617.0,766.59
244,6598.0,858.3
245,6592.0,809.09
246,6539.0,857.18
247,6590.0,811.0
248,6621.0,1472.13
249,6581.0,904.75
250,6625.0,992.52
251,6688.0,1956.86
252,6783.0,2606.5
253,6749.0,2290.59
254,6726.0,1322.57
255,6555.0,851.43
256,6586.0,856.94
257,6560.0,819.17
258,6603.0,1363.26
259,6784.0,2189.24
260,6637.0,892.37
261,6564.0,1046.18
262,6643.0,1513.62
263,6620.0,817.12
264,6711.0,1677.56
265,6738.0,1700.94
266,6755.0,2198.14
267,6780.0,2587.16
268,7008.0,3043.28
269,6762.0,2561.23
270,6863.0,2215.45
271,6693.0,1965.08
272,6617.0,947.15
273,6633.0,846.52
274,6766.0,2680.7
275,6636.0,1166.59
276,6840.0,2661.12
277,6778.0,2376.07
278,6747.0,1754.58
279,6716.0,1108.41
280,6645.0,845.13
281,6610.0,843.18
282,6604.0,827.96
283,6612.0,877.72
284,6792.0,2478.35
285,6756.0,2643.79
286,6691.0,1790.61
287,6614.0,876.86
288,6686.0,812.59
289,6605.0,1422.38
290,6678.0,1445.48
291,6604.0,1187.63
292,6515.0,870.87
293,6586.0,813.41
294,6591.0,903.48
295,6610.0,949.46
296,6693.0,2378.77
297,6747.0,2052.63
298,6538.0,915.93
299,6681.0,1489.44
300,6690.0,1980.13
301,6578.0,806.72
302,6644.0,821.51
303,6540.0,820.55
304,6848.0,1849.73
305,6581.0,841.22
306,6570.0,897.93
307,6555.0,930.75
308,6619.0,1536.81
309,6731.0,2444.44
310,6699.0,2654.56
311,6811.0,2610.63
312,6564.0,1204.59
313,6613.0,1286.75
314,6712.0,2236.7
315,6682.0,1812.64
316,6570.0,918.1
317,6647.0,935.09
318,6649.0,1513.29
319,6738.0,1564.37
320,6863.0,1978.53
321,6620.0,890.02
322,6621.0,1422.38
323,6766.0,2555.09
324,6956.0,2078.35
325,6616.0,914.39
326,6538.0,839.19
327,6573.0,905.33
328,6559.0,877.25
329,6644.0,928.9
330,6590.0,885.77
331,6596.0,871.72
332,6628.0,877.7
333,6633.0,903.36
334,6773.0,1602.85
335,6765.0,2157.1
336,6579.0,901.04
337,6703.0,2220.25
338,6734.0,2545.06
339,6783.0,2256.97
340,6711.0,1509.69
341,6746.0,1991.94
342,6586.0,846.51
343,6533.0,875.9
344,6748.0,2565.57
345,6563.0,822.52
346,6605.0,821.17
347,6671.0,831.04
348,6663.0,1221.96
349,6649.0,1467.98
350,6729.0,1954.64
351,6562.0,929.69
352,6592.0,1261.09
353,6600.0,1143.69
354,6736.0,2203.77
355,7046.0,2833.11
356,6766.0,2478.18
357,6847.0,2609.38
358,6723.0,1518.37
359,6766.0,2500.13
360,6677.0,1994.18
361,6548.0,927.03
362,6511.0,909.57
363,6517.0,930.27
364,6649.0,1741.96
365,6820.0,2753.34
366,6650.0,1283.17
367,6589.0,960.37
368,6621.0,887.6
369,6687.0,1540.47
370,6739.0,2120.12
371,6685.0,857.05
372,6634.0,875.22
373,6695.0,1922.94
374,6687.0,940.18
375,6638.0,942.16
376,6626.0,966.31
377,6740.0,2421.2
378,6732.0,1984.94
379,6781.0,2665.23
380,6703.0,2005.26
381,6762.0,2611.34
382,6776.0,1349.69
383,6840.0,1731.98
384,6550.0,913.31
385,6674.0,881.0
386,6660.0,918.73
387,6643.0,910.65
388,6696.0,2109.7
389,6735.0,2390.9
390,6721.0,2511.82
391,6674.0,1451.04
392,6617.0,1302.98
393,6794.0,2512.45
394,6878.0,2741.13
395,6737.0,2392.52
396,6592.0,1423.15
397,6554.0,879.74
398,6567.0,1652.29
399,6632.0,1210.19
400,6472.0,850.6
401,6548.0,875.42
402,6567.0,898.54
403,6697.0,1541.84
404,6993.0,2156.42
405,6570.0,842.43
406,6599.0,889.06
407,6564.0,853.2
408,6677.0,1032.49
409,6657.0,1091.28
410,6763.0,1865.59
411,6629.0,981.03
412,6658.0,1241.6
413,6791.0,2186.2
414,6812.0,1885.43
415,6794.0,2403.05
416,6652.0,1644.59
417,6767.0,2651.8
418,6786.0,2611.57
419,6704.0,2456.56
420,6839.0,2616.93
421,6908.0,2163.95
422,6560.0,1463.01
423,6471.0,862.25
424,6472.0,864.99
425,6505.0,843.16
426,6382.0,809.59
427,6431.0,761.94
428,6400.0,826.74
429,6590.0,1309.29
430,6473.0,952.9
431,6792.0,2090.53
432,6725.0,1772.48
433,6518.0,913.98
434,6703.0,1666.88
435,6419.0,790.37
436,6477.0,1077.15
437,6531.0,1592.3
438,6457.0,826.2
439,6573.0,1290.3
440,6533.0,1219.34
441,6485.0,1112.93
442,6552.0,1299.71
443,6520.0,1401.54
444,6677.0,2006.5
445,6466.0,828.77
446,6477.0,847.9
447,6705.0,1838.83
448,6937.0,2502.61
449,6703.0,2081.66
450,6574.0,1377.75
451,6870.0,2352.93
452,6933.0,2338.39
453,6579.0,1276.49
454,6520.0,890.66
455,6445.0,798.2
456,6693.0,1932.98
457,7020.0,2575.38
458,6989.0,2562.31
459,6819.0,1941.38
460,7016.0,2597.95
461,6774.0,1907.53
462,6441.0,945.86
463,6667.0,1678.8
464,6561.0,926.02
465,6470.0,834.66
466,6489.0,1060.18
467,6557.0,1304.16
468,6396.0,870.29
469,6654.0,1539.42
470,6724.0,1729.97
471,6452.0,835.29
472,6494.0,848.13
473,6541.0,831.35
474,6528.0,817.72
475,6662.0,1744.2
476,6460.0,864.79
477,6702.0,1624.3
478,6550.0,1179.82
479,6521.0,835.48
480,6675.0,1680.87
481,6796.0,2255.79
482,7028.0,2588.93
483,6711.0,1761.21
484,6655.0,876.74
485,6705.0,1969.35
486,6757.0,2550.88
487,6787.0,2645.19
488,6805.0,2405.47
489,6931.0,1750.64
490,6594.0,858.68
491,6793.0,2048.35
492,6760.0,2090.12
493,6927.0,2215.75
494,6679.0,1840.38
495,6832.0,2669.87
496,6803.0,2606.89
497,6766.0,1677.04
498,6602.0,885.67
499,6616.0,849.71
500,6606.0,1318.82
501,6524.0,1578.76
502,6605.0,1168.59
503,6549.0,781.06
504,6573.0,869.29
505,6673.0,1620.02
506,6909.0,2527.13
507,6659.0,1498.52
508,6950.0,2573.62
509,6766.0,1656.65
510,6458.0,766.67
511,6461.0,813.69
512,6444.0,758.72
513,6716.0,2064.68
514,6750.0,2075.51
515,6436.0,847.1
516,6437.0,856.53
517,6492.0,807.64
518,6572.0,1285.3
519,6832.0,2003.74
520,7020.0,2668.86
521,7027.0,2591.67
522,7082.0,2638.63
523,6902.0,2038.63
524,6830.0,1969.3
525,6444.0,818.53
526,6482.0,828.52
527,6680.0,1699.22
528,6512.0,975.6
529,6531.0,1093.61
530,6476.0,816.93
531,6659.0,1760.31
532,6908.0,2359.7
533,6619.0,1314.43
534,6623.0,1213.34
535,6467.0,835.9
536,6509.0,1023.46
537,6476.0,766.85
538,6559.0,1258.92
539,6821.0,1870.67
540,6438.0,823.93
541,6627.0,1770.45
542,6631.0,1392.39
543,6589.0,1656.17
544,6648.0,1394.47
545,6518.0,810.61
546,6567.0,1597.46
547,6593.0,1284.54
548,6466.0,736.11
549,6525.0,804.42
550,6772.0,2383.45
551,6682.0,1591.4
552,6490.0,775.04
553,6578.0,999.2
554,6722.0,1956.36
555,6734.0,1759.61
556,6440.0,768.49
557,6468.0,822.33
558,6489.0,784.47
559,7019.0,2520.59
560,7103.0,2620.35
561,6992.0,2574.64
562,7009.0,2581.99
563,6615.0,1733.57
564,6567.0,1467.6
565,6444.0,855.55
566,6430.0,809.84
567,6507.0,800.61
568,6517.0,852.91
569,6875.0,2341.39
570,6979.0,2562.44
571,6926.0,2551.71
572,6699.0,1719.22
573,6470.0,781.23
574,6612.0,1880.4
575,6424.0,846.1
576,6525.0,806.93
577,6855.0,2042.4
578,6497.0,907.44
579,6620.0,1559.53
580,6580.0,1451.21
581,6785.0,2086.39
582,6758.0,1914.55
583,6525.0,917.38
584,6727.0,1510.89
585,6823.0,2110.09
586,6901.0,2217.69
587,6455.0,776.25
588,6501.0,804.14
589,6786.0,1841.69
590,7088.0,2626.93
591,6998.0,2547.11
592,6984.0,2561.01
593,6709.0,1714.15
594,6802.0,3126.53
595,6458.0,919.23
596,6532.0,1103.88
597,6858.0,2046.64
598,6826.0,1728.07
599,6679.0,1568.63
600,6925.0,2574.39
601,6580.0,1348.32
602,6452.0,721.37
603,6607.0,1892.37
604,6737.0,1861.39
605,6558.0,1076.14
606,6416.0,815.4
607,6511.0,831.16
608,6559.0,865.6
609,6939.0,2158.17
610,6615.0,977.75
611,6624.0,1132.45
612,6532.0,914.47
613,6694.0,1436.24
614,6639.0,899.76
615,6568.0,828.47
616,6595.0,805.33
617,6677.0,806.39
618,6622.0,1632.97
619,6911.0,2514.74
620,6666.0,1405.76
621,6600.0,1530.03
622,6594.0,994.52
623,6722.0,2022.06
624,6691.0,1652.84
625,6670.0,1760.0
626,6728.0,1597.32
627,6546.0,825.03
628,6579.0,860.87
629,6633.0,951.98
630,6600.0,804.02
631,6601.0,869.63
632,6584.0,883.12
633,6607.0,866.83
634,6630.0,837.97
635,6530.0,866.78
636,6616.0,1095.25
637,6644.0,844.9
638,6671.0,1737.58
639,6563.0,899.97
640,6562.0,824.32
641,6640.0,1572.42
642,6578.0,1161.29
643,6827.0,1529.56
644,6833.0,2507.71
645,6923.0,2620.05
646,6661.0,1988.69
647,6824.0,2406.18
648,6768.0,2703.73
649,6731.0,1991.88
650,6835.0,2676.94
651,6772.0,2402.66
652,6669.0,1963.94
653,6843.0,2490.49
654,6815.0,2064.67
655,6592.0,1141.0
656,6664.0,1668.54
657,6591.0,1466.59
658,6708.0,1836.24
659,6647.0,1347.67
660,6505.0,1185.39
661,6504.0,1050.83
662,6513.0,1213.18
663,6505.0,761.05
664,6793.0,1939.95
665,6519.0,1093.69
666,6971.0,2560.93
667,6935.0,2288.79
668,6450.0,820.55
669,6544.0,794.19
670,6486.0,862.04
671,6460.0,793.75
672,6769.0,2119.44
673,6821.0,1955.22
674,6646.0,1532.11
675,6514.0,1004.04
676,6388.0,749.58
677,6451.0,756.71
678,6578.0,1458.41
679,6732.0,2502.91
680,6553.0,1418.01
681,6482.0,834.97
682,6381.0,798.39
683,6578.0,1171.3
684,6606.0,1764.91
685,6938.0,2243.95
686,6857.0,2028.87
687,6411.0,806.04
688,6708.0,1908.33
689,6784.0,1994.45
690,6899.0,2245.9
691,6619.0,1681.42
692,6431.0,770.82
693,6817.0,2302.69
694,7077.0,2422.41
695,6739.0,1942.7
696,6395.0,843.74
697,6407.0,826.37
698,6530.0,1625.86
699,6909.0,2270.95
700,6962.0,2556.07
701,6715.0,1629.74
702,6414.0,839.69
703,6542.0,991.32
704,6679.0,1613.08
705,6549.0,1227.71
706,6402.0,819.96
707,6623.0,1731.78
708,6633.0,2004.9
709,6818.0,2680.11
710,6864.0,2363.14
711,6932.0,2471.5
712,6851.0,2145.01
713,6836.0,2181.85
714,6430.0,850.45
715,6735.0,2137.61
716,6642.0,1511.21
717,6486.0,861.41
718,6522.0,825.05
719,6585.0,1057.53
720,6450.0,792.37
721,6525.0,824.77
722,6444.0,897.37
723,6604.0,1736.95
724,6731.0,1943.98
725,6739.0,1868.14
726,6863.0,2384.72
727,6601.0,1534.6
728,6580.0,1946.48
729,6781.0,2193.29
730,6991.0,2396.98
731,6462.0,1175.34
732,6756.0,2071.64
733,6567.0,1081.56
734,6907.0,2325.73
735,6746.0,1818.95
736,6469.0,821.95
737,6327.0,802.66
738,6647.0,1625.85
739,6879.0,1906.87
740,6468.0,794.21
741,6521.0,807.68
742,6495.0,843.04
743,6536.0,821.35
744,6916.0,2232.14
745,6644.0,1836.1
746,6635.0,1464.41
747,6853.0,2341.02
748,6990.0,2451.78
749,6786.0,2225.25
750,6591.0,1250.79
751,6793.0,2122.08
752,6531.0,1103.88
753,6574.0,1476.84
754,6887.0,2545.96
755,6639.0,1631.83
756,6723.0,1907.28
757,6657.0,1722.86
758,6644.0,2020.54
759,6695.0,1546.31
760,6886.0,2430.05
761,6837.0,1921.07
762,6401.0,790.24
763,6701.0,1932.23
764,6772.0,2568.39
765,6900.0,2912.26
766,7055.0,2586.69
767,6673.0,1692.11
768,6734.0,1586.32
769,6839.0,2428.49
770,6845.0,2594.26
771,6783.0,2236.03
772,6551.0,892.12
773,6515.0,818.05
774,6521.0,870.07
775,6420.0,798.37
776,6483.0,895.62
777,6663.0,1611.1
778,6633.0,1352.71
779,7090.0,2573.4
780,6799.0,2216.87
781,6727.0,1908.81
782,6895.0,2371.44
783,6951.0,2411.03
784,6721.0,2320.49
785,6800.0,2617.24
786,7039.0,3649.63
787,6863.0,2599.01
788,6737.0,2350.48
789,6817.0,2605.07
790,6819.0,2082.83
791,6732.0,2362.41
792,6840.0,2609.44
793,6869.0,2438.45
794,6898.0,2102.23
795,6841.0,2227.77
796,6665.0,1882.11
797,6659.0,1301.56
798,6596.0,881.12
799,6509.0,847.47
800,6526.0,857.11
801,6489.0,837.17
802,6543.0,894.79
803,6612.0,843.46
804,6797.0,1745.31
805,6523.0,1138.28
806,6499.0,1067.07
807,6578.0,1530.53
808,6817.0,2410.77
809,6851.0,2689.23
810,6796.0,2124.12
811,6572.0,839.26
812,6791.0,2011.62
813,6677.0,2007.67
814,6778.0,2642.4
815,6982.0,3292.45
816,6628.0,1476.28
817,6559.0,826.8
818,6626.0,2425.3
819,6607.0,2604.05
820,7048.0,2549.67
821,6588.0,1517.71
822,6572.0,1680.1
823,6741.0,2689.71
824,6473.0,828.04
825,6524.0,1499.11
826,7017.0,2612.38
827,7004.0,2493.45
828,6940.0,2440.82
829,6582.0,1531.05
830,6952.0,2415.74
831,7055.0,2640.35
832,6389.0,844.81
833,6571.0,1449.32
834,6845.0,2232.34
835,6360.0,786.23
836,6638.0,1445.26
837,6539.0,1442.53
838,6486.0,1408.8
839,6826.0,2617.93
840,6915.0,2197.17
841,6537.0,1205.66
842,6553.0,795.02
843,6506.0,862.63
844,6457.0,819.59
845,6430.0,842.4
846,6445.0,779.24
847,6542.0,872.08
848,6636.0,1224.28
849,6736.0,2525.95
850,6799.0,2680.71
851,6777.0,2062.99
852,6625.0,1813.44
853,6940.0,2094.91
854,6549.0,1044.94
855,6716.0,1483.22
856,6768.0,2352.75
857,6623.0,1240.85
858,6786.0,2245.78
859,6699.0,1983.72
860,6820.0,2181.18
861,6555.0,887.43
862,6533.0,895.73
863,6750.0,2797.72
864,6713.0,1958.58
865,6691.0,2259.58
866,6590.0,1028.08
867,6960.0,2877.19
868,6612.0,1109.43
869,6612.0,1170.2
870,6620.0,1804.67
871,6887.0,2534.17
872,6491.0,870.5
873,6589.0,872.91
874,6599.0,1463.47
875,6847.0,2669.0
876,6806.0,2636.19
877,6830.0,2695.52
878,6634.0,1378.05
879,6640.0,1270.79
880,6542.0,786.08
881,6662.0,800.54
882,6677.0,1849.34
883,7117.0,2446.77
884,6891.0,3070.31
885,6668.0,2112.63
886,6692.0,2025.9
887,6671.0,1825.74
888,6582.0,806.17
889,6754.0,1756.99
890,6686.0,2014.65
891,6699.0,2018.27
892,6825.0,2629.43
893,6744.0,2647.67
894,6784.0,2148.87
895,6944.0,2292.13
896,6560.0,876.7
897,6580.0,1597.28
898,6706.0,2354.46
899,6832.0,2413.71
900,6775.0,2629.73
901,6755.0,2546.6
902,6783.0,2152.09
903,6767.0,2428.07
904,6816.0,2439.75
905,6796.0,2191.18
906,6808.0,2572.59
907,6851.0,2512.24
908,6721.0,1987.2
909,6866.0,2522.43
910,6755.0,2108.7
911,6748.0,2603.02
912,6933.0,2676.53
913,6663.0,1454.01
914,6850.0,1662.7
915,6762.0,2613.02
916,6807.0,2682.8
917,6657.0,1880.72
918,6581.0,913.62
919,6556.0,870.87
920,6698.0,1551.16
921,6902.0,2301.43
922,6518.0,1356.93
923,6560.0,1389.03
924,7151.0,2801.27
925,6953.0,2358.99
926,6837.0,1936.82
927,6418.0,741.87
928,6670.0,1557.3
929,6387.0,780.3
930,6868.0,2324.96
931,7042.0,2489.07
932,6582.0,1536.11
933,6935.0,2547.13
934,6779.0,2161.03
935,6426.0,789.74
936,6855.0,2281.89
937,6989.0,2489.5
938,6826.0,2417.32
939,6471.0,840.84
940,6445.0,844.25
941,6402.0,824.16
942,6494.0,834.12
943,6546.0,899.06
944,6492.0,1429.66
945,6637.0,1792.59
946,7058.0,2627.53
947,6441.0,786.84
948,6567.0,806.13
949,6446.0,822.33
950,6433.0,801.64
951,6412.0,1156.21
952,7019.0,2584.55
953,6650.0,1608.07
954,6949.0,2579.1
955,7149.0,2655.95
956,6520.0,1104.96
957,6416.0,763.04
958,6609.0,1409.97
959,6749.0,1893.71
960,6480.0,1106.98
961,6638.0,1902.75
962,6900.0,2300.61
963,7018.0,2695.54
964,7123.0,2749.43
965,6852.0,2337.07
966,6553.0,1072.88
967,6621.0,1371.28
968,6721.0,1683.84
969,6981.0,2273.54
970,6408.0,844.57
971,6423.0,773.2
972,6390.0,771.25
973,6572.0,878.61
974,6671.0,1843.91
975,6918.0,2346.53
976,6957.0,2616.88
977,6943.0,2371.07
978,6603.0,1157.61
979,7136.0,2636.81
980,6379.0,830.79
981,6469.0,763.99
982,6487.0,790.31
983,6542.0,2392.11
984,6485.0,938.1
985,6510.0,1506.34
986,6393.0,791.59
987,6460.0,732.39
988,6703.0,1733.95
989,6658.0,1588.1
990,6434.0,855.29
991,6847.0,2204.61
992,6425.0,798.86
993,6562.0,873.9
994,6835.0,2018.53
995,6747.0,1772.73
996,6758.0,1950.01
997,6436.0,986.68
998,6725.0,1637.77
999,6589.0,1324.0
1000,6677.0,1928.77
1001,6930.0,2320.38
1002,6588.0,1589.64
1003,6906.0,1804.21
1004,6433.0,789.14
1005,6461.0,888.91
1006,6844.0,2349.98
1007,6910.0,2239.92
1008,6633.0,1733.79
1009,6648.0,1586.35
1010,6582.0,1559.57
1011,6719.0,1842.81
1012,6433.0,808.67
1013,6815.0,1816.11
1014,6645.0,1563.3
1015,6510.0,788.84
1016,6903.0,2149.89
1017,6449.0,806.17
1018,6496.0,862.86
1019,6468.0,857.71
1020,6489.0,949.06
1021,6475.0,772.82
1022,6577.0,1303.51
1023,6671.0,1506.43
1024,6559.0,1140.75
1025,6552.0,1442.87
1026,6400.0,813.9
1027,6433.0,814.37
1028,6523.0,845.5
1029,6476.0,859.41
1030,6583.0,1563.96
1031,6971.0,2550.36
1032,7055.0,2626.28
1033,6838.0,1909.71
1034,6846.0,2281.01
1035,6546.0,1262.44
1036,6445.0,815.17
1037,6451.0,830.89
1038,6675.0,1733.5
1039,6810.0,2029.42
1040,6704.0,1893.6
1041,6674.0,1533.76
1042,6506.0,980.36
1043,6856.0,2204.21
1044,6683.0,1721.17
1045,6850.0,2186.08
1046,6622.0,1480.73
1047,6466.0,866.51
1048,6507.0,821.88
1049,6454.0,862.96
1050,6448.0,796.38
1051,6480.0,1172.36
1052,6577.0,1469.38
1053,6640.0,1685.54
1054,7148.0,3219.8
1055,7031.0,2435.51
1056,6807.0,2155.3
1057,6409.0,789.94
1058,6550.0,787.97
1059,6957.0,2365.57
1060,6446.0,823.85
1061,6410.0,771.49
1062,6420.0,842.2
1063,6611.0,966.33
1064,6472.0,856.84
1065,6464.0,789.65
1066,6445.0,1007.67
1067,6486.0,1172.83
1068,6698.0,2808.23
1069,6992.0,2410.11
1070,6804.0,1912.65
1071,6482.0,791.21
1072,6447.0,788.87
1073,6533.0,985.59
1074,6728.0,1995.57
1075,6448.0,865.12
1076,6500.0,824.58
1077,6788.0,2069.96
1078,6585.0,1821.14
1079,6919.0,2224.03
1080,6960.0,2501.89
1081,6873.0,2144.77
1082,6382.0,796.71
1083,6736.0,1528.46
1084,6818.0,2182.45
1085,6806.0,2025.74
1086,6428.0,822.4
1087,6685.0,1770.1
1088,6741.0,2047.91
1089,6650.0,1645.71
1090,6601.0,1193.18
1091,6334.0,818.25
1092,6943.0,2481.98
1093,7118.0,2377.78
1094,6886.0,2264.13
1095,6855.0,2196.75
1096,6677.0,1523.13
1097,6943.0,2511.5
1098,6809.0,2539.34
1099,6747.0,2560.67
1100,6713.0,2038.61
1101,6444.0,806.22
1102,6688.0,1633.9
1103,6420.0,843.51
1104,6510.0,1019.91
1105,6539.0,1374.98
1106,7093.0,2634.31
1107,6660.0,1466.19
1108,6445.0,783.99
1109,6582.0,1623.93
1110,6463.0,879.11
1111,6545.0,839.02
1112,6518.0,878.24
1113,6545.0,883.16
1114,6547.0,1468.16
1115,6711.0,1826.2
1116,6573.0,809.1
1117,6567.0,1041.55
1118,6821.0,1817.37
1119,6628.0,1153.89
1120,6712.0,1996.5
1121,6579.0,1165.51
1122,6665.0,927.66
1123,6592.0,896.32
1124,6759.0,2604.72
1125,6866.0,2631.2
1126,6662.0,1906.7
1127,6694.0,1812.37
1128,6837.0,2121.78
1129,6831.0,2606.92
1130,6865.0,2547.11
1131,6617.0,1706.17
1132,6589.0,839.19
1133,6723.0,2451.3
1134,6794.0,2309.17
1135,6735.0,2717.57
1136,6624.0,1473.43
1137,6633.0,888.36
1138,6617.0,854.05
1139,6539.0,1554.71
1140,6656.0,2095.9
1141,6600.0,1163.66
1142,6693.0,1910.37
1143,6611.0,851.27
1144,6754.0,2170.81
1145,6656.0,1619.4
1146,6613.0,1142.49
1147,6749.0,2159.59
1148,6855.0,2498.65
1149,7052.0,2606.67
1150,6813.0,1714.22
1151,6838.0,1894.77
1152,6858.0,1988.31
1153,7176.0,2505.33
1154,6549.0,878.31
1155,6580.0,1201.39
1156,6778.0,2474.79
1157,6708.0,1889.41
1158,6761.0,2446.78
1159,6687.0,2346.56
1160,6829.0,2645.55
1161,6929.0,2432.14
1162,6778.0,1703.1
1163,6759.0,2036.1
1164,6553.0,896.35
1165,6564.0,828.89
1166,6545.0,920.71
1167,6636.0,927.66
1168,6632.0,1896.12
1169,6760.0,1648.69
1170,6723.0,1878.23
1171,6842.0,2486.27
1172,6536.0,853.21
1173,6857.0,2319.71
1174,6511.0,799.22
1175,6505.0,866.48
1176,6411.0,780.47
1177,6447.0,821.85
1178,6560.0,1124.99
1179,6447.0,971.43
1180,6482.0,801.53
