Time (sec), Avg. Response Time (us)
323,9742
324,10792
325,11546
326,11261
327,11062
328,11272
329,11404
330,10790
331,11280
332,12061
333,10356
334,10941
335,11255
336,11942
337,11221
338,11992
339,10377
340,12385
341,11541
342,13137
343,11443
344,12345
345,11415
346,12427
347,11438
348,18156
349,11858
350,12593
351,12436
352,11768
353,10888
354,12208
355,10839
356,11961
357,10619
358,11406
359,15449
360,10880
361,11525
362,10823
363,17482
364,10950
365,10908
366,13740
367,17301
368,10847
369,10329
370,11935
371,11340
372,14310
373,11130
374,12202
375,11256
376,10782
377,15258
378,12560
379,17837
380,11529
381,12751
382,11093
383,13672
384,10795
385,11929
386,11306
387,12745
388,11076
389,11220
390,11113
391,12633
392,12622
393,12248
394,13044
395,11415
396,12061
397,12330
398,13702
399,12378
400,13974
401,12022
402,12314
403,12832
404,11850
405,14614
406,11436
407,10917
408,11728
409,11346
410,11985
411,14366
412,12802
413,11019
414,10935
415,12572
416,10363
417,13061
418,10559
419,12381
420,11394
421,11266
422,12980
423,12467
424,14931
425,11164
426,11828
427,11959
428,10584
429,10019
430,11169
431,11545
432,11268
433,11730
434,11053
435,10920
436,12954
437,11900
438,11433
439,10765
440,11453
441,10589
442,10439
443,11538
444,14866
445,9843
446,11546
447,10466
448,11445
449,9633
450,11004
451,10895
452,10669
453,11950
454,9523
455,11653
456,14347
457,11412
458,11043
459,13307
460,12595
461,10116
462,9968
463,10237
464,11152
465,10057
466,10673
467,13502
468,11340
469,11798
470,17520
471,12505
472,12148
473,22026
474,10113
475,10364
476,10630
477,11567
478,11702
479,10772
480,11823
481,11186
482,13334
483,11082
484,12042
485,17958
486,11159
487,10411
488,12169
489,11674
490,12607
491,10835
492,12725
493,11346
494,13084
495,11500
496,11730
497,11977
498,11413
499,12765
500,11176
501,11159
502,11689
503,10588
504,10702
505,10371
506,12717
507,11856
508,11449
509,11276
510,11566
511,12414
512,13149
513,10806
514,13596
515,13820
516,8519
517,11920
518,11140
519,16333
520,11573
521,11150
522,10710
523,12151
524,10617
525,13327
526,11873
527,11364
528,11323
529,12260
530,12510
531,11567
532,11566
533,13064
534,10346
535,11956
536,11349
537,11646
538,11490
539,11441
540,13860
541,12565
542,11499
543,10313
544,13157
545,11666
546,11963
547,11904
548,12264
549,27280
550,13469
551,13860
552,10220
553,11102
554,11691
555,11745
556,12436
557,11719
558,16996
559,11123
560,15113
561,12229
562,14979
563,11357
564,11122
565,10523
566,10834
567,11268
568,10362
569,14150
570,13471
571,15378
572,10583
573,15255
574,11623
575,10779
576,11367
577,12645
578,17453
579,11540
580,14612
581,11480
582,14995
583,16791
584,11214
585,12407
586,10509
587,11487
588,12566
589,13335
590,25171
591,11165
592,12306
593,11722
594,10687
595,10800
596,10531
597,11366
598,13193
599,11345
600,11202
601,11193
602,12714
603,12342
604,10984
605,13446
606,11057
607,12332
608,14435
609,11255
610,12909
611,10171
612,10927
613,11022
614,12642
615,11395
616,10957
617,11875
618,10847
619,12394
620,13069
621,10679
622,11893
623,12208
624,10919
625,14294
626,18205
627,13813
628,11015
629,11707
630,10128
631,10801
632,14776
633,14831
634,13338
635,10879
636,12658
637,9716
638,12323
639,11716
640,14111
641,11838
642,10728
643,13257
644,11149
645,11747
646,14419
647,16361
648,10364
649,11316
650,11737
651,11186
652,10637
653,13264
654,10934
655,11510
656,12062
657,11175
658,10969
659,10997
660,15747
661,12491
662,15651
663,11494
664,10662
665,11190
666,11334
667,11271
668,11414
669,11567
670,12364
671,13039
672,11778
673,13586
674,12442
675,11649
676,11209
677,10779
678,11621
679,13849
680,11772
681,15903
682,11248
683,14829
684,16067
685,14263
686,11633
687,10433
688,11071
689,10732
690,12759
691,11906
692,12828
693,11496
694,10614
695,11120
696,11406
697,11969
698,10806
699,13152
700,11063
701,10698
702,11515
703,11762
704,12911
705,13110
706,9952
707,12420
708,10700
709,11273
710,13682
711,13549
712,10920
713,12465
714,11978
715,11677
716,10783
717,9818
718,12099
719,10316
720,11203
721,15015
722,10139
723,13503
724,11926
725,11555
726,10429
727,10743
728,13172
729,12142
730,12078
731,12525
732,10469
733,11305
734,10926
735,12536
736,11138
737,12057
738,13189
739,12897
740,12459
741,11585
742,10805
743,11990
744,12271
745,11048
746,20269
747,10666
748,12524
749,11785
750,11078
751,11625
752,13220
753,11081
754,11005
755,12544
756,12141
757,10062
758,10994
759,10767
760,12161
761,11233
762,11546
763,10014
764,10439
765,11053
766,11411
767,18036
768,12083
769,10147
770,11291
771,12658
772,10233
773,11024
774,11768
775,11228
776,11350
777,11049
778,11004
779,9897
780,11848
781,11071
782,10872
783,15303
784,14887
785,20567
786,10623
787,11293
788,13282
789,11646
790,10546
791,9759
792,11894
793,10573
794,11884
795,11998
796,10060
797,12603
798,11016
799,11064
800,11440
801,28285
802,15436
803,9582
804,12134
805,12689
806,14020
807,11467
808,12781
809,9546
810,11110
811,11380
812,14069
813,13448
814,11655
815,12871
816,11541
817,10378
818,12797
819,14340
820,13675
821,13707
822,13247
823,12246
824,11734
825,12475
826,12370
827,12357
828,11786
829,10296
830,12856
831,12322
832,10518
833,11904
834,11762
835,11696
836,12969
837,11278
838,11861
839,11135
840,12447
841,11326
842,11265
843,12291
844,11856
845,13557
846,13405
847,13751
848,10791
849,11243
850,9945
851,12408
852,10839
853,13897
854,11745
855,10804
856,11384
857,13141
858,11237
859,11381
860,11248
861,12364
862,13239
863,16279
864,10527
865,11871
866,11326
867,10895
868,10760
869,11377
870,11653
871,11680
872,10576
873,11837
874,10657
875,11257
876,10936
877,13423
878,11779
879,11176
880,9297
881,11026
882,11700
883,11849
884,14808
885,12947
886,10699
887,9827
888,11891
889,12347
890,13932
891,10729
892,11933
893,10521
894,10609
895,11032
896,11139
897,10614
898,10779
899,16391
900,12240
901,11505
902,10962
903,10934
904,10723
905,11676
906,10977
907,15036
908,11886
909,10672
910,10898
911,14328
912,12935
913,12940
914,12109
915,10387
916,14635
917,11020
918,12447
919,11568
920,14150
921,10716
922,9956
923,10635
924,11323
925,11126
926,12693
927,10062
928,11004
929,11022
930,18176
931,11265
932,10311
933,12590
934,14309
935,11035
936,14025
937,12545
938,14687
939,10995
940,11733
941,8153
942,9820
943,9767
944,9230
945,11434
946,11435
947,12141
948,10976
949,10389
950,13948
951,10496
952,11422
953,10466
954,13166
955,12019
956,8847
957,11816
958,10761
959,11902
960,12034
961,17334
962,17562
963,10601
964,12142
965,14787
966,12509
967,10131
968,15754
969,11037
970,10627
971,9808
972,10746
973,10962
974,13144
975,10595
976,10883
977,11457
978,11236
979,13529
980,10884
981,12510
982,10865
983,11132
984,12534
985,12029
986,11136
987,11565
988,9372
989,11557
990,11192
991,10700
992,11167
993,10489
994,11730
995,10805
996,11156
997,11273
998,14295
999,13077
1000,10558
1001,10477
1002,13423
1003,11721
1004,12495
1005,11052
1006,13693
1007,12402
1008,12053
1009,12300
1010,10619
1011,12431
1012,14520
1013,10590
1014,10431
1015,11138
1016,10759
1017,12147
1018,10680
1019,10995
1020,14889
1021,14713
1022,11012
1023,13239
1024,11276
1025,10753
1026,11580
1027,11231
1028,10924
1029,13077
1030,16188
1031,15475
1032,14654
1033,14204
1034,14701
1035,13895
1036,9369
1037,11903
1038,14687
1039,12450
1040,10768
1041,11290
1042,9985
1043,11125
1044,11425
1045,10511
1046,10609
1047,14768
1048,13493
1049,13488
1050,10841
1051,13226
1052,11014
1053,11481
1054,12174
1055,12358
1056,12855
1057,10859
1058,10897
1059,10539
1060,13308
1061,12269
1062,11714
1063,10596
1064,12681
1065,12299
1066,11567
1067,12611
1068,10991
1069,12087
1070,11933
1071,12757
1072,12845
1073,14793
1074,14258
1075,11565
1076,11921
1077,11816
1078,13961
1079,12407
1080,13940
1081,13205
1082,10741
1083,11354
1084,14054
1085,11041
1086,10700
1087,10962
1088,14367
1089,11100
1090,12146
1091,12884
1092,11029
1093,11187
1094,13383
1095,11219
1096,10878
1097,10883
1098,12697
1099,11727
1100,12700
1101,15390
1102,11643
1103,14716
1104,10918
1105,11668
1106,11513
1107,13035
1108,11318
1109,13651
1110,11840
1111,12242
1112,13827
1113,12205
1114,12913
1115,16117
1116,13717
1117,15210
1118,11360
1119,10777
1120,10264
1121,10099
1122,11130
1123,11300
1124,13407
1125,12406
1126,11731
1127,11086
1128,11770
1129,10660
1130,11441
1131,11508
1132,13637
1133,12904
1134,10586
1135,11091
1136,10821
1137,16960
1138,13329
1139,10283
1140,12555
1141,10419
1142,10492
1143,10797
1144,13705
1145,11688
1146,11907
1147,11841
1148,10876
1149,10360
1150,10909
1151,12117
1152,13630
1153,12910
1154,11097
1155,15639
1156,10800
1157,11186
1158,13549
1159,12275
1160,13987
1161,10508
1162,12115
1163,8576
1164,16317
1165,11649
1166,11402
1167,10900
1168,11895
1169,12827
1170,12543
1171,10292
1172,11281
1173,29360
1174,9156
1175,10953
1176,9639
1177,17693
1178,10378
1179,10225
1180,10366
1181,11535
1182,14555
1183,11129
1184,10592
1185,11516
1186,11890
1187,10528
1188,11449
1189,14812
1190,10875
1191,11319
1192,13421
1193,14352
1194,10902
1195,10722
1196,10809
1197,10928
1198,11806
1199,13105
1200,16955
1201,12148
1202,11433
1203,15433
1204,10211
1205,10865
1206,12700
1207,19798
1208,11104
1209,11404
1210,13704
1211,10339
1212,13188
1213,11059
1214,15366
1215,11023
1216,11091
1217,11551
1218,13574
1219,11149
1220,14394
1221,10686
1222,10831
1223,10701
1224,13672
1225,11508
1226,10656
1227,14318
1228,11220
1229,11323
1230,11457
1231,12683
1232,10685
1233,11502
1234,11469
1235,13967
1236,10768
1237,13293
1238,13260
1239,10807
1240,10155
1241,10655
1242,16950
1243,16188
1244,14021
1245,10538
1246,11022
1247,12167
1248,12947
1249,10679
1250,13192
1251,13788
1252,12719
1253,11945
1254,12393
1255,13300
1256,11783
1257,13934
1258,11187
1259,11826
1260,10366
1261,12601
1262,14280
1263,12348
1264,11139
1265,11724
1266,10846
1267,11552
1268,11417
1269,11835
1270,11125
1271,11032
1272,14136
1273,13759
1274,12357
1275,10808
1276,13621
1277,10929
1278,11729
1279,12355
1280,12605
1281,12676
1282,11658
1283,11087
1284,10909
1285,10609
1286,13276
1287,12919
1288,11214
1289,11420
1290,11563
1291,11473
1292,11850
1293,13769
1294,10736
1295,12229
1296,11666
1297,11830
1298,16482
1299,11127
1300,12781
1301,11682
1302,14195
1303,14243
1304,11162
1305,13908
1306,14646
1307,10372
1308,11905
1309,12513
1310,12390
1311,11026
1312,18384
1313,12441
1314,10927
1315,10438
1316,11095
1317,11845
1318,11330
1319,10865
1320,11780
1321,12835
1322,12269
1323,15338
1324,11651
1325,15480
1326,11595
1327,12875
1328,14981
1329,10406
1330,15675
1331,13290
1332,9003
1333,10766
1334,14069
1335,14808
1336,14554
1337,11416
1338,12643
1339,11042
1340,13337
1341,11144
1342,10927
1343,13100
1344,12060
1345,12074
1346,11023
1347,14123
1348,11127
1349,12202
1350,12208
1351,10549
1352,14947
1353,11163
1354,11431
1355,14606
1356,11440
1357,13294
1358,16042
1359,11883
1360,10688
1361,10404
1362,11758
1363,18492
1364,11084
1365,13347
1366,11815
1367,10382
1368,11228
1369,10216
1370,11505
1371,14469
1372,10338
1373,11463
1374,10655
1375,12283
1376,13479
1377,14729
1378,10793
1379,12477
1380,11226
1381,11360
1382,12329
1383,18377
1384,11244
1385,9782
1386,11035
1387,18469
1388,11730
1389,10903
1390,14557
1391,15277
1392,16352
1393,11833
1394,10456
1395,11513
1396,14211
1397,11728
1398,12208
1399,12503
1400,11975
1401,12111
1402,11474
1403,10881
1404,13291
1405,10559
1406,11780
1407,10928
1408,11915
1409,11013
1410,11934
1411,10866
1412,10920
1413,9987
1414,8468
1415,12140
1416,13317
1417,14338
1418,11000
1419,12738
1420,12865
1421,12025
1422,10507
1423,10779
1424,11137
1425,10817
1426,10932
1427,16357
1428,10823
1429,11433
1430,14486
1431,10816
1432,11113
1433,10060
1434,11490
1435,12686
1436,12766
1437,11597
1438,15384
1439,11068
1440,14133
1441,12360
1442,9447
1443,20529
1444,14726
1445,11955
1446,10679
1447,11808
1448,11252
1449,9794
1450,15655
1451,11160
1452,11338
1453,11462
1454,11925
1455,14018
1456,13504
1457,10552
1458,10587
1459,14661
1460,12432
1461,11502
1462,11308
1463,11083
1464,11825
1465,11414
1466,10503
1467,11283
1468,10589
1469,10425
1470,13526
1471,12444
1472,11243
1473,10282
1474,11152
1475,10971
1476,11721
1477,10839
1478,11222
1479,11189
1480,10730
1481,13960
1482,17118
1483,12697
1484,10321
1485,11756
1486,12676
1487,11332
1488,11155
1489,14014
1490,11066
1491,12547
1492,10372
1493,14294
1494,12308
1495,10607
1496,18165
1497,12386
1498,9804
1499,11601
1500,11860
1501,10764
1502,11396
1503,12242
1504,12501
1505,13304
1506,12117
1507,10559
1508,12738
1509,15280
1510,13419
1511,11787
1512,14346
1513,11396
1514,10648
1515,11546
1516,10964
1517,14899
1518,12573
1519,11803
1520,12565
1521,11773
1522,10841
1523,10967
1524,11340
1525,12044
1526,11413
1527,10942
1528,13033
1529,10616
1530,15581
1531,13350
1532,10850
1533,9988
1534,9926
1535,10149
1536,17724
1537,10818
1538,11635
1539,11796
1540,13341
1541,11917
1542,12536
1543,14579
1544,11242
1545,10832
1546,10521
1547,28696
1548,11136
1549,13723
1550,14051
1551,10139
1552,10245
1553,12823
1554,10390
1555,11547
1556,13159
1557,14103
1558,13331
1559,16296
1560,10633
1561,11044
1562,10966
1563,10679
1564,13558
1565,10820
1566,12105
1567,11231
1568,10810
1569,11183
1570,10853
1571,10532
1572,12167
1573,11636
1574,12078
1575,12110
1576,12118
1577,16163
1578,9320
1579,11149
1580,10740
1581,10941
1582,12751
1583,11906
1584,11558
1585,10814
1586,12909
1587,12468
1588,10076
1589,14290
1590,12920
1591,11896
1592,11874
1593,12264
1594,11416
1595,15326
1596,16873
1597,10768
1598,10559
1599,12672
1600,12276
1601,10378
1602,10872
1603,13432
1604,13187
1605,9774
1606,11013
1607,10190
1608,13129
1609,12152
1610,11638
1611,12267
1612,13992
1613,14186
1614,12877
1615,11622
1616,11210
1617,14506
1618,10717
1619,10636
1620,11141
1621,10972
1622,11977
1623,11250
1624,12510
1625,11532
1626,10747
1627,12115
1628,12130
1629,12564
1630,11143
1631,11125
1632,10944
1633,11528
1634,10840
1635,12130
1636,10567
1637,10398
1638,12187
1639,11066
1640,11919
1641,16145
1642,12708
1643,10519
1644,11040
1645,14183
1646,11687
1647,15522
1648,12184
1649,12863
1650,11513
1651,14462
1652,10767
1653,11509
1654,12645
1655,16284
1656,14047
1657,12794
1658,14845
1659,11066
1660,12316
1661,11547
1662,15055
1663,11768
1664,12494
1665,11348
1666,10576
1667,11887
1668,16360
1669,11954
1670,12895
1671,10536
1672,11510
1673,11696
1674,12740
1675,13020
1676,12064
1677,11197
1678,9942
1679,12171
1680,11336
1681,11980
1682,10601
1683,11223
1684,14635
1685,12605
1686,15868
1687,11200
1688,11030
1689,11790
1690,10777
1691,13826
1692,9872
1693,12065
1694,11115
1695,13377
1696,12319
1697,11867
1698,11393
1699,13308
1700,12345
1701,16265
1702,15251
1703,12329
1704,11784
1705,13077
1706,13607
1707,11770
1708,12769
1709,11888
1710,11158
1711,14791
1712,10503
1713,13167
1714,16850
1715,12156
1716,12589
1717,11060
1718,12087
1719,11755
1720,13611
1721,13418
1722,11932
1723,14607
1724,11623
1725,9861
1726,11345
1727,11900
1728,13187
1729,11050
1730,12896
1731,10228
1732,13607
1733,12349
1734,11295
1735,13275
1736,11863
1737,11339
1738,13758
1739,11203
1740,11793
1741,16686
1742,15223
1743,11139
1744,10626
1745,12679
1746,11087
1747,11822
1748,11720
1749,11525
1750,13116
1751,20219
1752,10835
1753,11266
1754,10194
1755,16180
1756,11052
1757,10901
1758,10485
1759,12150
1760,13289
1761,11159
1762,9852
1763,12089
1764,11301
1765,10841
1766,11382
1767,11237
1768,11113
1769,12083
1770,12970
1771,15167
1772,13639
1773,9572
1774,10751
1775,13778
1776,11174
1777,11436
1778,12688
1779,11084
1780,12065
1781,11350
1782,10837
1783,13176
1784,12002
1785,10694
1786,11914
1787,10575
1788,11912
1789,11585
1790,10820
1791,8754
1792,11151
1793,12891
1794,12606
1795,13754
1796,22253
1797,14967
1798,12195
1799,10907
1800,10918
1801,11826
1802,10157
1803,11544
1804,11274
1805,11475
1806,11250
1807,12130
1808,11903
1809,11275
1810,10762
1811,11282
1812,12663
1813,10592
1814,12189
1815,11790
1816,12102
1817,12193
1818,12442
1819,15177
1820,11172
1821,11398
1822,13847
1823,13187
1824,12465
1825,13245
1826,12081
1827,11614
1828,13411
1829,10983
1830,33164
1831,10430
1832,10693
1833,14661
1834,14028
1835,11438
1836,10961
1837,10821
1838,10445
1839,11964
1840,10835
1841,11408
1842,10743
1843,12169
1844,8706
1845,11627
1846,11813
1847,11820
1848,9964
1849,10823
1850,10070
1851,13195
1852,11219
1853,11700
1854,13176
1855,11674
1856,12970
1857,9670
1858,11320
1859,11088
1860,11693
1861,11247
1862,11604
1863,11683
1864,16180
1865,14505
1866,12826
1867,10494
1868,10757
1869,10223
1870,12180
1871,8892
1872,11626
1873,10678
1874,10579
1875,11307
1876,11406
1877,13600
1878,9822
1879,11277
1880,15011
1881,10995
1882,9686
1883,11231
1884,11530
1885,12925
1886,13187
1887,11069
1888,11146
1889,10513
1890,10903
1891,21088
1892,11746
1893,12380
1894,11175
1895,11020
1896,11740
1897,11149
1898,12570
1899,11353
1900,11862
1901,12949
1902,11351
1903,11354
1904,11148
1905,11296
1906,11882
1907,12090
1908,10772
1909,11641
1910,16769
1911,12763
1912,12862
1913,11623
1914,10426
1915,10237
1916,15602
1917,12728
1918,14652
1919,11211
1920,10682
1921,15057
1922,12193
1923,11588
1924,11415
1925,12142
1926,11973
1927,14791
1928,12023
1929,10612
1930,13050
1931,10874
1932,11303
1933,14474
1934,12410
1935,12853
1936,10896
1937,18409
1938,11918
1939,12347
1940,12360
1941,11120
1942,10198
1943,12938
1944,11122
1945,14664
1946,13010
1947,17211
1948,10403
1949,11044
1950,9982
1951,12384
1952,10875
1953,10999
1954,13608
1955,10908
1956,10814
1957,10994
1958,9148
1959,11103
1960,9368
1961,11587
1962,12845
1963,12666
1964,11993
1965,12592
1966,10922
1967,10715
1968,11227
1969,11547
1970,10404
1971,18218
1972,10811
1973,12868
1974,12903
1975,10629
1976,11092
1977,11091
1978,11522
1979,11546
1980,11356
1981,9050
1982,12239
1983,12624
1984,14523
1985,18512
1986,10788
1987,14328
1988,11433
1989,10425
1990,12339
1991,11133
1992,11630
1993,12256
1994,10436
1995,12853
1996,10847
1997,11587
1998,13315
1999,10475
2000,11621
2001,11160
2002,10611
2003,12602
2004,12736
2005,12050
2006,11105
2007,11427
2008,16617
2009,13188
2010,10795
2011,10800
2012,12632
2013,11426
2014,10957
2015,10970
2016,11081
2017,11495
2018,16112
2019,12927
2020,12235
2021,11351
2022,12106
2023,11377
2024,11935
2025,12213
2026,12920
2027,10815
2028,12643
2029,12735
2030,10561
2031,14090
2032,11828
2033,14735
2034,10366
2035,10785
2036,13914
2037,12657
2038,12406
2039,10760
2040,17099
2041,10551
2042,11233
2043,14072
2044,13523
2045,10603
2046,10435
2047,11563
2048,9519
2049,13021
2050,9905
2051,14169
2052,10576
2053,11278
2054,12320
2055,10423
2056,17835
2057,11246
2058,13029
2059,10752
2060,13236
2061,11739
2062,12959
2063,11563
2064,10075
2065,11834
2066,10907
2067,10745
2068,11189
2069,10579
2070,12850
2071,10067
2072,12669
2073,10416
2074,12134
2075,10412
2076,10442
2077,15990
2078,11408
2079,10816
2080,12312
2081,12724
2082,11778
2083,11726
2084,12035
2085,9848
2086,14751
2087,12849
2088,10868
2089,11360
2090,12052
2091,11404
2092,10598
2093,11024
2094,10851
2095,12903
2096,34058
2097,18562
2098,9512
2099,10308
2100,11976
2101,13660
2102,10889
2103,10550
2104,17696
2105,10694
2106,13856
2107,16505
2108,14951
2109,14380
2110,9171
2111,14392
2112,11912
2113,10519
2114,9775
2115,10990
2116,10570
2117,12252
2118,12589
2119,9136
2120,10270
2121,10988
2122,12358
2123,14627
2124,14535
2125,12756
2126,13610
2127,9375
2128,17965
2129,12353
2130,12477
2131,12798
2132,15203
2133,10331
2134,17077
2135,10083
2136,10589
2137,13003
2138,10972
2139,11809
2140,10245
2141,12383
2142,14737
2143,14256
2144,15709
2145,14524
2146,9870
2147,10829
2148,12554
2149,21180
2150,9709
2151,13107
2152,10879
2153,10143
2154,14288
2155,10157
2156,12432
2157,11613
2158,12434
2159,13034
2160,14086
2161,16008
2162,10866
2163,12756
2164,11764
2165,13124
2166,10549
2167,13387
2168,11199
2169,11549
2170,13249
2171,10577
2172,12196
2173,13738
2174,10423
2175,15998
2176,12865
2177,8908
2178,13141
2179,13789
2180,10937
2181,10320
2182,15211
2183,11831
2184,10859
2185,14998
2186,10854
2187,11412
2188,16249
2189,11604
2190,12152
2191,17536
2192,13715
2193,11013
2194,11220
2195,11191
2196,11479
2197,11089
2198,11496
2199,13399
2200,12783
2201,12084
2202,11335
2203,12026
2204,14287
2205,12409
2206,11523
2207,14092
2208,10655
2209,10636
2210,11463
2211,10092
2212,14315
2213,13567
2214,12295
2215,12025
2216,12262
2217,10471
2218,13984
2219,14506
2220,12731
2221,11630
2222,11892
2223,11521
2224,10912
2225,14865
2226,11932
2227,13041
2228,13433
2229,11055
2230,11162
2231,15697
2232,10067
2233,11620
2234,11446
2235,10659
2236,13632
2237,12780
2238,10230
2239,13748
2240,11929
2241,10540
2242,12953
2243,11977
2244,10850
2245,17550
2246,11893
2247,11015
2248,10647
2249,11543
2250,13842
2251,12072
2252,12112
2253,13252
2254,12351
2255,10983
2256,12308
2257,11490
2258,9842
2259,11400
2260,11430
2261,11192
2262,10288
2263,17124
2264,10574
2265,14095
2266,11229
2267,13414
2268,10450
2269,13328
2270,11126
2271,11984
2272,13137
2273,10843
2274,13069
2275,11222
2276,13148
2277,11499
2278,11144
2279,14934
2280,12804
2281,11972
2282,9291
2283,12785
2284,11417
2285,11986
2286,14730
2287,10587
2288,11337
2289,11836
2290,12778
2291,15412
2292,12689
2293,11970
2294,12417
2295,11240
2296,12594
2297,14872
2298,10117
2299,12210
2300,11267
2301,10724
2302,12852
2303,13644
2304,16561
2305,11214
2306,15555
2307,15592
2308,11419
2309,11226
2310,16467
2311,11135
2312,11882
2313,17565
2314,10482
2315,13488
2316,11695
2317,11258
2318,17268
2319,16080
2320,11229
2321,10956
2322,12058
2323,12066
2324,14022
2325,11873
2326,11209
2327,13919
2328,10910
2329,14030
2330,13440
2331,11664
2332,10264
2333,11123
2334,13153
2335,10288
2336,13045
2337,11554
2338,9606
2339,28651
2340,11569
2341,14214
2342,12340
2343,13149
2344,12909
2345,10404
2346,13550
2347,10613
2348,10753
2349,14890
2350,16173
2351,11653
2352,11008
2353,15253
2354,11651
2355,9467
2356,12175
2357,11347
2358,10012
2359,10536
2360,12962
2361,10284
2362,10801
2363,13044
2364,11408
2365,12881
2366,13235
2367,13502
2368,11011
2369,12342
2370,12269
2371,10735
2372,16801
2373,11728
2374,16297
2375,11007
2376,9182
2377,9759
2378,9577
2379,11778
2380,10755
2381,14549
2382,16005
2383,11523
2384,11773
2385,16685
2386,10625
2387,14432
2388,13934
2389,11678
2390,12074
2391,9895
2392,14873
2393,10173
2394,10334
2395,13850
2396,11867
2397,11991
2398,11376
2399,12190
2400,11784
2401,11320
2402,15566
2403,14318
2404,14639
2405,11103
2406,9668
2407,10814
2408,11682
2409,11890
2410,10931
2411,10142
2412,10646
2413,11613
2414,15827
2415,9998
2416,10066
2417,10781
2418,11770
2419,10729
2420,10869
2421,12417
2422,11931
2423,14984
2424,12058
2425,13949
2426,12276
2427,11811
2428,13425
2429,11880
2430,15001
2431,11768
2432,15117
2433,14591
2434,16969
2435,14782
2436,13150
2437,15641
2438,13289
2439,11634
2440,14635
2441,11982
2442,12352
2443,12212
2444,10929
2445,10477
2446,13931
2447,11559
2448,12874
2449,15762
2450,10928
2451,11601
2452,12579
2453,11742
2454,13349
2455,10859
2456,10771
2457,11438
2458,10787
2459,10789
2460,12235
2461,11604
2462,11034
2463,20741
2464,10644
2465,16029
2466,11080
2467,12931
2468,14851
2469,11710
2470,14285
2471,12083
2472,10759
2473,11419
2474,11576
2475,11385
2476,11542
2477,12159
2478,11823
2479,14142
2480,13508
2481,12691
2482,11520
2483,11043
2484,11055
2485,11844
2486,12189
2487,11069
2488,11001
2489,10737
2490,11238
2491,11131
2492,12793
2493,12743
