Time (sec), TPS (ops/sec)
1,6065
2,4944
3,6014
4,5728
5,5220
6,5786
7,5235
8,5235
9,4894
10,6076
11,6038
12,5450
13,2652
14,5840
15,6528
16,5195
17,4941
18,4173
19,5869
20,4399
21,5119
22,6286
23,5531
24,6017
25,5947
26,3681
27,5927
28,5816
29,5113
30,6325
31,5572
32,5226
33,6432
34,3041
35,5375
36,6352
37,5622
38,5970
39,5948
40,6119
41,5273
42,5443
43,5208
44,6298
45,5205
46,5304
47,5702
48,5076
49,5435
50,4083
51,4781
52,5250
53,6116
54,4568
55,5417
56,6036
57,5971
58,5781
59,6088
60,5723
61,4288
62,5552
63,4905
64,5112
65,6269
66,4785
67,5553
68,3937
69,5870
70,5972
71,6092
72,6065
73,5311
74,5737
75,5122
76,5959
77,5805
78,5744
79,5190
80,5605
81,4387
82,5765
83,6153
84,5428
85,5916
86,5602
87,5848
88,5288
89,5335
90,5956
91,3539
92,5743
93,5798
94,5936
95,5803
96,5504
97,5407
98,4658
99,5680
100,5889
101,4425
102,3923
103,5086
104,5390
105,3717
106,5786
107,4500
108,5234
109,5379
110,5752
111,4991
112,5518
113,5512
114,5600
115,5810
116,5723
117,5941
118,5435
119,4750
120,5311
121,6741
122,4939
123,5584
124,6339
125,5444
126,6039
127,5704
128,5945
129,3793
130,4888
131,5773
132,4986
133,6558
134,5400
135,5732
136,6362
137,2950
138,4878
139,5733
140,5183
141,5274
142,5763
143,5597
144,5295
145,6041
146,4704
147,5201
148,4761
149,6275
150,5946
151,6966
152,5359
153,3965
154,6017
155,5434
156,4714
157,5595
158,4689
159,4885
160,4278
161,5591
162,5770
163,5534
164,5864
165,5517
166,5839
167,6480
168,3983
169,5317
170,5243
171,4685
172,5642
173,5574
174,5258
175,5632
176,5972
177,5566
178,5749
179,5681
180,5839
181,5830
182,5456
183,5245
184,5638
185,5262
186,4847
187,4189
188,5254
189,5573
190,6204
191,4688
192,5869
193,5236
194,6239
195,5844
196,4030
197,4938
198,5912
199,3362
200,5269
201,5043
202,5550
203,6096
204,5703
205,5722
206,5688
207,5752
208,4797
209,4627
210,5013
211,4795
212,5215
213,5678
214,4990
215,5527
216,5836
217,5191
218,5573
219,5758
220,5755
221,5599
222,5570
223,4822
224,4693
225,6186
226,5860
227,5456
228,5707
229,5678
230,5166
231,3754
232,5124
233,4206
234,5741
235,5836
236,5738
237,5489
238,7000
239,5397
240,5367
241,6214
242,5596
243,5858
244,5096
245,5468
246,5424
247,5407
248,4658
249,5301
250,5278
251,5528
252,5776
253,5168
254,5917
255,5990
256,6334
257,5212
258,5708
259,5267
260,5423
261,5247
262,4807
263,4556
264,6243
265,6017
266,6862
267,5928
268,5947
269,5868
270,5705
271,5974
272,6047
273,4570
274,5521
275,5315
276,6749
277,5592
278,6425
279,5196
280,4714
281,4457
282,5699
283,5752
284,5643
285,5766
286,5636
287,6043
288,6171
289,6281
290,6104
291,3540
292,5916
293,6130
294,5571
295,6111
296,4637
297,5173
298,5050
299,6040
300,4938
301,4180
302,5798
303,5540
304,5435
305,6106
306,5953
307,4734
308,5983
309,5827
310,6157
311,6403
312,5354
313,5540
314,2909
315,5260
316,5640
317,6010
318,5715
319,5957
320,5612
321,5558
322,6108
323,6035
324,5985
325,5197
326,5771
327,5485
328,5352
329,5760
330,6051
331,4859
332,5817
333,6203
334,5568
335,5937
336,5362
337,5689
338,5325
339,5917
340,5204
341,5068
342,5454
343,5061
344,5242
345,5485
346,5079
347,4805
348,4249
349,5471
350,4865
351,5094
352,5661
353,5975
354,5095
355,6053
356,5255
357,5595
358,5829
359,4276
360,5702
361,5618
362,5276
363,4063
364,5973
365,5268
366,3883
367,5237
368,6017
369,5677
370,5826
371,5428
372,4544
373,5818
374,5424
375,5557
376,5307
377,4561
378,4892
379,2888
380,6436
381,5420
382,5540
383,4999
384,5392
385,6019
386,5460
387,5024
388,5555
389,5815
390,5685
391,4914
392,4627
393,5794
394,4899
395,5983
396,5268
397,5123
398,4675
399,4827
400,5200
401,4892
402,5612
403,5119
404,4881
405,4793
406,5808
407,5780
408,5559
409,5817
410,5318
411,4340
412,4856
413,6194
414,5319
415,5363
416,6255
417,4885
418,5965
419,4992
420,5748
421,5266
422,5310
423,3978
424,5397
425,5808
426,5143
427,5672
428,6383
429,6399
430,5600
431,5277
432,5811
433,5594
434,5808
435,4953
436,5804
437,5204
438,5822
439,5750
440,5728
441,6204
442,5992
443,4767
444,5484
445,6543
446,5213
447,5565
448,5813
449,6338
450,5842
451,5814
452,5693
453,5697
454,6710
455,3991
456,5774
457,5596
458,4824
459,5908
460,5149
461,6187
462,6565
463,5691
464,5333
465,6432
466,4918
467,5302
468,6000
469,4823
470,4137
471,4548
472,4028
473,4370
474,6017
475,5951
476,5854
477,5560
478,5678
479,5721
480,5290
481,5709
482,4717
483,5800
484,5049
485,4159
486,5855
