Time (sec), TPS (ops/sec)
1,9633
2,9494
3,9618
4,9413
5,9655
6,9689
7,9569
8,9473
9,9572
10,9615
11,9736
12,9425
13,9732
14,9657
15,9667
16,9719
17,9545
18,9604
19,9736
20,9646
21,9648
22,9715
23,9626
24,9585
25,9670
26,9679
27,9398
28,9680
29,9726
30,9573
31,9688
32,9635
33,9684
34,9678
35,9735
36,9677
37,9595
38,9731
39,9719
40,9742
41,9665
42,9599
43,9602
44,9658
45,9733
46,9733
47,9556
48,9383
49,9726
50,9684
51,9725
52,9804
53,9656
54,9732
55,9673
56,9704
57,9722
58,9696
59,9605
60,9682
61,9677
62,9620
63,9737
64,9715
65,9720
66,9717
67,9680
68,9572
69,9775
70,9680
71,9657
72,9666
73,9649
74,9710
75,9774
76,9731
77,9674
78,9638
79,9485
80,9654
81,9659
82,9714
83,9779
84,9781
85,9838
86,9788
87,9780
88,9597
89,9702
90,9855
91,9755
92,9398
93,9657
94,9670
95,9657
96,9628
97,9641
98,9331
99,9656
100,9643
101,9642
102,9594
103,9703
104,9491
105,9602
106,9693
107,9593
108,9674
109,9803
110,9658
111,9633
112,9641
113,9540
114,9632
115,9697
116,9650
117,9574
118,9587
119,9565
120,9581
121,9550
122,9575
123,9581
124,9580
125,9600
126,9573
127,9718
128,9341
129,9735
130,9556
131,9610
132,9612
133,9355
134,9696
135,9642
136,9562
137,9590
138,9326
139,9560
140,9632
141,9546
142,9458
143,9735
144,9695
145,9610
146,9577
147,9508
148,9611
149,9641
150,9721
151,9584
152,9484
153,9604
154,9549
155,9620
156,9525
157,9457
158,9654
159,9715
160,9586
161,9568
162,9356
163,9727
164,9343
165,9599
166,9486
167,9207
168,9645
169,9627
170,9756
171,9553
172,9639
173,9446
174,9354
175,9341
176,9645
177,9751
178,9531
179,9343
180,9495
181,9585
182,9393
183,9734
184,9720
185,9686
186,9696
187,9522
188,9390
189,9610
190,9706
191,9780
192,9351
193,9711
194,9561
195,9692
196,9710
197,9658
198,9441
199,9605
200,9710
201,9632
202,9590
203,9767
204,9628
205,9826
206,9754
207,9590
208,9659
209,9725
210,9703
211,9705
212,9707
213,9619
214,9716
215,9808
216,9552
217,9505
218,9672
219,9698
220,9742
221,9785
222,9555
223,9612
224,9779
225,9746
226,9614
227,9538
228,9771
229,9680
230,9662
231,9676
232,9669
233,9687
234,9675
235,9776
236,9676
237,9530
238,9689
239,9379
240,9689
241,9668
242,9694
243,9727
244,9799
245,9709
246,9696
247,9711
248,9686
249,9649
250,9553
251,9628
252,9626
253,9739
254,9728
255,9762
256,9695
257,9555
258,9692
259,9722
260,9702
261,9666
262,9580
263,9540
264,9622
265,9359
266,9536
267,9683
268,9448
269,9632
270,9674
271,9614
272,9477
273,9646
274,9583
275,9583
276,9535
277,9517
278,9658
279,9675
280,9730
281,9643
282,9688
283,9694
284,9599
285,9629
286,9576
287,9705
288,9591
289,9713
290,9747
291,9698
292,9708
293,9649
294,9723
295,9562
296,9763
297,9603
298,9699
299,9676
300,9650
301,9827
302,9390
303,9702
304,9761
305,9709
306,9659
307,9670
308,9679
309,9476
310,9705
311,9632
312,9698
313,9707
314,9705
315,9629
316,9600
317,9575
318,9336
319,9636
320,9658
321,9644
322,9308
323,9644
324,9743
325,9705
326,9802
327,9630
328,9683
329,9721
330,9624
331,9679
332,9406
333,9612
334,9722
335,9668
336,9592
337,9572
338,9499
339,9599
340,9646
341,9800
342,9575
343,9763
344,9679
345,9583
346,9608
347,9546
348,9657
349,9795
350,9655
351,9676
352,9620
353,9266
354,9481
355,9540
356,9558
357,9548
358,9744
359,9713
360,9784
361,9747
362,9601
363,9562
364,9644
365,9681
366,9666
367,9628
368,9519
369,9536
370,9658
371,9554
372,9547
373,9667
374,9657
375,9639
376,9612
377,9623
378,9619
379,9465
380,9608
381,9425
382,9728
383,9585
384,9608
385,9645
386,9622
387,9655
388,9698
389,9576
390,9706
391,9580
392,9434
393,9650
394,9727
395,9769
396,9732
397,9743
398,9836
399,9802
400,9650
401,9452
402,9335
403,9713
404,9669
405,9698
406,9589
407,9662
408,9562
409,9682
410,9682
411,9615
412,9403
413,9564
414,9642
415,9662
416,9610
417,9665
418,9497
419,9355
420,9826
421,9846
422,9901
423,9858
424,10032
425,9985
426,9966
427,9666
428,9917
429,9456
430,9580
431,9813
432,9623
433,9987
434,9851
435,9845
436,9879
437,9719
438,9877
439,9906
440,9811
441,9828
442,9708
443,9921
444,9845
445,9531
446,9408
447,9645
448,9686
449,9475
450,9284
451,9857
452,9868
453,9878
454,9517
455,9331
456,9261
457,9465
458,9291
459,9594
460,9882
461,9602
462,9775
463,9881
464,9907
465,9783
466,9936
467,9666
468,9577
469,9870
