Time (10 x sec), Avg. Response Time (us), Standard deviation (us)
326,12622.666666666666,18612.64
327,12096.666666666666,15664.416666666666
328,12614.333333333334,18477.086666666666
329,12801.666666666666,21124.986666666668
330,11435.0,12591.480000000001
331,12488.0,22215.569999999996
332,11463.666666666666,13864.763333333334
333,12165.0,14339.07
334,12264.666666666666,17239.626666666667
335,13083.333333333334,25060.73
336,13063.0,19273.093333333334
337,12043.0,13486.873333333331
338,12149.333333333334,17473.49666666667
339,12240.333333333334,15744.03
340,11882.666666666666,13612.586666666668
341,12235.0,15554.376666666669
342,11861.0,14089.206666666665
343,12440.666666666666,15608.61
344,13273.666666666666,19706.48
345,12563.0,16957.313333333335
346,12263.0,16693.57333333333
347,12188.666666666666,13458.236666666666
348,11810.666666666666,12718.243333333332
349,12180.333333333334,12955.36
350,11984.0,10437.326666666668
351,12043.333333333334,13408.599999999999
352,12536.666666666666,16226.736666666666
353,12308.0,13496.550000000001
354,11629.666666666666,13622.57
355,11778.333333333334,13552.986666666666
356,12276.0,16308.856666666667
357,11956.0,15254.543333333335
358,11589.333333333334,9267.553333333333
359,11463.333333333334,10436.073333333334
360,11469.666666666666,16990.823333333334
