Time (sec), TPS (ops/sec)
1,9584
2,9744
3,9653
4,9442
5,9638
6,9556
7,9462
8,9581
9,9554
10,9387
11,9498
12,9662
13,9715
14,9454
15,9460
16,9611
17,9670
18,9733
19,9469
20,9571
21,9752
22,9680
23,9649
24,9612
25,9548
26,9481
27,9669
28,9721
29,9379
30,9613
31,9703
32,9516
33,9643
34,9618
35,9466
36,9505
37,9628
38,9625
39,9645
40,9736
41,9690
42,9759
43,9685
44,9572
45,9621
46,9679
47,9707
48,9723
49,9671
50,9232
51,9736
52,9651
53,9695
54,9726
55,9652
56,9701
57,9467
58,9495
59,9495
60,9547
61,9559
62,9637
63,9674
64,9663
65,9733
66,9711
67,9777
68,9758
69,9705
70,9584
71,9718
72,9654
73,9687
74,9667
75,9683
76,9710
77,9783
78,9716
79,9486
80,9492
81,9374
82,9498
83,9686
84,9645
85,9742
86,9838
87,9816
88,9778
89,9748
90,9516
91,9722
92,9823
93,9628
94,9557
95,9291
96,9462
97,9466
98,9475
99,9521
100,9216
101,9579
102,9666
103,9607
104,9595
105,9510
106,9501
107,9573
108,9719
109,9569
110,9682
111,9744
112,9699
113,9593
114,9619
115,9529
116,9705
117,9698
118,9563
119,9597
120,9637
121,9581
122,9584
123,9562
124,9556
125,9611
126,9567
127,9639
128,9559
129,9644
130,9250
131,9547
132,9522
133,9651
134,9515
135,9212
136,9484
137,9640
138,9539
139,9568
140,9325
141,9578
142,9579
143,9600
144,9480
145,9508
146,9570
147,9555
148,9547
149,9574
150,9582
151,9590
152,9556
153,9528
154,9508
155,9431
156,9432
157,9635
158,9545
159,9552
160,9594
161,9603
162,9499
163,9563
164,9301
165,9530
166,9212
167,9496
168,9466
169,9051
170,9529
171,9538
172,9592
173,9571
174,9511
175,9465
176,9262
177,9424
178,9246
179,9563
180,9438
181,9352
182,9382
183,9535
184,9315
185,9703
186,9700
187,9691
188,9702
189,9449
190,9315
191,9579
192,9691
193,9746
194,9364
195,9685
196,9443
197,9677
198,9730
199,9630
200,9272
201,9468
202,9722
203,9553
204,9487
205,9727
206,9664
207,9790
208,9755
209,9517
210,9591
211,9750
212,9757
213,9739
214,9610
215,9416
216,9629
217,9870
218,9491
219,9366
220,9656
221,9704
222,9758
223,9729
224,9592
225,9606
226,9713
227,9759
228,9703
229,9432
230,9796
231,9666
232,9503
233,9503
234,9688
235,9691
236,9522
237,9767
238,9605
239,9373
240,9554
241,9245
242,9650
243,9674
244,9712
245,9746
246,9825
247,9709
248,9660
249,9724
250,9683
251,9562
252,9456
253,9523
254,9525
255,9763
256,9741
257,9772
258,9681
259,9488
260,9643
261,9751
262,9649
263,9664
264,9547
265,9505
266,9467
267,9349
268,9217
269,9498
270,9374
271,9579
272,9691
273,9644
274,9476
275,9655
276,9363
277,9440
278,9491
279,9528
280,9642
281,9687
282,9693
283,9713
284,9421
285,9518
286,9600
287,9682
288,9579
289,9686
290,9576
291,9702
292,9876
293,9764
294,9735
295,9682
296,9554
297,9527
298,9799
299,9608
300,9607
301,9745
302,9639
303,9781
304,9368
305,9753
306,9749
307,9782
308,9661
309,9515
310,9568
311,9405
312,9789
313,9712
314,9521
315,9619
316,9756
317,9622
318,9624
319,9509
320,9339
321,9668
322,9654
323,9462
324,9205
325,9666
326,9797
327,9736
328,9765
329,9663
330,9735
331,9696
332,9659
333,9686
334,9473
335,9499
336,9718
337,9545
338,9500
339,9442
340,9549
341,9494
342,9716
343,9800
344,9483
345,9753
346,9686
347,9594
348,9606
349,9644
350,9556
351,9754
352,9745
353,9696
354,9499
355,9090
356,9459
357,9340
358,9535
359,9491
360,9604
361,9776
362,9838
363,9810
364,9648
365,9383
366,9667
367,9724
368,9711
369,9602
370,9531
371,9611
372,9630
373,9583
374,9587
375,9645
376,9650
377,9505
378,9504
379,9437
380,9591
381,9475
382,9477
383,9355
384,9773
385,9608
386,9621
387,9678
388,9551
389,9522
390,9523
391,9593
392,9661
393,9423
394,9309
395,9519
396,9711
397,9765
398,9732
399,9676
400,9892
401,9768
402,9755
403,9543
404,9158
405,9778
406,9726
407,9742
408,9574
409,9637
410,9460
411,9693
412,9647
413,9453
414,9402
415,9427
416,9654
417,9457
418,9435
419,9541
420,9355
421,9269
422,9751
423,9897
424,9881
425,9837
426,10028
427,9950
428,10003
429,9734
430,9879
431,9425
432,9571
433,9811
434,9579
435,9996
436,9881
437,9800
438,9910
439,9738
440,9793
441,9865
442,9824
443,9800
444,9585
445,9903
446,9875
447,9538
448,9230
449,9565
450,9741
451,9319
452,9227
453,9776
454,9820
455,9923
456,9580
457,9129
458,9169
459,9428
460,9140
461,9473
462,9941
463,9605
464,9750
465,9895
466,9862
467,9758
468,10008
469,9612
470,9515
471,9934
472,9848
473,9804
474,9824
475,9659
476,9912
477,9580
478,9787
479,9836
480,9607
481,9413
482,9108
483,9552
484,9627
485,9561
486,9464
487,9427
488,9452
489,9228
490,9703
491,9413
492,9465
493,9244
494,9569
495,9373
496,9415
497,9457
498,9688
499,9676
500,9695
501,9796
502,9690
503,9831
504,9773
505,9595
506,9286
507,9612
508,9210
509,9487
510,9900
511,9906
512,9937
513,9525
514,9509
515,9977
516,9991
517,9859
518,9734
519,9363
520,9114
521,9128
522,9061
523,9306
524,9370
525,9938
526,9878
527,9589
528,9817
529,9804
530,9892
531,9603
532,9273
533,9695
534,9671
535,9900
536,9873
537,9889
538,9744
539,9386
540,9943
541,9642
542,9673
543,9707
544,9625
545,9823
546,9758
547,9765
548,9920
549,9802
550,9477
551,9605
552,9895
553,9727
554,9534
555,9517
556,9935
557,9896
558,9889
559,9144
560,9023
561,9154
562,9125
563,9680
564,9751
565,9939
566,10000
567,9835
568,9860
569,9299
570,9166
571,9238
572,9563
573,9884
574,9681
575,9967
576,9818
577,9333
578,9897
579,9671
580,9711
581,9436
582,9520
583,9857
584,9519
585,9376
586,9296
587,9917
588,9855
589,9451
590,9025
591,9147
592,9166
593,9549
594,9432
595,9897
596,9846
597,9327
598,9374
599,9574
600,9248
601,9729
602,9909
603,9709
604,9525
605,9761
606,9974
607,9821
608,9758
609,9244
610,9679
611,9667
612,9797
613,9585
614,9691
615,9750
616,9701
617,9582
618,9710
619,9253
620,9659
621,9726
622,9735
623,9518
624,9562
625,9595
626,9553
627,9772
628,9755
629,9644
630,9696
631,9697
632,9733
633,9716
634,9640
635,9856
636,9698
637,9640
638,9628
639,9765
640,9755
641,9639
642,9728
643,9362
644,9388
645,9246
646,9605
647,9389
648,9442
649,9509
650,9359
651,9462
652,9592
653,9345
654,9427
655,9718
656,9641
657,9707
658,9531
659,9629
660,9848
661,9837
662,9866
663,9871
664,9436
665,9830
666,9194
667,9236
668,9922
669,9772
670,9907
671,9900
672,9457
673,9394
674,9657
675,9831
676,10045
677,9954
678,9738
679,9539
680,9796
681,9891
682,10030
683,9730
684,9696
685,9226
686,9345
687,10003
688,9587
689,9431
690,9290
691,9693
692,9996
693,9397
694,9033
695,9556
696,10058
697,10026
698,9835
699,9299
700,9192
701,9547
702,9971
703,9837
704,9635
705,9779
706,10013
707,9656
708,9650
709,9381
710,9337
711,9231
712,9340
713,9396
714,9984
715,9532
716,9632
717,9872
718,9802
719,9736
720,9916
721,9850
722,9968
723,9706
724,9505
725,9490
726,9328
727,9701
728,9722
729,9437
730,9157
731,9928
732,9499
733,9751
734,9266
735,9518
736,9887
737,10115
738,9683
739,9314
740,9945
741,9831
742,9869
743,9771
744,9314
745,9658
746,9670
747,9338
748,9155
749,9459
750,9742
751,9412
752,9830
753,9728
754,9293
755,9643
756,9517
757,9616
758,9644
759,9606
760,9301
761,9360
762,10007
763,9577
764,9446
765,9282
766,9078
767,9622
768,9527
769,9351
770,9343
771,9446
772,9770
773,9821
774,9863
775,10003
776,9868
777,9632
778,9681
779,9044
780,9404
781,9546
782,9271
783,9216
784,9523
785,9401
786,9108
787,9337
788,9536
789,9390
790,9432
791,9544
792,9368
793,9368
794,9282
795,9354
796,9605
797,9614
798,9697
799,9835
800,9805
801,9914
802,9792
803,9680
804,9419
805,9852
806,9861
807,9777
808,9395
809,9365
810,9425
811,9752
812,9432
813,9603
814,9443
815,9177
816,9652
817,9754
818,9654
819,9683
820,9093
821,9760
822,9734
823,9497
824,9891
825,9846
826,9137
827,9140
828,9225
829,9725
830,9206
831,9122
832,10021
833,9724
834,9370
835,10067
836,9628
837,9815
838,9859
839,9359
840,9295
841,9798
842,9763
843,9846
844,9919
845,9949
846,9947
847,9789
848,9664
849,9499
850,9416
851,9445
852,9709
853,9238
854,9764
855,9535
856,9427
857,9725
858,9439
859,9548
860,9398
861,9761
862,9843
863,9490
864,9584
865,9566
866,9738
867,9191
868,9728
869,9689
870,9658
871,9302
872,9909
873,9760
874,9686
875,9367
876,9445
877,9411
878,9694
879,9644
880,9777
881,9600
882,9590
883,8992
884,9295
885,9621
886,9564
887,9599
888,9725
889,9491
890,9573
891,9544
892,9388
893,9542
894,9437
895,9221
896,9774
897,9765
898,9573
899,9358
900,9451
901,9464
902,9437
903,9463
904,9388
905,9411
906,9393
907,9380
908,9534
909,9304
910,9478
911,9475
912,9234
913,9610
914,9343
915,9455
916,9403
917,9624
918,9720
919,9793
920,9564
921,9324
922,9845
923,9756
924,8942
925,9212
926,9382
927,9967
928,9602
929,10026
930,9305
931,9097
932,9715
933,9236
934,9432
935,9983
936,9325
937,9172
938,9400
939,9891
940,9934
941,9994
942,9862
943,9782
944,9852
945,9642
946,9086
947,9970
948,9746
949,9970
950,9996
951,9970
952,9118
953,9641
954,9227
955,8952
956,9823
957,10006
958,9670
959,9485
960,9885
961,9622
962,9276
963,9125
964,8986
965,9334
966,9776
967,9659
968,9520
969,9167
970,10032
971,9962
972,10019
973,9728
974,9597
975,9248
976,9193
977,9228
978,9684
979,9032
980,10039
981,9887
982,9873
983,9780
984,9869
985,9849
986,10060
987,9942
988,9546
989,9624
990,9939
991,9348
992,9967
993,9792
994,9361
995,9483
996,9470
997,9951
998,9538
999,9717
1000,9586
1001,9231
1002,9713
1003,9269
1004,9964
1005,9922
1006,9332
1007,9271
1008,9631
1009,9639
1010,9713
1011,9562
1012,9970
1013,9386
1014,9665
1015,9874
1016,9266
1017,9927
1018,9848
1019,9896
1020,9879
1021,9875
1022,9721
1023,9596
1024,9751
1025,9773
1026,10001
1027,9963
1028,9813
1029,9912
1030,9742
1031,9199
1032,9071
1033,9357
1034,9345
1035,9814
1036,9925
1037,9923
1038,9630
1039,9413
1040,9553
1041,9645
1042,9825
1043,9331
1044,9587
1045,9337
1046,9661
1047,9952
1048,9835
1049,9927
1050,9918
1051,9871
1052,9732
1053,9636
1054,8948
1055,9153
1056,9420
1057,9984
1058,9779
1059,9195
1060,9926
1061,9976
1062,9984
1063,9678
1064,9896
1065,9947
1066,9910
1067,9911
1068,9588
1069,9156
1070,9442
1071,9884
1072,9927
1073,9786
1074,9560
1075,9959
1076,9845
1077,9434
1078,9746
1079,9289
1080,9197
1081,9349
1082,10056
1083,9500
1084,9425
1085,9413
1086,9957
1087,9579
1088,9488
1089,9673
1090,9695
1091,10126
1092,9189
1093,9008
1094,9314
1095,9378
1096,9595
1097,9214
1098,9404
1099,9479
1100,9548
1101,9930
1102,9595
1103,10009
1104,9858
1105,9781
1106,9063
1107,9632
1108,9975
1109,9725
1110,9921
1111,9783
1112,9818
1113,9770
1114,9774
1115,9544
1116,9779
1117,9748
1118,9372
1119,9658
1120,9590
1121,9733
1122,9606
1123,9715
1124,9478
1125,9313
1126,9657
1127,9600
1128,9389
1129,9397
1130,9354
1131,9678
1132,9701
1133,9522
1134,9471
1135,9523
1136,9684
1137,9641
1138,9695
1139,9791
1140,9611
1141,9693
1142,9557
1143,9712
1144,9495
1145,9643
1146,9695
1147,9458
1148,9345
1149,9063
1150,9462
1151,9339
1152,9329
1153,8936
1154,9796
1155,9723
1156,9439
1157,9541
1158,9461
1159,9575
1160,9364
1161,9236
1162,9449
1163,9464
1164,9778
1165,9749
1166,9755
1167,9676
1168,9683
1169,9485
1170,9523
1171,9363
1172,9781
1173,9342
1174,9830
1175,9837
1176,10008
1177,9926
1178,9753
1179,9928
1180,9872
1181,9942
1182,9854
1183,9785
1184,9503
1185,9993
1186,9953
1187,9763
1188,9932
1189,9774
1190,9919
1191,9640
1192,9974
1193,9717
1194,9840
1195,9953
1196,9805
1197,9966
1198,9437
1199,9880
1200,9472
1201,9322
1202,10024
1203,9563
1204,9285
1205,9898
1206,9791
1207,9378
1208,9874
1209,10023
1210,9363
1211,9803
1212,10016
1213,9700
1214,9724
1215,9332
1216,10041
1217,9776
1218,9717
1219,9800
1220,10022
1221,9986
1222,8996
1223,9229
1224,9415
1225,9490
1226,9927
1227,9841
1228,9199
1229,9368
1230,10032
1231,9474
1232,9608
1233,9774
1234,9255
1235,9999
1236,9762
1237,9844
1238,9499
1239,10028
1240,10028
1241,9803
