Time (10 x sec), Avg. Response Time (us), Standard deviation (us)
1,11930.0,13514.56
2,11612.0,11629.34
3,11710.0,12845.17
4,11275.0,9347.87
5,12076.0,11379.87
6,11449.0,9115.43
7,11630.0,8868.07
8,11387.0,13123.83
9,11591.0,9740.43
10,11472.0,11018.42
11,11932.0,12156.86
12,12511.0,14556.31
13,11368.0,8976.15
14,12064.0,13039.22
15,12243.0,14429.57
16,12533.0,16289.12
17,12208.0,13892.54
18,12171.0,13046.26
19,12591.0,15779.82
20,11266.0,11361.35
21,11502.0,9705.28
22,10941.0,7152.31
23,11920.0,12688.14
24,11645.0,10728.3
25,11156.0,7993.38
26,12960.0,25091.2
27,12460.0,14920.88
28,11360.0,10174.9
29,11971.0,11068.57
30,12376.0,16843.15
31,11997.0,12709.55
32,10977.0,9257.76
33,11653.0,11175.72
34,11821.0,10229.36
35,11854.0,10854.32
36,10812.0,7802.62
37,11646.0,12104.98
38,13436.0,21375.7
39,11298.0,11779.39
40,11799.0,19341.3
41,11296.0,10746.6
42,10822.0,7423.38
43,11602.0,12106.06
44,11948.0,14000.85
45,11679.0,12767.49
46,11446.0,11811.51
47,11385.0,9287.75
48,11772.0,15215.66
49,11565.0,12057.32
50,11865.0,12786.0
51,11389.0,8917.07
52,11774.0,9478.35
53,12065.0,13830.29
54,11466.0,10530.9
55,11112.0,8765.82
56,11460.0,10187.45
57,11196.0,9600.19
58,11996.0,13538.32
59,11320.0,8582.44
60,11522.0,12356.15
61,11984.0,18098.64
62,11587.0,12694.67
63,11435.0,10422.63
64,11974.0,13317.76
65,12050.0,11609.98
66,12108.0,12808.43
67,11532.0,8583.2
68,11664.0,11402.24
69,12024.0,14175.04
70,11955.0,10851.56
71,11035.0,8817.79
72,11767.0,14956.52
73,11966.0,14250.92
74,11090.0,10179.05
75,10855.0,8243.85
76,12075.0,17934.53
77,11724.0,12946.81
78,11514.0,11585.89
79,12198.0,14615.21
80,11747.0,13425.0
81,12195.0,17380.85
82,12130.0,14432.84
83,11110.0,7515.48
84,11738.0,13015.85
85,12054.0,15336.25
86,11194.0,9855.72
87,11851.0,20009.53
88,11632.0,11721.69
89,11710.0,11362.08
90,11317.0,11213.16
91,11725.0,16929.36
92,11088.0,8939.83
93,11545.0,9927.05
94,12019.0,18148.71
95,12110.0,13601.6
96,11947.0,15809.2
97,11668.0,12713.18
98,14210.0,43570.12
99,11300.0,13366.26
100,11512.0,14192.11
101,11263.0,11112.69
102,11843.0,14056.53
103,12368.0,18766.47
104,11849.0,12713.09
105,11837.0,14078.55
106,11882.0,11346.37
107,11159.0,12502.63
108,11647.0,12133.24
109,12093.0,13951.29
110,10935.0,7826.14
111,11647.0,13522.54
112,12153.0,17142.0
113,11823.0,13756.41
114,11677.0,11537.92
115,12572.0,16570.46
116,11826.0,12186.06
117,12671.0,18439.02
118,12205.0,15829.46
119,11905.0,11185.91
120,11820.0,10508.94
121,11390.0,8166.42
122,12023.0,14069.46
123,11380.0,7587.52
124,11316.0,14626.34
125,12831.0,19312.69
126,12317.0,13710.27
127,12434.0,18229.58
128,12104.0,13271.36
129,12895.0,21372.9
130,11942.0,14361.25
131,12375.0,16141.49
132,11778.0,11322.6
133,11556.0,9647.7
134,13358.0,22460.41
135,11677.0,14792.6
136,12404.0,15888.42
137,12045.0,13831.23
138,11312.0,10714.39
139,11824.0,11708.15
140,12044.0,14961.84
141,12403.0,17361.17
142,12610.0,17482.93
143,12602.0,15692.58
144,11837.0,12339.71
145,12056.0,14464.57
146,11462.0,10706.24
147,11398.0,14434.14
148,11422.0,11337.11
149,12063.0,15947.98
150,11501.0,12955.11
151,12500.0,20392.29
152,11406.0,11529.78
153,11981.0,16429.6
154,12104.0,16444.72
155,12328.0,14896.56
156,12924.0,18600.1
157,11708.0,16802.59
158,11788.0,13107.79
159,12419.0,16556.54
160,12320.0,15277.39
161,12075.0,13756.41
162,12276.0,14131.04
163,11880.0,15341.16
164,11112.0,9067.68
165,11670.0,11145.36
166,12509.0,19877.98
167,11883.0,16354.73
168,12583.0,12765.24
169,12835.0,25595.39
170,11910.0,11822.77
171,12186.0,19592.44
172,12555.0,25363.42
173,11760.0,15368.59
174,11512.0,11755.3
175,12119.0,10063.41
176,12054.0,15565.29
177,12372.0,16959.32
178,12073.0,12549.21
179,12111.0,14443.6
180,12478.0,20841.44
181,12559.0,18645.46
182,11319.0,10224.07
183,11656.0,13726.11
184,12432.0,16475.12
185,11582.0,16712.63
186,10921.0,10810.34
187,12149.0,17162.88
188,11923.0,16586.28
189,11996.0,17869.74
190,11363.0,9040.4
191,11838.0,11376.63
192,12257.0,13533.57
193,12700.0,17670.67
194,12332.0,15518.56
195,12971.0,19883.43
196,11956.0,12021.42
197,12151.0,13458.42
198,12460.0,14082.37
199,12037.0,12363.8
200,11480.0,10305.92
201,11728.0,12406.04
202,12216.0,15617.77
203,13702.0,29400.3
204,12102.0,16287.13
205,12040.0,14226.78
206,13414.0,33737.9
207,12420.0,18923.17
208,11222.0,11833.83
209,12038.0,14283.48
210,11456.0,13301.66
211,11161.0,10296.73
212,12533.0,22526.73
213,12100.0,14509.39
214,11849.0,13616.53
215,12800.0,17826.86
216,11938.0,17265.7
217,12128.0,15097.86
218,11607.0,13816.73
219,12150.0,12383.36
220,11950.0,9791.57
221,12755.0,15963.7
222,12028.0,13665.76
223,12916.0,16100.21
224,12396.0,16624.43
225,11417.0,12263.79
226,12196.0,14680.68
227,11483.0,10617.19
228,11890.0,10729.6
229,11843.0,15146.11
230,11936.0,11668.39
231,12050.0,13741.93
232,11925.0,12585.05
233,12894.0,19141.03
234,12586.0,16585.42
235,11732.0,11916.25
236,12788.0,20140.84
237,12446.0,19121.98
238,12084.0,14806.75
