Op, T_total, T_queue, T_server, T_start, T_enqueue, T_dequeue, T_send, T_receive, T_end, Success
get, 821400, 54300, 463900, 12072548874818, 12072548886418, 12072548940718, 12072548951618, 12072549415518, 12072549696218, true
set, 17834100, 343200, 6069600, 12072530060218, 12072530116518, 12072530459718, 12072530463518, 12072536533118, 12072547894318, true
get, 579300, 27400, 521500, 12072622338718, 12072622350618, 12072622378018, 12072622380818, 12072622902318, 12072622918018, true
get, 643100, 24700, 587000, 12072642456318, 12072642466018, 12072642490718, 12072642493318, 12072643080318, 12072643099418, true
get, 552100, 19100, 503700, 12072663193618, 12072663204118, 12072663223218, 12072663225818, 12072663729518, 12072663745718, true
set, 5747000, 4403700, 1016300, 12072687277618, 12072687287318, 12072691691018, 12072691693618, 12072692709918, 12072693024618, true
get, 767400, 63700, 662900, 12072728083818, 12072728096118, 12072728159818, 12072728162818, 12072728825718, 12072728851218, true
get, 653900, 95000, 506300, 12072749267718, 12072749289218, 12072749384218, 12072749387718, 12072749894018, 12072749921618, true
get, 6948900, 6468200, 434500, 12072768183518, 12072768204618, 12072774672818, 12072774675718, 12072775110218, 12072775132418, true
get, 392700, 24400, 320100, 12072790570918, 12072790595318, 12072790619718, 12072790622518, 12072790942618, 12072790963618, true
get, 749000, 439600, 270800, 12072817931018, 12072817952518, 12072818392118, 12072818394518, 12072818665318, 12072818680018, true
get, 33311900, 25100, 33233800, 12072837903018, 12072837926918, 12072837952018, 12072837954718, 12072871188518, 12072871214918, true
get, 9099900, 7597200, 1478800, 12072883138618, 12072883144818, 12072890742018, 12072890744418, 12072892223218, 12072892238518, true
get, 8084200, 676900, 7385000, 12072899093018, 12072899099118, 12072899776018, 12072899778318, 12072907163318, 12072907177218, true
get, 5387600, 4765700, 596000, 12072915985018, 12072915994618, 12072920760318, 12072920762618, 12072921358618, 12072921372618, true
get, 14414100, 5379400, 9010600, 12072925358418, 12072925364818, 12072930744218, 12072930746718, 12072939757318, 12072939772518, true
get, 6789700, 6007300, 759500, 12072935351318, 12072935357318, 12072941364618, 12072941366618, 12072942126118, 12072942141018, true
get, 5352600, 4655200, 673200, 12072955599018, 12072955605518, 12072960260718, 12072960263118, 12072960936318, 12072960951618, true
get, 8641700, 111500, 8497300, 12072945397318, 12072945403518, 12072945515018, 12072945517118, 12072954014418, 12072954039018, true
get, 5812300, 4993000, 799100, 12072965517518, 12072965523218, 12072970516218, 12072970518418, 12072971317518, 12072971329818, true
