Op, T_total, T_queue, T_server, T_start, T_enqueue, T_dequeue, T_send, T_receive, T_end, Success, Threads Busy
get, 7659600, 80700, 6856300, 954423048722, 954423066322, 954423147022, 954423161622, 954430017922, 954430708322, true, 3
set, 37852900, 95000, 3242100, 954381871422, 954381927822, 954382022822, 954382037422, 954385279522, 954419724322, true, 0
set, 1009000, 20300, 884500, 954550643622, 954550653922, 954550674222, 954550677022, 954551561522, 954551652622, true, 0
get, 53897200, 3387000, 50477500, 954561253122, 954561262722, 954564649722, 954564653122, 954615130622, 954615150322, true, 34
get, 266800, 29200, 205800, 954644739022, 954644749222, 954644778422, 954644781922, 954644987722, 954645005822, true, 22
get, 9823500, 2736000, 7058300, 954651610322, 954651619522, 954654355522, 954654358922, 954661417222, 954661433822, true, 22
get, 6930500, 5788300, 1021500, 954700053322, 954700064322, 954705852622, 954705856422, 954706877922, 954706983822, true, 18
get, 1903300, 28900, 1777500, 954734957122, 954734965522, 954734994422, 954734997622, 954736775122, 954736860422, true, 14
get, 5913900, 4223300, 1660500, 954761246922, 954761255822, 954765479122, 954765484322, 954767144822, 954767160822, true, 15
get, 10289700, 1864700, 8394800, 954783571522, 954783578922, 954785443622, 954785446422, 954793841222, 954793861222, true, 40
get, 7499500, 7034100, 440200, 954787256022, 954787263422, 954794297522, 954794300622, 954794740822, 954794755522, true, 41
get, 11367200, 3785000, 7550900, 954807724122, 954807730322, 954811515322, 954811518422, 954819069322, 954819091322, true, 32
get, 9224000, 8788500, 409600, 954817190922, 954817197622, 954825986122, 954825988822, 954826398422, 954826414922, true, 75
get, 13046200, 6003900, 7018200, 954820783922, 954820790222, 954826794122, 954826796522, 954833814722, 954833830122, true, 18
get, 11559000, 8943500, 2585900, 954845595722, 954845604922, 954854548422, 954854551822, 954857137722, 954857154722, true, 101
get, 8694100, 195900, 8473500, 954853985922, 954853992722, 954854188622, 954854191522, 954862665022, 954862680022, true, 64
get, 3480400, 2850400, 585300, 954866793422, 954866799622, 954869650022, 954869652722, 954870238022, 954870273822, true, 21
get, 10326100, 7336900, 2960000, 954941432322, 954941440222, 954948777122, 954948780322, 954951740322, 954951758422, true, 22
get, 9546700, 39500, 9476900, 954954722722, 954954729522, 954954769022, 954954771922, 954964248822, 954964269422, true, 8
get, 1579200, 38300, 1509700, 954997121922, 954997131022, 954997169322, 954997173022, 954998682722, 954998701122, true, 25
get, 9006800, 8434000, 546700, 955002769722, 955002775822, 955011209822, 955011212622, 955011759322, 955011776522, true, 5
get, 357400, 38900, 294300, 955021800822, 955021806622, 955021845522, 955021848622, 955022142922, 955022158222, true, 57
get, 19973200, 12814000, 7135500, 955029034622, 955029041322, 955041855322, 955041858322, 955048993822, 955049007822, true, 14
get, 12214100, 11128300, 1057800, 955063699622, 955063705822, 955074834122, 955074837222, 955075895022, 955075913722, true, 26
get, 4346600, 2732400, 1591300, 955071447122, 955071453622, 955074186022, 955074189422, 955075780722, 955075793722, true, 8
get, 2052400, 1169500, 858000, 955101858022, 955101864422, 955103033922, 955103036922, 955103894922, 955103910422, true, 7
get, 5054400, 4037800, 991800, 955111486322, 955111492322, 955115530122, 955115533322, 955116525122, 955116540722, true, 40
get, 21403800, 6320700, 15059100, 955135394122, 955135401022, 955141721722, 955141725722, 955156784822, 955156797922, true, 18
get, 11528100, 3119500, 8386600, 955145525722, 955145531722, 955148651222, 955148653922, 955157040522, 955157053822, true, 22
get, 3326500, 2918300, 385600, 955184076722, 955184082722, 955187001022, 955187004122, 955187389722, 955187403222, true, 3
get, 7879900, 47500, 7811300, 955212204222, 955212210722, 955212258222, 955212262122, 955220073422, 955220084122, true, 37
get, 8316700, 6369100, 1929100, 955225251122, 955225257322, 955231626422, 955231628622, 955233557722, 955233567822, true, 32
get, 12044000, 28700, 11993200, 955222585622, 955222592322, 955222621022, 955222623922, 955234617122, 955234629622, true, 30
get, 8106700, 7647000, 436800, 955238209222, 955238220322, 955245867322, 955245869322, 955246306122, 955246315922, true, 28
get, 3565100, 29700, 3512900, 955265293822, 955265301022, 955265330722, 955265332922, 955268845822, 955268858922, true, 14
get, 7792900, 7260500, 514100, 955285115822, 955285122022, 955292382522, 955292384622, 955292898722, 955292908722, true, 46
get, 16612300, 8786900, 7805500, 955276438822, 955276444522, 955285231422, 955285233522, 955293039022, 955293051122, true, 39
get, 2042200, 818900, 1191400, 955304054722, 955304061022, 955304879922, 955304882022, 955306073422, 955306096922, true, 16
get, 4735700, 3296600, 1421600, 955317778122, 955317784122, 955321080722, 955321084422, 955322506022, 955322513822, true, 26
get, 785700, 24300, 735400, 955333371322, 955333379222, 955333403522, 955333406222, 955334141622, 955334157022, true, 27
get, 323600, 21500, 281400, 955355144122, 955355150622, 955355172122, 955355175022, 955355456422, 955355467722, true, 2
get, 2586800, 1770400, 796000, 955367164522, 955367171722, 955368942122, 955368944422, 955369740422, 955369751322, true, 28
get, 10823200, 10155600, 648200, 955370111722, 955370117422, 955380273022, 955380274922, 955380923122, 955380934922, true, 37
get, 389700, 10200, 362600, 955392382722, 955392388522, 955392398722, 955392401022, 955392763622, 955392772422, true, 10
get, 1200000, 493300, 684400, 955415303122, 955415309422, 955415802722, 955415805222, 955416489622, 955416503122, true, 60
get, 624600, 45800, 559100, 955400611722, 955400618222, 955400664022, 955400666922, 955401226022, 955401236322, true, 42
get, 6666400, 4500100, 2147400, 955429880022, 955429885922, 955434386022, 955434388922, 955436536322, 955436546422, true, 40
get, 8196300, 100800, 8022900, 955438876722, 955438929722, 955439030522, 955439032622, 955447055522, 955447073022, true, 64
get, 20663600, 19762800, 880600, 955444189722, 955444195522, 955463958322, 955463960822, 955464841422, 955464853322, true, 46
get, 3781500, 21400, 3737400, 955473575822, 955473580922, 955473602322, 955473604622, 955477342022, 955477357322, true, 5
get, 6026300, 4756700, 1247400, 955491463722, 955491467422, 955496224122, 955496226322, 955497473722, 955497490022, true, 53
get, 5831700, 4916500, 900800, 955511066122, 955511069622, 955515986122, 955515988522, 955516889322, 955516897822, true, 51
get, 6459700, 5943800, 497500, 955513035022, 955513040022, 955518983822, 955518986422, 955519483922, 955519494722, true, 54
get, 8222900, 1383600, 6814800, 955527599322, 955527602722, 955528986322, 955528988422, 955535803222, 955535822222, true, 71
get, 6867000, 38500, 6807000, 955541062322, 955541065722, 955541104222, 955541111022, 955547918022, 955547929322, true, 7
get, 3391600, 2060200, 1310900, 955581571522, 955581575222, 955583635422, 955583637422, 955584948322, 955584963122, true, 66
get, 3192300, 2225900, 950200, 955580362222, 955580365022, 955582590922, 955582594822, 955583545022, 955583554522, true, 66
get, 12629800, 638300, 11975100, 955586554522, 955586558322, 955587196622, 955587198122, 955599173222, 955599184322, true, 99
get, 1242300, 550500, 677700, 955625580622, 955625583722, 955626134222, 955626136422, 955626814122, 955626822922, true, 19
get, 3881100, 31200, 3836000, 955643470022, 955643473822, 955643505022, 955643508422, 955647344422, 955647351122, true, 28
get, 6675600, 3613000, 3049800, 955652538222, 955652541022, 955656154022, 955656156322, 955659206122, 955659213822, true, 18
get, 478000, 21700, 441400, 955683609722, 955683612522, 955683634222, 955683637222, 955684078622, 955684087722, true, 6
