Op, T_total, T_queue, T_server, T_start, T_enqueue, T_dequeue, T_send, T_receive, T_end, Success, Threads Busy
set, 18889200, 17097600, 1417100, 1549722163722, 1549722173122, 1549739270722, 1549739273322, 1549740690422, 1549741052922, true, 0
get, 10163000, 101500, 969100, 1549729501022, 1549729515522, 1549729617022, 1549738665122, 1549739634222, 1549739664022, true, 36
set, 39492300, 3234700, 11512700, 1549688026022, 1549688088122, 1549691322822, 1549691326422, 1549702839122, 1549727518322, true, 0
get, 17451300, 5564600, 11858100, 1549780400322, 1549780409922, 1549785974522, 1549785978022, 1549797836122, 1549797851622, true, 23
get, 10469800, 9069400, 1360600, 1549808090822, 1549808100522, 1549817169922, 1549817174322, 1549818534922, 1549818560622, true, 11
get, 2175200, 1175700, 968600, 1549824460722, 1549824469122, 1549825644822, 1549825648522, 1549826617122, 1549826635922, true, 20
get, 1454500, 29200, 1390200, 1549861218322, 1549861230722, 1549861259922, 1549861263022, 1549862653222, 1549862672822, true, 0
get, 2453700, 66900, 1897600, 1549896356322, 1549896366422, 1549896433322, 1549896436022, 1549898333622, 1549898810022, true, 9
get, 1989200, 97200, 1866300, 1549948408022, 1549948416022, 1549948513222, 1549948516222, 1549950382522, 1549950397222, true, 4
get, 987200, 135000, 820700, 1549988583822, 1549988591922, 1549988726922, 1549988729822, 1549989550522, 1549989571022, true, 9
get, 3290900, 2060400, 1202300, 1550017275322, 1550017284722, 1550019345122, 1550019347922, 1550020550222, 1550020566222, true, 5
get, 7190300, 5666400, 1491700, 1550041070822, 1550041077022, 1550046743422, 1550046746022, 1550048237722, 1550048261122, true, 12
get, 43269700, 658900, 29757000, 1550058670322, 1550058676522, 1550059335422, 1550059338322, 1550089095322, 1550101940022, true, 31
get, 2517800, 25700, 2446000, 1550103494322, 1550103514722, 1550103540422, 1550103543222, 1550105989222, 1550106012122, true, 0
get, 653500, 25400, 604600, 1550121073022, 1550121079422, 1550121104822, 1550121107822, 1550121712422, 1550121726522, true, 25
get, 1531600, 1331600, 178500, 1550153017222, 1550153023422, 1550154355022, 1550154357422, 1550154535922, 1550154548822, true, 19
get, 3491400, 2321400, 1145900, 1550156717522, 1550156723722, 1550159045122, 1550159048222, 1550160194122, 1550160208922, true, 34
set, 36539800, 15560900, 8700700, 1550144778022, 1550144784622, 1550160345522, 1550160347822, 1550169048522, 1550181317822, true, 0
get, 22518800, 8606500, 13890100, 1550228663222, 1550228669622, 1550237276122, 1550237278722, 1550251168822, 1550251182022, true, 3
get, 12928400, 10831400, 2073600, 1550224334322, 1550224341322, 1550235172722, 1550235175322, 1550237248922, 1550237262722, true, 0
get, 862300, 86600, 753200, 1550269275322, 1550269282022, 1550269368622, 1550269370922, 1550270124122, 1550270137622, true, 6
get, 10565100, 2507300, 8031000, 1550305804722, 1550305811122, 1550308318422, 1550308321122, 1550316352122, 1550316369822, true, 43
get, 8140200, 6958700, 1147800, 1550317649322, 1550317655322, 1550324614022, 1550324618522, 1550325766322, 1550325789522, true, 17
set, 9723500, 7670700, 1901300, 1550317212722, 1550317219222, 1550324889922, 1550324892122, 1550326793422, 1550326936222, true, 0
get, 623900, 125000, 472800, 1550354494922, 1550354501222, 1550354626222, 1550354629422, 1550355102222, 1550355118822, true, 8
get, 9366100, 1529700, 7814400, 1550361898522, 1550361904422, 1550363434122, 1550363436422, 1550371250822, 1550371264622, true, 10
get, 12953300, 4401600, 8530000, 1550391775122, 1550391781322, 1550396182922, 1550396186122, 1550404716122, 1550404728422, true, 33
get, 1081700, 66900, 947700, 1550406426822, 1550406477622, 1550406544522, 1550406548522, 1550407496222, 1550407508522, true, 40
get, 8723700, 7272100, 1427900, 1550417310422, 1550417316522, 1550424588622, 1550424591222, 1550426019122, 1550426034122, true, 18
get, 7838500, 265100, 7550900, 1550424989822, 1550424996322, 1550425261422, 1550425263922, 1550432814822, 1550432828322, true, 51
set, 15419400, 6599900, 8233700, 1550438214722, 1550438221022, 1550444820922, 1550444823222, 1550453056922, 1550453634122, true, 0
get, 20042800, 7760600, 12262100, 1550437569322, 1550437576122, 1550445336722, 1550445339322, 1550457601422, 1550457612122, true, 3
