Op, T_total, T_queue, T_server, T_start, T_enqueue, T_dequeue, T_send, T_receive, T_end, Success, Threads Busy
set, 17814900, 95900, 10575400, 647391531422, 647391583822, 647391679722, 647391693722, 647402269122, 647409346322, true, 0
get, 3504000, 2672900, 793600, 647410368422, 647410383222, 647413056122, 647413059522, 647413853122, 647413872422, true, 0
get, 3512900, 2944400, 534400, 647456248522, 647456257822, 647459202222, 647459206522, 647459740922, 647459761422, true, 18
get, 1277300, 544800, 700700, 647477037322, 647477049522, 647477594322, 647477597922, 647478298622, 647478314622, true, 18
get, 14118400, 12958100, 936200, 647490017822, 647490218622, 647503176722, 647503180922, 647504117122, 647504136222, true, 5
get, 998400, 37900, 631800, 647518194822, 647518207222, 647518245122, 647518248922, 647518880722, 647519193222, true, 5
get, 2009800, 1376800, 603700, 647542062622, 647542073222, 647543450022, 647543453222, 647544056922, 647544072422, true, 25
get, 1387700, 43700, 1311900, 647561020822, 647561033722, 647561077422, 647561080922, 647562392822, 647562408522, true, 9
get, 6923400, 3423500, 3461200, 647591560722, 647591572522, 647594996022, 647594999322, 647598460522, 647598484122, true, 17
get, 6238100, 32300, 6151900, 647605077722, 647605089622, 647605121922, 647605125522, 647611277422, 647611315822, true, 32
get, 7610700, 4409300, 3157400, 647627968422, 647627990122, 647632399422, 647632403722, 647635561122, 647635579122, true, 16
get, 575300, 39600, 496100, 647658581122, 647658603222, 647658642822, 647658646022, 647659142122, 647659156422, true, 3
set, 16998700, 5460600, 5148900, 647661768422, 647661778222, 647667238822, 647667242622, 647672391522, 647678767122, true, 0
get, 7921400, 2418600, 5476700, 647676416422, 647676423522, 647678842122, 647678844722, 647684321422, 647684337822, true, 25
get, 1199100, 659000, 517100, 647695700322, 647695706522, 647696365522, 647696368022, 647696885122, 647696899422, true, 13
get, 10122100, 1329500, 8762300, 647706026022, 647706032222, 647707361722, 647707364222, 647716126522, 647716148122, true, 37
get, 10833500, 3879700, 6929100, 647712827222, 647712834122, 647716713822, 647716716122, 647723645222, 647723660722, true, 37
get, 1409100, 131300, 1257800, 647735395622, 647735401622, 647735532922, 647735535222, 647736793022, 647736804722, true, 16
get, 15501900, 2285500, 13192900, 647724592522, 647724599122, 647726884622, 647726887222, 647740080122, 647740094422, true, 18
get, 775400, 57300, 666000, 647756436822, 647756457422, 647756514722, 647756518822, 647757184822, 647757212222, true, 3
get, 3368600, 1928200, 1414100, 647761987122, 647761993222, 647763921422, 647763923922, 647765338022, 647765355722, true, 7
get, 9256200, 6301000, 2931100, 647767449322, 647767455422, 647773756422, 647773759622, 647776690722, 647776705522, true, 20
get, 8322500, 7462200, 835700, 647777149622, 647777155622, 647784617822, 647784620822, 647785456522, 647785472122, true, 30
get, 6654200, 6283400, 349100, 647789207222, 647789213322, 647795496722, 647795499022, 647795848122, 647795861422, true, 6
get, 6581100, 3901400, 2650100, 647801848022, 647801856822, 647805758222, 647805760522, 647808410622, 647808429122, true, 18
