Op, T_total, T_queue, T_server, T_start, T_enqueue, T_dequeue, T_send, T_receive, T_end, Success
get, 13065000, 59200, 10540200, 19551885816712, 19551887356012, 19551887415212, 19551887425412, 19551897965612, 19551898881712, true
set, 42551000, 367800, 40905500, 19551856431812, 19551856483912, 19551856851712, 19551856855312, 19551897760812, 19551898982812, true
get, 1141500, 446100, 663900, 19552065866312, 19552065879112, 19552066325212, 19552066327412, 19552066991312, 19552067007812, true
get, 23104600, 9972400, 13099000, 19552022554512, 19552022563712, 19552032536112, 19552032538612, 19552045637612, 19552045659112, true
set, 19140900, 11337500, 7497400, 19552108805612, 19552108815512, 19552120153012, 19552120155812, 19552127653212, 19552127946512, true
get, 5889800, 5130200, 717500, 19552130278912, 19552130301512, 19552135431712, 19552135436112, 19552136153612, 19552136168712, true
get, 14374800, 4530900, 9812100, 19552143233212, 19552143247412, 19552147778312, 19552147780812, 19552157592912, 19552157608012, true
get, 12913800, 7269100, 5619800, 19552157515012, 19552157522812, 19552164791912, 19552164794112, 19552170413912, 19552170428812, true
get, 9193200, 296000, 8872000, 19552169890512, 19552169898612, 19552170194612, 19552170196612, 19552179068612, 19552179083712, true
get, 4363200, 3961000, 352200, 19552192729512, 19552192736812, 19552196697812, 19552196723812, 19552197076012, 19552197092712, true
get, 1844700, 957000, 866900, 19552224567212, 19552224574012, 19552225531012, 19552225533212, 19552226400112, 19552226411912, true
get, 14885900, 6194600, 8670100, 19552213817412, 19552213824212, 19552220018812, 19552220021212, 19552228691312, 19552228703312, true
get, 5964300, 5424800, 518200, 19552240825012, 19552240832012, 19552246256812, 19552246258912, 19552246777112, 19552246789312, true
get, 2970100, 1788400, 1159000, 19552252627512, 19552252633812, 19552254422212, 19552254424312, 19552255583312, 19552255597612, true
get, 2523200, 1118500, 1382100, 19552301101412, 19552301107912, 19552302226412, 19552302228712, 19552303610812, 19552303624612, true
set, 4896300, 2836800, 1880900, 19552300996012, 19552301003212, 19552303840012, 19552303923812, 19552305804712, 19552305892312, true
get, 3037700, 2673600, 332200, 19552332775512, 19552332782612, 19552335456212, 19552335458012, 19552335790212, 19552335813212, true
get, 694400, 37900, 629400, 19552394020012, 19552394026212, 19552394064112, 19552394066612, 19552394696012, 19552394714412, true
get, 434000, 26100, 386000, 19552487117012, 19552487123312, 19552487149412, 19552487151812, 19552487537812, 19552487551012, true
set, 15054000, 5234600, 9706200, 19552487373012, 19552487379212, 19552492613812, 19552492615712, 19552502321912, 19552502427012, true
get, 3037900, 2451700, 566300, 19552523657412, 19552523664412, 19552526116112, 19552526118412, 19552526684712, 19552526695312, true
get, 3371800, 2525900, 826000, 19552543357112, 19552543363612, 19552545889512, 19552545891412, 19552546717412, 19552546728912, true
get, 13744000, 3648200, 10079700, 19552584453412, 19552584460012, 19552588108212, 19552588109912, 19552598189612, 19552598197412, true
get, 9725800, 120400, 9585400, 19552593623812, 19552593630012, 19552593750412, 19552593752712, 19552603338112, 19552603349612, true
get, 9360000, 839600, 8500200, 19552603990712, 19552603997612, 19552604837212, 19552604839212, 19552613339412, 19552613350712, true
get, 924700, 300400, 605100, 19552613197912, 19552613204512, 19552613504912, 19552613507012, 19552614112112, 19552614122612, true
get, 18681600, 5781900, 12881200, 19552615893212, 19552615899312, 19552621681212, 19552621682912, 19552634564112, 19552634574812, true
get, 21172000, 11927200, 9226200, 19552622563912, 19552622570112, 19552634497312, 19552634499512, 19552643725712, 19552643735912, true
get, 1476200, 958000, 496200, 19552649525912, 19552649532712, 19552650490712, 19552650493912, 19552650990112, 19552651002112, true
get, 12348800, 12108300, 219800, 19552659110012, 19552659116212, 19552671224512, 19552671226312, 19552671446112, 19552671458812, true
get, 928800, 33500, 877100, 19552669230212, 19552669236812, 19552669270312, 19552669272212, 19552670149312, 19552670159012, true
get, 17560500, 5667600, 11864600, 19552681378912, 19552681385012, 19552687052612, 19552687054712, 19552698919312, 19552698939412, true
get, 8057100, 23700, 8014600, 19552720643112, 19552720649312, 19552720673012, 19552720675412, 19552728690012, 19552728700212, true
get, 3486500, 2458100, 1008200, 19552731091912, 19552731098412, 19552733556512, 19552733559312, 19552734567512, 19552734578412, true
get, 2903900, 2269200, 615600, 19552741096012, 19552741102112, 19552743371312, 19552743374012, 19552743989612, 19552743999912, true
get, 1312000, 655400, 630400, 19552753942912, 19552753949612, 19552754605012, 19552754607312, 19552755237712, 19552755254912, true
set, 36298800, 34645200, 1577800, 19552721026612, 19552721034312, 19552755679512, 19552755681412, 19552757259212, 19552757325412, true
get, 3971100, 3276900, 676000, 19552764431812, 19552764438312, 19552767715212, 19552767717212, 19552768393212, 19552768402912, true
get, 4730300, 3330300, 1381400, 19552775269712, 19552775275812, 19552778606112, 19552778608212, 19552779989612, 19552780000012, true
get, 1445300, 787100, 638200, 19552780290212, 19552780296412, 19552781083512, 19552781085812, 19552781724012, 19552781735512, true
set, 8480800, 7800, 8411300, 19552779239512, 19552779247412, 19552779255212, 19552779257012, 19552787668312, 19552787720312, true
get, 7643500, 222800, 7402200, 19552801097312, 19552801103912, 19552801326712, 19552801328612, 19552808730812, 19552808740812, true
get, 2363400, 1412000, 921600, 19552817068512, 19552817074712, 19552818486712, 19552818500712, 19552819422312, 19552819431912, true
get, 2416800, 2011500, 386200, 19552826944212, 19552826950212, 19552828961712, 19552828964912, 19552829351112, 19552829361012, true
get, 33284100, 23502200, 9763100, 19552798091212, 19552798097412, 19552821599612, 19552821602112, 19552831365212, 19552831375312, true
get, 1463000, 863400, 576900, 19552837107712, 19552837113812, 19552837977212, 19552837979312, 19552838556212, 19552838570712, true
get, 9382700, 6497600, 2865400, 19552847830712, 19552847837012, 19552854334612, 19552854337812, 19552857203212, 19552857213412, true
get, 7124700, 4733700, 2374300, 19552861081112, 19552861087212, 19552865820912, 19552865822812, 19552868197112, 19552868205812, true
get, 2083900, 1505100, 562300, 19552872326312, 19552872333212, 19552873838312, 19552873840112, 19552874402412, 19552874410212, true
get, 4479400, 3990400, 474500, 19552879144512, 19552879150712, 19552883141112, 19552883142812, 19552883617312, 19552883623912, true
get, 2961100, 2140500, 800200, 19552890230212, 19552890241712, 19552892382212, 19552892383912, 19552893184112, 19552893191312, true
get, 7276300, 24600, 7237900, 19552902366412, 19552902373512, 19552902398112, 19552902400012, 19552909637912, 19552909642712, true
set, 18620000, 7945700, 10563900, 19552892947512, 19552892954012, 19552900899712, 19552900901212, 19552911465112, 19552911567512, true
get, 5563400, 17300, 5529600, 19552910405712, 19552910412912, 19552910430212, 19552910432312, 19552915961912, 19552915969112, true
get, 7691200, 5500, 7617700, 19552920491012, 19552920496912, 19552920502412, 19552920504312, 19552928122012, 19552928182212, true
get, 4641400, 27400, 4598500, 19552932766812, 19552932772112, 19552932799512, 19552932802212, 19552937400712, 19552937408212, true
get, 7487200, 21600, 7446600, 19552942040912, 19552942046712, 19552942068312, 19552942076612, 19552949523212, 19552949528112, true
