Op, T_total, T_queue, T_server, T_start, T_enqueue, T_dequeue, T_send, T_receive, T_end, Success
set, 25588300, 89500, 22546400, 18316641174012, 18316641250312, 18316641339812, 18316641353712, 18316663900112, 18316666762312, true
get, 11838100, 281400, 1351400, 18316665829912, 18316665843612, 18316666125012, 18316666139812, 18316667491212, 18316677668012, true
set, 48552000, 35409100, 12951700, 18316844323212, 18316844333212, 18316879742312, 18316879745412, 18316892697112, 18316892875212, true
get, 20886800, 11874100, 8983400, 18316898130512, 18316898139912, 18316910014012, 18316910016412, 18316918999812, 18316919017312, true
get, 3519200, 3143100, 346500, 18316955037712, 18316955048212, 18316958191312, 18316958194112, 18316958540612, 18316958556912, true
get, 11895300, 6036600, 5817300, 18316977570512, 18316977581412, 18316983618012, 18316983620612, 18316989437912, 18316989465812, true
get, 1362600, 455300, 879500, 18317006561212, 18317006569912, 18317007025212, 18317007027812, 18317007907312, 18317007923812, true
get, 1407300, 730600, 649600, 18317047936612, 18317047946012, 18317048676612, 18317048678612, 18317049328212, 18317049343912, true
get, 6123300, 5341500, 756800, 18317061267612, 18317061277512, 18317066619012, 18317066621312, 18317067378112, 18317067390912, true
get, 8376500, 7207200, 1145700, 18317072303312, 18317072310712, 18317079517912, 18317079520412, 18317080666112, 18317080679812, true
get, 1508100, 446200, 879900, 18317091609812, 18317091775612, 18317092221812, 18317092224612, 18317093104512, 18317093117912, true
get, 9334800, 6484700, 2819400, 18317114878912, 18317114885412, 18317121370112, 18317121373612, 18317124193012, 18317124213712, true
get, 14734000, 6227900, 8485200, 18317132472312, 18317132478612, 18317138706512, 18317138709612, 18317147194812, 18317147206312, true
get, 15494200, 3320800, 12151600, 18317143843712, 18317143849712, 18317147170512, 18317147172312, 18317159323912, 18317159337912, true
get, 4222700, 2492700, 1705200, 18317162596612, 18317162603312, 18317165096012, 18317165097912, 18317166803112, 18317166819312, true
set, 17094000, 7008000, 9449500, 18317173701212, 18317173707812, 18317180715812, 18317180718812, 18317190168312, 18317190795212, true
get, 14826900, 3913500, 10886300, 18317184037012, 18317184043312, 18317187956812, 18317187959412, 18317198845712, 18317198863912, true
get, 536400, 33300, 471600, 18317267209112, 18317267216312, 18317267249612, 18317267252412, 18317267724012, 18317267745512, true
get, 8393500, 6217600, 2149600, 18317278850512, 18317278856312, 18317285073912, 18317285076312, 18317287225912, 18317287244012, true
get, 37296200, 1018900, 36252200, 18317302519412, 18317302527612, 18317303546512, 18317303548412, 18317339800612, 18317339815612, true
get, 8842000, 3296000, 5521200, 18317364730912, 18317364738012, 18317368034012, 18317368036512, 18317373557712, 18317373572912, true
get, 13711900, 3660300, 10029900, 18317384283512, 18317384289612, 18317387949912, 18317387953312, 18317397983212, 18317397995412, true
set, 14606400, 4218800, 10303600, 18317384231312, 18317384238112, 18317388456912, 18317388459612, 18317398763212, 18317398837712, true
get, 7488900, 37100, 7429200, 18317407242912, 18317407249212, 18317407286312, 18317407289312, 18317414718512, 18317414731812, true
get, 7733700, 25300, 7684300, 18317417734412, 18317417740812, 18317417766112, 18317417768512, 18317425452812, 18317425468112, true
