Op, T_total, T_queue, T_server, T_start, T_enqueue, T_dequeue, T_send, T_receive, T_end, Success
set, 46455400, 44864100, 1219800, 18450110906512, 18450110915712, 18450155779812, 18450155782512, 18450157002312, 18450157361912, true
get, 2436500, 1415900, 969400, 18450142165412, 18450142181412, 18450143597312, 18450143609612, 18450144579012, 18450144601912, true
set, 49734700, 105900, 49156500, 18450091222712, 18450091278012, 18450091383912, 18450091398612, 18450140555112, 18450140957412, true
get, 8152100, 38200, 671000, 18450199585312, 18450207006812, 18450207045012, 18450207048112, 18450207719112, 18450207737412, true
get, 3184900, 2424000, 736300, 18450227758912, 18450227767412, 18450230191412, 18450230193412, 18450230929712, 18450230943812, true
get, 3533500, 1041700, 2463300, 18450245657512, 18450245665412, 18450246707112, 18450246710212, 18450249173512, 18450249191012, true
get, 357300, 27300, 298400, 18450268280712, 18450268289712, 18450268317012, 18450268319712, 18450268618112, 18450268638012, true
get, 14899900, 5128100, 9744500, 18450280252712, 18450280260612, 18450285388712, 18450285391212, 18450295135712, 18450295152612, true
get, 1806800, 613400, 1165700, 18450300491012, 18450300498612, 18450301112012, 18450301114512, 18450302280212, 18450302297812, true
get, 2368100, 707100, 1635500, 18450319042212, 18450319050012, 18450319757112, 18450319759112, 18450321394612, 18450321410312, true
get, 1436800, 780600, 632700, 18450360858112, 18450360864912, 18450361645512, 18450361648012, 18450362280712, 18450362294912, true
get, 1300800, 760900, 515600, 18450371972612, 18450371978812, 18450372739712, 18450372742712, 18450373258312, 18450373273412, true
set, 1467900, 13400, 1365600, 18450384095512, 18450384101912, 18450384115312, 18450384118212, 18450385483812, 18450385563412, true
get, 4033700, 3561000, 450300, 18450382312912, 18450382319412, 18450385880412, 18450385882512, 18450386332812, 18450386346612, true
get, 6429600, 5697200, 607700, 18450393116012, 18450393122612, 18450398819812, 18450398821912, 18450399429612, 18450399545612, true
get, 4421400, 3570900, 830200, 18450431917812, 18450431923912, 18450435494812, 18450435497412, 18450436327612, 18450436339212, true
get, 2060700, 1257300, 779000, 18450471368312, 18450471375712, 18450472633012, 18450472635212, 18450473414212, 18450473429012, true
get, 2218000, 1717900, 477400, 18450490873312, 18450490879712, 18450492597612, 18450492599712, 18450493077112, 18450493091312, true
get, 7984500, 6842800, 1116500, 18450591942712, 18450591951912, 18450598794712, 18450598797512, 18450599914012, 18450599927212, true
get, 7056700, 23400, 7007900, 18450603372012, 18450603379912, 18450603403312, 18450603405512, 18450610413412, 18450610428712, true
get, 7282700, 6617900, 641900, 18450621950712, 18450621957312, 18450628575212, 18450628577212, 18450629219112, 18450629233412, true
get, 914700, 377900, 516100, 18450643074912, 18450643080912, 18450643458812, 18450643460812, 18450643976912, 18450643989612, true
get, 13033600, 3441100, 9573300, 18450632408912, 18450632415212, 18450635856312, 18450635858212, 18450645431512, 18450645442512, true
get, 794700, 22500, 750800, 18450662531612, 18450662539512, 18450662562012, 18450662564212, 18450663315012, 18450663326312, true
set, 23412000, 5914300, 17152700, 18450641861912, 18450641868112, 18450647782412, 18450647784712, 18450664937412, 18450665273912, true
get, 748400, 386400, 339200, 18450674475712, 18450674481812, 18450674868212, 18450674870412, 18450675209612, 18450675224112, true
get, 995300, 646700, 326800, 18450686216712, 18450686222912, 18450686869612, 18450686871912, 18450687198712, 18450687212012, true
get, 3652200, 2813200, 815900, 18450714213812, 18450714220212, 18450717033412, 18450717036112, 18450717852012, 18450717866012, true
get, 777800, 324900, 341600, 18450744801012, 18450744807212, 18450745132112, 18450745134712, 18450745476312, 18450745578812, true
get, 12193300, 11938100, 232700, 18450754580012, 18450754586212, 18450766524312, 18450766526112, 18450766758812, 18450766773312, true
get, 1276600, 28400, 1228600, 18450774024012, 18450774030212, 18450774058612, 18450774061012, 18450775289612, 18450775300612, true
set, 10753400, 2342800, 999100, 18450774112012, 18450774118012, 18450776460812, 18450776463112, 18450777462212, 18450784865412, true
get, 27369400, 26873100, 473100, 18450794694312, 18450794700712, 18450821573812, 18450821577612, 18450822050712, 18450822063712, true
get, 2309500, 1791000, 499700, 18450832267412, 18450832273312, 18450834064312, 18450834066712, 18450834566412, 18450834576912, true
get, 12400200, 4117200, 8264200, 18450834157612, 18450834163512, 18450838280712, 18450838282412, 18450846546612, 18450846557812, true
get, 11275000, 7560300, 3685100, 18450846160812, 18450846167412, 18450853727712, 18450853730012, 18450857415112, 18450857435812, true
get, 9677800, 7902600, 1748000, 18450867471712, 18450867477712, 18450875380312, 18450875382712, 18450877130712, 18450877149512, true
get, 12098300, 7114100, 4962500, 18450865102712, 18450865112312, 18450872226412, 18450872228312, 18450877190812, 18450877201012, true
get, 1377800, 20300, 1335400, 18450885605012, 18450885610912, 18450885631212, 18450885633612, 18450886969012, 18450886982812, true
get, 2655400, 1604500, 1031200, 18450895090612, 18450895097012, 18450896701512, 18450896703612, 18450897734812, 18450897746012, true
get, 2042000, 1576000, 446800, 18450908226812, 18450908233112, 18450909809112, 18450909811012, 18450910257812, 18450910268812, true
get, 14540400, 5100000, 9413300, 18450897310112, 18450897315912, 18450902415912, 18450902417512, 18450911830812, 18450911850512, true
get, 11613700, 846000, 10748000, 18450918099112, 18450918104912, 18450918950912, 18450918953212, 18450929701212, 18450929712812, true
set, 13413100, 2987200, 10296900, 18450916561512, 18450916567712, 18450919554912, 18450919556812, 18450929853712, 18450929974612, true
get, 11767300, 2747100, 9002700, 18450927047012, 18450927051812, 18450929798912, 18450929802212, 18450938804912, 18450938814312, true
get, 14487700, 2121000, 12339300, 18450940549912, 18450940555312, 18450942676312, 18450942678612, 18450955017912, 18450955037612, true
get, 8666400, 6291800, 2356900, 18450954299212, 18450954304012, 18450960595812, 18450960598312, 18450962955212, 18450962965612, true
get, 12546100, 2724600, 9803900, 18450973913912, 18450973920212, 18450976644812, 18450976647112, 18450986451012, 18450986460012, true
get, 7552800, 22600, 7510600, 18450980669812, 18450980676312, 18450980698912, 18450980701212, 18450988211812, 18450988222612, true
get, 39294900, 37460100, 1817400, 18450950628312, 18450950633312, 18450988093412, 18450988095712, 18450989913112, 18450989923212, true
get, 9682500, 10700, 9644600, 18450997762212, 18450997767812, 18450997778512, 18450997789912, 18451007434512, 18451007444712, true
get, 926700, 302100, 599100, 18451007953512, 18451007958612, 18451008260712, 18451008263012, 18451008862112, 18451008880212, true
get, 23353700, 14244400, 8959600, 18451018601412, 18451018738712, 18451032983112, 18451032985712, 18451041945312, 18451041955112, true
set, 44964700, 34640100, 10191800, 18450998120712, 18450998127612, 18451032767712, 18451032770212, 18451042962012, 18451043085412, true
get, 15127800, 5916400, 9195500, 18451036422612, 18451036428112, 18451042344512, 18451042346412, 18451051541912, 18451051550412, true
get, 14003000, 6063500, 7921300, 18451047110312, 18451047115212, 18451053178712, 18451053181212, 18451061102512, 18451061113312, true
get, 8549100, 3138200, 5395000, 18451056346912, 18451056351812, 18451059490012, 18451059492312, 18451064887312, 18451064896012, true
get, 11069500, 1671800, 9383600, 18451076025112, 18451076030112, 18451077701912, 18451077703612, 18451087087212, 18451087094612, true
get, 21046400, 5974800, 14933200, 18451065986712, 18451065991812, 18451071966612, 18451071968312, 18451086901512, 18451087033112, true
get, 10450200, 1287400, 9147800, 18451086640612, 18451086646012, 18451087933412, 18451087935112, 18451097082912, 18451097090812, true
get, 8065500, 7277800, 771500, 18451096910912, 18451096916112, 18451104193912, 18451104196612, 18451104968112, 18451104976412, true
get, 1943300, 1534100, 396100, 18451106070012, 18451106075012, 18451107609112, 18451107610812, 18451108006912, 18451108013312, true
get, 1981600, 1410100, 558800, 18451114951112, 18451114955912, 18451116366012, 18451116367612, 18451116926412, 18451116932712, true
set, 13761000, 4865900, 8838200, 18451104780912, 18451104786012, 18451109651912, 18451109653712, 18451118491912, 18451118541912, true
get, 8949400, 6516000, 2419600, 18451117939712, 18451117944812, 18451124460812, 18451124462612, 18451126882212, 18451126889112, true
get, 13890900, 4725500, 9148000, 18451128831712, 18451128836612, 18451133562112, 18451133565012, 18451142713012, 18451142722612, true
get, 9046300, 8630800, 399000, 18451138058312, 18451138062812, 18451146693612, 18451146695412, 18451147094412, 18451147104612, true
get, 9175200, 65100, 9095100, 18451155697512, 18451155702812, 18451155767912, 18451155769712, 18451164864812, 18451164872712, true
get, 7980000, 7210800, 754500, 18451165994212, 18451165998812, 18451173209612, 18451173212112, 18451173966612, 18451173974212, true
get, 6862300, 20200, 6827600, 18451176127612, 18451176132312, 18451176152512, 18451176154812, 18451182982412, 18451182989912, true
get, 6589300, 6140000, 436200, 18451185584812, 18451185589612, 18451191729612, 18451191731212, 18451192167412, 18451192174112, true
set, 6816700, 5884900, 881400, 18451194761812, 18451194766212, 18451200651112, 18451200652812, 18451201534212, 18451201578512, true
get, 6893400, 16200, 6864700, 18451195721112, 18451195725412, 18451195741612, 18451195743512, 18451202608212, 18451202614512, true
get, 6725200, 4475300, 2237200, 18451205487912, 18451205492612, 18451209967912, 18451209969712, 18451212206912, 18451212213112, true
get, 9852300, 9252800, 587000, 18451214469412, 18451214473812, 18451223726612, 18451223728712, 18451224315712, 18451224321712, true
get, 4341000, 3794800, 534000, 18451237349012, 18451237352612, 18451241147412, 18451241149612, 18451241683612, 18451241690012, true
get, 10847500, 905700, 9930900, 18451246317412, 18451246321012, 18451247226712, 18451247228512, 18451257159412, 18451257164912, true
get, 11473900, 2265100, 9196900, 18451258924312, 18451258927812, 18451261192912, 18451261194912, 18451270391812, 18451270398212, true
