Op, T_total, T_queue, T_server, Success
get, 1, 1, 0, true
set, 12, 11, 1, true
set, 21, 0, 2, true
set, 39, 7, 2, true
set, 25, 11, 1, true
set, 38, 6, 2, true
set, 27, 26, 1, true
set, 24, 6, 2, true
set, 33, 26, 0, true
set, 46, 6, 39, true
set, 46, 6, 39, true
set, 46, 6, 39, true
set, 47, 6, 39, true
set, 40, 26, 14, true
set, 40, 26, 14, true
get, 7, 0, 7, true
get, 2, 1, 1, true
get, 1, 0, 1, true
get, 2, 1, 1, true
get, 8, 1, 7, true
get, 1, 0, 1, true
get, 7, 0, 7, true
get, 0, 0, 0, true
set, 1, 0, 0, true
set, 3, 1, 2, true
set, 3, 1, 2, true
set, 2, 0, 2, true
set, 9, 0, 2, true
set, 9, 1, 7, true
set, 9, 0, 8, true
set, 9, 0, 9, true
set, 1, 0, 0, true
set, 19, 0, 1, true
set, 9, 0, 8, true
get, 7, 6, 1, true
set, 9, 8, 1, true
get, 7, 7, 0, true
set, 8, 0, 8, true
get, 8, 7, 1, true
get, 8, 1, 7, true
set, 8, 1, 0, true
get, 9, 0, 9, true
set, 1, 0, 1, true
get, 1, 0, 1, true
set, 1, 1, 0, true
get, 1, 0, 0, true
get, 0, 0, 0, true
set, 6, 5, 1, true
set, 8, 0, 8, true
set, 7, 7, 0, true
set, 4, 2, 2, true
set, 2, 1, 1, true
set, 1, 0, 0, true
get, 1, 0, 1, true
set, 6, 5, 1, true
set, 13, 4, 1, true
set, 8, 0, 8, true
get, 8, 7, 1, true
set, 30, 4, 9, true
set, 20, 19, 1, true
set, 29, 3, 9, true
set, 2, 0, 2, true
set, 22, 22, 0, true
set, 29, 21, 0, true
set, 28, 20, 0, true
set, 19, 10, 9, true
get, 9, 2, 7, true
set, 1, 0, 1, true
get, 0, 0, 0, true
get, 1, 0, 1, true
get, 10, 9, 1, true
get, 2, 1, 0, true
set, 16, 16, 0, true
get, 1, 1, 0, true
set, 8, 0, 1, true
get, 1, 0, 1, true
get, 7, 7, 0, true
