Op, T_total, T_queue, T_server, T_start, T_enqueue, T_dequeue, T_send, T_receive, T_end, Success
get, 5390700, 77100, 1191500, 7164817885612, 7164817899912, 7164817977012, 7164817993312, 7164819184812, 7164823276312, true
set, 89463000, 10426400, 30511500, 7164777704712, 7164777756412, 7164788182812, 7164788186912, 7164818698412, 7164867167712, true
get, 8066500, 535600, 7494800, 7164891444612, 7164891456112, 7164891991712, 7164891993912, 7164899488712, 7164899511112, true
get, 8640000, 5916100, 2661700, 7164921301212, 7164921311212, 7164927227312, 7164927229712, 7164929891412, 7164929941212, true
get, 8149000, 4295000, 3823300, 7164950878412, 7164950888212, 7164955183212, 7164955186312, 7164959009612, 7164959027412, true
get, 11183400, 3458500, 7698200, 7164979603512, 7164979611812, 7164983070312, 7164983072712, 7164990770912, 7164990786912, true
get, 1429200, 992000, 407500, 7164992948512, 7164992958812, 7164993950812, 7164993953112, 7164994360612, 7164994377712, true
get, 954900, 101200, 826700, 7165026887312, 7165026895012, 7165026996212, 7165026998612, 7165027825312, 7165027842212, true
get, 880300, 246400, 608600, 7165047618312, 7165047625912, 7165047872312, 7165047874712, 7165048483312, 7165048498612, true
get, 1582600, 867400, 690400, 7165086078112, 7165086085512, 7165086952912, 7165086955612, 7165087646012, 7165087660712, true
set, 15821900, 2195500, 13042300, 7165077958212, 7165077966512, 7165080162012, 7165080164712, 7165093207012, 7165093780112, true
get, 13163400, 4159300, 8981700, 7165098479712, 7165098486012, 7165102645312, 7165102647412, 7165111629112, 7165111643112, true
get, 501500, 26500, 450100, 7165118569512, 7165118577612, 7165118604112, 7165118606812, 7165119056912, 7165119071012, true
get, 7858000, 7475400, 359200, 7165130764512, 7165130770812, 7165138246212, 7165138248712, 7165138607912, 7165138622512, true
get, 15528600, 2882300, 12449500, 7165158647912, 7165158830912, 7165161713212, 7165161715312, 7165174164812, 7165174176512, true
get, 1278200, 725000, 527400, 7165187988012, 7165187996012, 7165188721012, 7165188723312, 7165189250712, 7165189266212, true
set, 9241200, 7445000, 1711100, 7165188641612, 7165188648912, 7165196093912, 7165196096612, 7165197807712, 7165197882812, true
get, 886000, 438800, 420400, 7165247106112, 7165247112112, 7165247550912, 7165247553312, 7165247973712, 7165247992112, true
get, 18718700, 9013700, 9680000, 7165266638412, 7165266644612, 7165275658312, 7165275660912, 7165285340912, 7165285357112, true
get, 6985900, 5595100, 1369700, 7165284128712, 7165284134812, 7165289729912, 7165289732212, 7165291101912, 7165291114612, true
get, 10277400, 815200, 9441000, 7165304069212, 7165304075412, 7165304890612, 7165304892912, 7165314333912, 7165314346612, true
