Op, T_total, T_queue, T_server, T_start, T_enqueue, T_dequeue, T_send, T_receive, T_end, Success
get, 6748900, 5807800, 488500, 8438261868812, 8438261882812, 8438267690612, 8438267701512, 8438268190012, 8438268617712, true
set, 21247200, 4017500, 16616500, 8438239513412, 8438239577312, 8438243594812, 8438243598812, 8438260215312, 8438260760612, true
set, 36167800, 33583600, 2384300, 8438275665212, 8438275678012, 8438309261612, 8438309264412, 8438311648712, 8438311833012, true
get, 519600, 31200, 459600, 8438330226112, 8438330234812, 8438330266012, 8438330269312, 8438330728912, 8438330745712, true
get, 7526300, 525400, 6971000, 8438341919712, 8438341928212, 8438342453612, 8438342456712, 8438349427712, 8438349446012, true
get, 603400, 188900, 382500, 8438371443312, 8438371451912, 8438371640812, 8438371643312, 8438372025812, 8438372046712, true
get, 5630000, 34100, 5567600, 8438389679512, 8438389688512, 8438389722612, 8438389726312, 8438395293912, 8438395309512, true
get, 5008200, 4116700, 865600, 8438400500612, 8438400508212, 8438404624912, 8438404627312, 8438405492912, 8438405508812, true
get, 6586300, 3895900, 2658400, 8438410710112, 8438410719212, 8438414615112, 8438414621212, 8438417279612, 8438417296412, true
get, 7963400, 6560200, 1375200, 8438420540112, 8438420547212, 8438427107412, 8438427109812, 8438428485012, 8438428503512, true
get, 2305100, 1284200, 995900, 8438451846912, 8438451854412, 8438453138612, 8438453141012, 8438454136912, 8438454152012, true
get, 4049900, 2990200, 1039400, 8438462388712, 8438462394912, 8438465385112, 8438465387112, 8438466426512, 8438466438612, true
set, 2127300, 154200, 1836600, 8438462877812, 8438462884112, 8438463038312, 8438463040612, 8438464877212, 8438465005112, true
get, 12329300, 1835300, 10466200, 8438489203312, 8438489210012, 8438491045312, 8438491048712, 8438501514912, 8438501532612, true
get, 13018400, 11118800, 1878500, 8438499015312, 8438499021412, 8438510140212, 8438510142212, 8438512020712, 8438512033712, true
get, 3199900, 1655600, 1521100, 8438520672812, 8438520678912, 8438522334512, 8438522336712, 8438523857812, 8438523872712, true
get, 17093300, 7247400, 9824800, 8438532050512, 8438532056312, 8438539303712, 8438539307112, 8438549131912, 8438549143812, true
