Op, T_total, T_queue, T_server, T_start, T_enqueue, T_dequeue, T_send, T_receive, T_end, Success
get, 18247900, 765600, 7682300, 940830004212, 940830021612, 940830787212, 940830801112, 940838483412, 940848252112, true
set, 48390900, 1830400, 13699400, 940780637012, 940780690312, 940782520712, 940782536112, 940796235512, 940829027912, true
get, 7678400, 5864700, 1785700, 940874149012, 940874159012, 940880023712, 940880026112, 940881811812, 940881827412, true
get, 1085000, 217100, 838900, 940900228812, 940900238712, 940900455812, 940900458712, 940901297612, 940901313812, true
get, 7186900, 5239100, 1917100, 940913272412, 940913283512, 940918522612, 940918525112, 940920442212, 940920459312, true
get, 683600, 25200, 628100, 940931768812, 940931779312, 940931804512, 940931807012, 940932435112, 940932452412, true
get, 1633500, 69000, 1520100, 940959060212, 940959073512, 940959142512, 940959146312, 940960666412, 940960693712, true
get, 4743900, 4265700, 444000, 940976549312, 940976561312, 940980827012, 940980831012, 940981275012, 940981293212, true
get, 6602700, 5257300, 1312100, 941001086412, 941001100112, 941006357412, 941006360512, 941007672612, 941007689112, true
get, 16950400, 7590800, 9327000, 941040361312, 941040371512, 941047962312, 941047965212, 941057292212, 941057311712, true
set, 9681800, 7200, 9179600, 941061473112, 941061481612, 941061488812, 941061491112, 941070670712, 941071154912, true
get, 12852700, 3407600, 9411400, 941079495412, 941079501912, 941082909512, 941082912012, 941092323412, 941092348112, true
get, 6618100, 44400, 6547700, 941090394012, 941090401112, 941090445512, 941090448412, 941096996112, 941097012112, true
get, 6871700, 5738200, 1112800, 941101441612, 941101448112, 941107186312, 941107188312, 941108301112, 941108313312, true
get, 6236300, 5369700, 834100, 941111731512, 941111737912, 941117107612, 941117109812, 941117943912, 941117967812, true
get, 3441300, 1890500, 1525900, 941129387512, 941129394312, 941131284812, 941131287012, 941132812912, 941132828812, true
get, 10970200, 4020300, 6927600, 941131802012, 941131808812, 941135829112, 941135831012, 941142758612, 941142772212, true
get, 4109800, 3723500, 346600, 941149597112, 941149603712, 941153327212, 941153343512, 941153690112, 941153706912, true
get, 19802600, 8239500, 4285400, 941159726912, 941159733812, 941167973312, 941167975712, 941172261112, 941179529512, true
get, 11550600, 9566500, 1961200, 941169926912, 941169933812, 941179500312, 941179502112, 941181463312, 941181477512, true
get, 2408800, 1676300, 707900, 941180207712, 941180214212, 941181890512, 941181893212, 941182601112, 941182616512, true
get, 3024500, 75100, 2916500, 941209725812, 941209732612, 941209807712, 941209810512, 941212727012, 941212750312, true
get, 10579800, 2577800, 7977700, 941220200312, 941220206812, 941222784612, 941222786612, 941230764312, 941230780112, true
get, 10440400, 2956300, 7451700, 941229886612, 941229893012, 941232849312, 941232851312, 941240303012, 941240327012, true
get, 1479600, 813600, 647300, 941249568712, 941249574812, 941250388412, 941250390412, 941251037712, 941251048312, true
get, 12610000, 3414000, 9174400, 941239665212, 941239671812, 941243085812, 941243087712, 941252262112, 941252275212, true
get, 1545100, 960500, 563300, 941288177212, 941288183712, 941289144212, 941289146612, 941289709912, 941289722312, true
get, 2070300, 391600, 1658400, 941298030012, 941298036512, 941298428112, 941298430012, 941300088412, 941300100312, true
get, 10493400, 9888400, 585200, 941328136612, 941328143512, 941338031912, 941338033712, 941338618912, 941338630012, true
get, 1904400, 1304600, 571900, 941338455512, 941338462112, 941339766712, 941339769612, 941340341512, 941340359912, true
get, 8575000, 23700, 8531300, 941349092812, 941349099412, 941349123112, 941349125412, 941357656712, 941357667812, true
get, 12408000, 9290800, 3095700, 941358701212, 941358707612, 941367998412, 941368001112, 941371096812, 941371109212, true
get, 1469200, 1054000, 390400, 941378483512, 941378495012, 941379549012, 941379550812, 941379941212, 941379952712, true
get, 16991700, 9517000, 7409400, 941368581012, 941368631612, 941378148612, 941378150612, 941385560012, 941385572712, true
get, 16198200, 6697000, 9472800, 941446252112, 941446258612, 941452955612, 941452958212, 941462431012, 941462450312, true
