Op, T_total, T_queue, T_server, T_start, T_enqueue, T_dequeue, T_send, T_receive, T_end, Success
set, 13239100, 93100, 11848400, 12871502279418, 12871502334618, 12871502427718, 12871502441418, 12871514289818, 12871515518518, true
set, 12325600, 10827000, 904600, 12871525139518, 12871525339418, 12871536166418, 12871536168818, 12871537073418, 12871537465118, true
get, 460900, 69400, 345700, 12871554890518, 12871554900118, 12871554969518, 12871554980118, 12871555325818, 12871555351418, true
get, 470900, 40100, 398400, 12871589496618, 12871589509118, 12871589549218, 12871589552018, 12871589950418, 12871589967518, true
get, 512000, 32200, 443600, 12871617830118, 12871617840618, 12871617872818, 12871617875718, 12871618319318, 12871618342118, true
get, 1328000, 847100, 448500, 12871636676918, 12871636687118, 12871637534218, 12871637536918, 12871637985418, 12871638004918, true
get, 10071100, 213800, 9820500, 12871658416818, 12871658431918, 12871658645718, 12871658648418, 12871668468918, 12871668487918, true
get, 1449800, 244900, 1149700, 12871685816018, 12871685849118, 12871686094018, 12871686096118, 12871687245818, 12871687265818, true
get, 11106000, 1226900, 9847800, 12871706913218, 12871706926118, 12871708153018, 12871708155518, 12871718003318, 12871718019218, true
get, 1775800, 1494200, 246800, 12871735030218, 12871735041118, 12871736535318, 12871736539118, 12871736785918, 12871736806018, true
get, 1015000, 37500, 949300, 12871754559418, 12871754567918, 12871754605418, 12871754608418, 12871755557718, 12871755574418, true
get, 10866600, 957500, 9880900, 12871775174618, 12871775183318, 12871776140818, 12871776143318, 12871786024218, 12871786041218, true
get, 8859800, 8325900, 496500, 12871795392918, 12871795401018, 12871803726918, 12871803729018, 12871804225518, 12871804252718, true
get, 14719000, 4872500, 9814700, 12871815014518, 12871815022318, 12871819894818, 12871819896918, 12871829711618, 12871829733518, true
get, 632200, 209100, 400400, 12871834598818, 12871834605418, 12871834814518, 12871834817418, 12871835217818, 12871835231018, true
get, 17790600, 10490600, 7279100, 12871845385718, 12871845392118, 12871855882718, 12871855884818, 12871863163918, 12871863176318, true
get, 483300, 72700, 387100, 12871864910318, 12871864917418, 12871864990118, 12871864992318, 12871865379418, 12871865393618, true
get, 2516900, 1416900, 1080100, 12871885666418, 12871885672718, 12871887089618, 12871887091918, 12871888172018, 12871888183318, true
get, 1999500, 1624000, 349500, 12871896121618, 12871896127318, 12871897751318, 12871897753318, 12871898102818, 12871898121118, true
get, 7575700, 27800, 7524200, 12871906578218, 12871906586218, 12871906614018, 12871906616418, 12871914140618, 12871914153918, true
get, 381400, 33000, 325100, 12871924275318, 12871924282218, 12871924315218, 12871924317918, 12871924643018, 12871924656718, true
get, 3513800, 2842000, 648500, 12871929638818, 12871929645118, 12871932487118, 12871932489318, 12871933137818, 12871933152618, true
get, 2453700, 2127200, 299800, 12871951243818, 12871951251418, 12871953378618, 12871953380918, 12871953680718, 12871953697518, true
set, 3428700, 2138500, 1175200, 12871956714018, 12871956720118, 12871958858618, 12871958861118, 12871960036318, 12871960142718, true
get, 10422000, 1835300, 8558800, 12871967939518, 12871967945818, 12871969781118, 12871969783718, 12871978342518, 12871978361518, true
get, 3705500, 2691600, 982200, 12871987003818, 12871987010818, 12871989702418, 12871989704318, 12871990686518, 12871990709318, true
get, 3308500, 2836000, 453300, 12872005016118, 12872005022418, 12872007858418, 12872007860418, 12872008313718, 12872008324618, true
get, 1226600, 553600, 653500, 12872017630218, 12872017636418, 12872018190018, 12872018191918, 12872018845418, 12872018856818, true
