nr. clients,STDev T Server (ms)
180,8.08209415604356
190,6.9229001583584235
200,7.2695651910344425
210,7.6671438098591596
220,8.61622405882454
230,8.663980782951004
240,9.379794101354708
250,8.242590801372465
