nr. clients,Avg. T Server (ms)
180,3.3634824403298924
190,3.359179914958156
200,3.3874398717263494
210,3.4615035506433873
220,3.566514370716676
230,3.5303054662379423
240,3.623419578554281
250,3.6221703245667576
