Op, T_total, T_queue, T_server, T_start, T_enqueue, T_dequeue, T_send, T_receive, T_end, Success
set, 25800700, 3283200, 22067300, 14343227913918, 14343227966318, 14343231249518, 14343231253718, 14343253321018, 14343253714618, true
get, 9990300, 74500, 8955500, 14343254448218, 14343254465118, 14343254539618, 14343254549018, 14343263504518, 14343264438518, true
get, 627000, 64200, 533700, 14343295781218, 14343295793118, 14343295857318, 14343295860118, 14343296393818, 14343296408218, true
get, 9097700, 5918700, 3140900, 14343315358818, 14343315368418, 14343321287118, 14343321289618, 14343324430518, 14343324456518, true
get, 8658400, 7796100, 832000, 14343338468018, 14343338478218, 14343346274318, 14343346276918, 14343347108918, 14343347126418, true
set, 7904300, 6741800, 1021000, 14343349555918, 14343349566418, 14343356308218, 14343356311218, 14343357332218, 14343357460218, true
get, 10056500, 2322000, 7698100, 14343369201118, 14343369213418, 14343371535418, 14343371538218, 14343379236318, 14343379257618, true
get, 12606500, 2576500, 9987300, 14343406088918, 14343406110818, 14343408687318, 14343408691418, 14343418678718, 14343418695418, true
get, 6662900, 5553900, 1075100, 14343417470118, 14343417478218, 14343423032118, 14343423034518, 14343424109618, 14343424133018, true
get, 6219600, 5762900, 429800, 14343437151618, 14343437159918, 14343442922818, 14343442925318, 14343443355118, 14343443371218, true
get, 6742500, 5889400, 826100, 14343456558218, 14343456566718, 14343462456118, 14343462458818, 14343463284918, 14343463300718, true
get, 6965700, 5972200, 970900, 14343466904118, 14343466912118, 14343472884318, 14343472886418, 14343473857318, 14343473869818, true
get, 6443200, 5223900, 1169500, 14343477533218, 14343477540618, 14343482764518, 14343482766618, 14343483936118, 14343483976418, true
get, 12842200, 2673400, 10145500, 14343550409218, 14343550415918, 14343553089318, 14343553091718, 14343563237218, 14343563251418, true
get, 11429200, 10772400, 635900, 14343560349318, 14343560355618, 14343571128018, 14343571129918, 14343571765818, 14343571778518, true
get, 3237700, 2761600, 453000, 14343582520518, 14343582525818, 14343585287418, 14343585289818, 14343585742818, 14343585758218, true
get, 510000, 67200, 416600, 14343572091818, 14343572098018, 14343572165218, 14343572168218, 14343572584818, 14343572601818, true
get, 2575700, 2047600, 501700, 14343660912818, 14343660919018, 14343662966618, 14343662968518, 14343663470218, 14343663488518, true
get, 8005100, 7097600, 884500, 14343666517918, 14343666524918, 14343673622518, 14343673624918, 14343674509418, 14343674523018, true
get, 1601400, 28200, 1550100, 14343693967618, 14343693974218, 14343694002418, 14343694004818, 14343695554918, 14343695569018, true
get, 7534900, 54600, 7455100, 14343705930718, 14343705937418, 14343705992018, 14343705994218, 14343713449318, 14343713465618, true
set, 8219800, 11300, 7909700, 14343725211018, 14343725218818, 14343725230118, 14343725232618, 14343733142318, 14343733430818, true
get, 8262400, 7660700, 581800, 14343725567218, 14343725573118, 14343733233818, 14343733235718, 14343733817518, 14343733829618, true
get, 8132400, 43000, 8053400, 14343744789118, 14343744795418, 14343744838418, 14343744840518, 14343752893918, 14343752921518, true
get, 22346400, 13212300, 9115800, 14343765105618, 14343765111518, 14343778323818, 14343778325718, 14343787441518, 14343787452018, true
get, 2751400, 1806100, 925200, 14343792744318, 14343792751218, 14343794557318, 14343794559818, 14343795485018, 14343795495718, true
get, 8885200, 7864900, 908000, 14343813789618, 14343813888618, 14343821753518, 14343821755618, 14343822663618, 14343822674818, true
