12293,10237.11
12885,6266.68
12967,12100.13
10882,4822.48
12091,6971.23
11525,5046.76
12924,8061.19
11031,4825.29
12676,8753.43
10791,4058.12
10895,5951.66
11970,7625.72
11394,7000.31
11140,6917.89
10932,5775.95
12299,7363.08
10757,4235.37
11722,8199.27
11193,6386.38
11851,6494.98
12561,6750.98
10579,6782.69
10241,7214.34
11102,8313.74
11461,11092.54
11013,5804.62
11542,6895.00
12828,17289.49
11261,6426.37
10581,6577.83
10918,5930.64
10521,7143.58
10756,5490.99
11820,5137.69
11903,8091.86
12244,12178.90
13412,10362.82
10616,6440.50
12994,11377.89
11304,5564.06
10611,5795.34
12420,10729.99
10590,6312.63
11684,11700.89
10851,6522.31
12651,12150.80
10918,6780.73
10800,6842.49
11627,8301.11
11323,9756.50
11143,8056.60
13024,10861.43
15759,30918.40
11220,6877.76
13021,14267.36
10702,5341.75
10875,5435.15
10855,4649.23
10715,6596.64
11702,6559.92
10300,7747.52
12526,7743.86
11814,6180.07
11488,6929.25
12292,6913.63
13407,14686.84
13091,10208.15
11311,5713.43
11163,8003.13
10800,5342.81
13830,12097.25
11544,7515.58
12715,10588.75
11218,5811.06
10819,5488.25
13550,15494.92
11521,6394.90
11362,8446.83
11490,7220.97
10959,6906.85
11299,7133.72
10856,5782.59
9897,7852.56
10662,6597.26
12717,12609.65
10730,5757.74
11821,9239.14
10800,6179.39
11561,6382.70
13012,14538.61
10859,6322.94
11343,8955.56
10631,6414.53
10637,4515.09
11633,6924.68
11569,6163.58
11373,5630.41
10303,4207.83
11185,4808.87
11297,5548.24
13415,15422.71
11385,6649.73
11285,5858.29
10945,5356.37
11193,5501.17
12599,8483.27
11431,10134.23
9338,4859.65
10252,6456.96
12091,7120.88
10916,6219.92
11117,5540.62
11004,5493.50
11017,6468.65
11174,5648.19
12263,9363.36
11344,6522.99
10602,5769.60
12792,6601.26
11487,6643.24
10814,6749.10
12041,8962.26
12168,9525.14
11763,7417.91
10986,5265.24
13149,10801.97
12815,10069.07
11736,6431.77
11531,5289.31
12503,12715.35
10671,7482.95
11869,12767.58
11535,5425.74
12424,10336.86
11191,5229.28
11756,7921.01
11276,5748.98
11164,7239.47
14554,21223.03
10339,4065.05
11294,5997.35
10896,5293.64
10941,5037.96
11360,6912.43
11578,8236.47
11401,6761.59
14015,22377.41
12044,9368.76
14495,34402.30
11841,19527.94
11475,11344.48
13596,15844.28
12142,11593.41
11917,7546.99
11384,5823.46
11116,6076.29
13427,19043.17
11040,6349.54
11716,5701.60
10482,6060.55
13976,17848.76
11121,6240.02
11760,11225.60
11523,7449.62
10821,7614.84
12174,12691.60
11098,6565.43
10943,6657.02
13059,12316.06
12969,7707.41
13234,11403.71
11333,5640.51
11444,5554.88
11209,5980.30
12290,10778.11
11208,6041.63
11267,6415.40
11406,6506.25
13054,7662.18
16419,36293.61
12480,7543.88
12877,9203.10
13851,17102.86
11647,7938.12
11287,6676.21
12113,7280.99
12002,9046.39
12001,6669.27
11287,5780.81
12213,9289.22
15453,17102.33
11474,6380.34
12059,7530.93
10730,5308.85
12151,12536.08
12176,12231.71
11096,5323.03
13729,14741.47
11294,6579.78
11259,6594.67
13891,22730.55
11123,5154.92
11107,6467.32
11381,6807.17
11622,8106.10
11011,6223.90
12634,9282.93
11663,6923.20
13091,10538.10
11558,7662.46
17256,37144.82
11728,6589.75
11973,7259.08
12174,9263.75
11340,6195.65
13060,12300.18
10897,5718.10
11094,6308.46
14259,16045.13
11771,8556.33
13096,8071.24
12559,5801.53
11059,5456.36
14830,19201.68
11946,10201.28
11505,7418.07
11543,6955.04
13189,12090.64
11760,6817.02
11391,6055.71
14836,20614.30
14616,14362.37
13318,21470.18
13901,11648.06
12215,7353.89
12308,10057.90
14136,17793.57
10958,6140.06
11212,6267.79
14185,22253.55
13032,17453.80
11764,7249.46
11189,6845.72
10783,6657.51
11928,6628.80
12658,9867.73
11385,7299.71
12435,10409.06
11056,7657.13
10973,8322.12
12876,12078.95
13452,18514.46
13355,18649.62
13823,15414.86
12563,9210.52
11187,7602.24
13400,13694.12
11889,7094.30
11135,5536.71
11112,6303.53
11123,7496.22
11928,8642.19
11598,6700.63
12156,9121.97
10772,4720.68
11491,8040.12
12098,7698.19
11667,8884.27
11274,7499.23
14567,15507.28
12066,6656.94
11949,7558.73
11453,5845.46
11533,9129.53
11566,7211.54
13049,9307.42
12466,14441.02
10872,4620.27
11018,5077.61
12593,9267.36
12623,9514.89
12066,6965.14
11285,6495.70
11659,7987.27
12273,7980.22
12399,10136.34
14608,20238.39
12160,7818.69
11106,5244.92
10955,6710.06
15650,15561.43
11273,7019.82
12192,9269.23
15164,32858.32
10807,4897.90
11540,7419.65
12068,10584.89
12083,7682.17
11042,5959.86
13011,10250.35
11979,9785.87
12926,12411.18
12313,12759.28
12434,8072.04
12043,7403.91
12274,7986.45
12955,14011.31
11271,6398.83
10834,5798.14
10878,8307.73
10559,8341.55
11767,9143.98
11198,8136.51
13292,16429.15
15071,23956.69
13032,9547.75
10739,6444.54
11258,7317.60
12064,6722.54
11856,7884.34
12069,8687.38
11590,7998.40
11838,8243.64
11063,7329.50
11482,5222.51
10718,5817.70
11717,6925.26
11439,8097.59
12442,10803.70
11155,5847.39
12237,11203.36
12781,11107.97
11028,7392.93
11995,9094.90
13335,14533.34
10685,6906.31
13134,15936.54
10564,7046.90
11040,7122.24
12452,12220.88
12098,10770.72
11324,9164.02
12564,9484.82
11069,8303.41
11456,6899.07
11089,6809.32
11132,7685.52
11322,8628.92
11340,6000.83
12035,9627.31
14243,13568.05
11934,9016.07
15752,22360.27
12059,10557.41
11749,7534.92
13211,15125.88
11076,8643.11
11694,7585.89
14074,10776.35
12102,8669.77
12726,10418.87
11945,7909.07
10923,6544.85
15428,37207.23
11632,9081.97
21772,70206.54
11419,6001.17
10898,6144.52
11957,7294.17
10869,5883.95
11623,7897.10
11186,9658.39
11377,8247.81
10820,6553.22
11755,7682.11
12555,13342.70
11806,7856.63
10070,5716.65
11234,6546.36
12512,11614.57
11596,5765.68
12265,14837.79
11426,5797.99
