Time (sec), TPS(ops/sec)
3612,15578.0
3613,17140.0
3614,16164.0
3615,16503.0
3616,16659.0
3617,15802.0
3618,15032.0
3619,15331.0
3620,15840.0
3621,16376.0
3622,16084.0
3623,15535.0
3624,16423.0
3625,17143.0
3626,16669.0
3627,16374.0
3628,16341.0
3629,15583.0
3630,15766.0
3631,15530.0
3632,15662.0
3633,15558.0
3634,15049.0
3635,14472.0
3636,15493.0
3637,15066.0
3638,16538.0
3639,15075.0
3640,13324.0
3641,17815.0
3642,16013.0
3643,16373.0
3644,16355.0
3645,14511.0
3646,17943.0
3647,16347.0
3648,16540.0
3649,16833.0
3650,16468.0
3651,16379.0
3652,17852.0
3653,16540.0
3654,17061.0
3655,17731.0
3656,16553.0
3657,17353.0
3658,16406.0
3659,16539.0
3660,16834.0
3661,16391.0
3662,15095.0
3663,16230.0
3664,15483.0
3665,14861.0
3666,16362.0
3667,14707.0
3668,15243.0
3669,16086.0
3670,14815.0
3671,15646.0
3672,15882.0
3673,16960.0
3674,15319.0
3675,15134.0
3676,16862.0
3677,16650.0
3678,15623.0
3679,16666.0
3680,15909.0
3681,16042.0
3682,16606.0
3683,15961.0
3684,15301.0
3685,16039.0
3686,16782.0
3687,14409.0
3688,15504.0
3689,16464.0
3690,14900.0
3691,16239.0
3692,14538.0
3693,16524.0
3694,16404.0
3695,16683.0
3696,17128.0
3697,16019.0
3698,15076.0
3699,16383.0
3700,16648.0
3701,14626.0
3702,16553.0
3703,14321.0
3704,14865.0
3705,16551.0
3706,15139.0
3707,17108.0
3708,16087.0
3709,15719.0
3710,16877.0
3711,16667.0
3712,16710.0
3713,16327.0
3714,16570.0
3715,16677.0
3716,16489.0
3717,16572.0
3718,16568.0
3719,16311.0
3720,15401.0
3721,15695.0
3722,16244.0
3723,15737.0
3724,16605.0
3725,16088.0
3726,15917.0
3727,15892.0
3728,16347.0
3729,16603.0
3730,16269.0
3731,16626.0
3732,16462.0
3733,16088.0
3734,16893.0
3735,16632.0
3736,15829.0
3737,16436.0
3738,15666.0
3739,16579.0
3740,16511.0
3741,14837.0
3742,17562.0
3743,15920.0
3744,15566.0
3745,16745.0
3746,16646.0
3747,16919.0
3748,16821.0
3749,16609.0
3750,16093.0
3751,16542.0
3752,15733.0
3753,14116.0
3754,16882.0
3755,14499.0
3756,14126.0
3757,15277.0
3758,12739.0
3759,16878.0
3760,15145.0
3761,16263.0
3762,15921.0
3763,15852.0
3764,16174.0
3765,15698.0
3766,15651.0
3767,15174.0
3768,15857.0
3769,15357.0
3770,14471.0
3771,15273.0
3772,15229.0
3773,15370.0
3774,15327.0
3775,16420.0
3776,15227.0
3777,16383.0
3778,16292.0
3779,17110.0
3780,16651.0
3781,17605.0
3782,17048.0
3783,16365.0
3784,16851.0
3785,16625.0
3786,16333.0
3787,16556.0
3788,16112.0
3789,15725.0
3790,15578.0
3791,16178.0
3792,17223.0
3793,14202.0
3794,16760.0
3795,16477.0
3796,14734.0
3797,16400.0
3798,16151.0
3799,16203.0
3800,15779.0
3801,17019.0
3802,15759.0
3803,16915.0
3804,17274.0
3805,16335.0
3806,16778.0
3807,16121.0
3808,16455.0
3809,15277.0
3810,15155.0
3811,14934.0
3812,14915.0
3813,15435.0
3814,14897.0
3815,15570.0
3816,15664.0
3817,16605.0
3818,15458.0
3819,16498.0
3820,16973.0
3821,16678.0
3822,16538.0
3823,16596.0
3824,16791.0
3825,16014.0
3826,16041.0
3827,16618.0
3828,16176.0
3829,16213.0
3830,15487.0
3831,16873.0
3832,16101.0
3833,16488.0
3834,16942.0
3835,17058.0
3836,15041.0
3837,16131.0
3838,15640.0
3839,16395.0
3840,14885.0
3841,16815.0
3842,16672.0
3843,15138.0
3844,16902.0
3845,17088.0
3846,16902.0
3847,17014.0
3848,16384.0
3849,16848.0
3850,15759.0
3851,17148.0
3852,17216.0
3853,15119.0
3854,16813.0
3855,16398.0
3856,16514.0
3857,15420.0
3858,15997.0
3859,16999.0
3860,15614.0
3861,16347.0
3862,15849.0
3863,16817.0
3864,15911.0
3865,17156.0
3866,18126.0
3867,16633.0
3868,17662.0
3869,17281.0
3870,16558.0
3871,17827.0
3872,16958.0
3873,18002.0
3874,17598.0
3875,16886.0
3876,18139.0
3877,17067.0
3878,17112.0
3879,15680.0
3880,16496.0
3881,16019.0
3882,16068.0
3883,15998.0
3884,14875.0
3885,16051.0
3886,16614.0
3887,16735.0
3888,16215.0
3889,16836.0
3890,17429.0
3891,16232.0
3892,16926.0
3893,18272.0
3894,15769.0
3895,17086.0
3896,17241.0
3897,15723.0
3898,16726.0
3899,16590.0
3900,16689.0
3901,16438.0
3902,16160.0
3903,16691.0
3904,16726.0
3905,15389.0
3906,17132.0
3907,16478.0
3908,15259.0
3909,16844.0
3910,16240.0
3911,15162.0
3912,16545.0
3913,16239.0
3914,15360.0
3915,15470.0
3916,15372.0
3917,16443.0
3918,15767.0
3919,16324.0
3920,16209.0
3921,16678.0
3922,16168.0
3923,16561.0
3924,14907.0
3925,16581.0
3926,15607.0
3927,13777.0
3928,15755.0
3929,15170.0
3930,15474.0
3931,14953.0
3932,16734.0
3933,17016.0
3934,14890.0
3935,16845.0
3936,14844.0
3937,17540.0
3938,17172.0
3939,16457.0
3940,16995.0
3941,16174.0
3942,16199.0
3943,17130.0
3944,16960.0
3945,17210.0
3946,16230.0
3947,15544.0
3948,16724.0
3949,16264.0
3950,14985.0
3951,16006.0
3952,15474.0
3953,16996.0
3954,15550.0
3955,17079.0
3956,17021.0
3957,16300.0
3958,15952.0
3959,16004.0
3960,15498.0
3961,15773.0
3962,16368.0
3963,15140.0
3964,16200.0
3965,14499.0
3966,15670.0
3967,15591.0
3968,16649.0
3969,16018.0
3970,14811.0
3971,15493.0
3972,14626.0
3973,17213.0
3974,16110.0
3975,15866.0
3976,14438.0
3977,15543.0
3978,16883.0
3979,15095.0
3980,16850.0
3981,15517.0
3982,15828.0
3983,17491.0
3984,16594.0
3985,16425.0
3986,17288.0
3987,16268.0
3988,15772.0
3989,16084.0
3990,16529.0
3991,13342.0
3992,16223.0
3993,15342.0
3994,15330.0
3995,16223.0
3996,15503.0
3997,15935.0
3998,15701.0
3999,17083.0
4000,16702.0
4001,15755.0
4002,15909.0
4003,14709.0
4004,16222.0
4005,15845.0
4006,16194.0
4007,16414.0
4008,15901.0
4009,16517.0
4010,15471.0
4011,17329.0
4012,16458.0
4013,16674.0
4014,17012.0
4015,16547.0
4016,17094.0
4017,16197.0
4018,16109.0
4019,16774.0
4020,15879.0
4021,17957.0
4022,15774.0
4023,15628.0
4024,17424.0
4025,15429.0
4026,16412.0
4027,16139.0
4028,16552.0
4029,16702.0
4030,16075.0
4031,15626.0
4032,15609.0
4033,14632.0
4034,16468.0
4035,13531.0
4036,15883.0
4037,14092.0
4038,16048.0
4039,15326.0
4040,15574.0
4041,16496.0
4042,16557.0
4043,14944.0
4044,16790.0
4045,16231.0
4046,15270.0
4047,16794.0
4048,16045.0
4049,14208.0
4050,16841.0
4051,15379.0
4052,15864.0
4053,15488.0
4054,15447.0
4055,17040.0
4056,15826.0
4057,15592.0
4058,16838.0
4059,16456.0
4060,16210.0
4061,15502.0
4062,16044.0
4063,15545.0
4064,16321.0
4065,15961.0
4066,15062.0
4067,14524.0
4068,16695.0
4069,16464.0
4070,15087.0
4071,16025.0
4072,14537.0
4073,16187.0
4074,17180.0
4075,14667.0
4076,16181.0
4077,15568.0
4078,15941.0
4079,16112.0
4080,14726.0
4081,15386.0
4082,15581.0
4083,16049.0
4084,15446.0
4085,16265.0
4086,16028.0
4087,16462.0
4088,15825.0
4089,16574.0
4090,14931.0
4091,16352.0
4092,17217.0
4093,14652.0
4094,16801.0
4095,15121.0
4096,15103.0
4097,17474.0
4098,16029.0
4099,15272.0
4100,16555.0
4101,15820.0
4102,15859.0
4103,17102.0
4104,15374.0
4105,17125.0
4106,16856.0
4107,16475.0
4108,17010.0
4109,15483.0
4110,16097.0
4111,16262.0
4112,15842.0
4113,15490.0
4114,16713.0
4115,15682.0
4116,15943.0
4117,16861.0
4118,15718.0
4119,16357.0
4120,15794.0
4121,15661.0
4122,16256.0
4123,16508.0
4124,14944.0
4125,16279.0
4126,16074.0
4127,15992.0
4128,16376.0
4129,17195.0
4130,17535.0
4131,17157.0
4132,16938.0
4133,16714.0
4134,16227.0
4135,17712.0
4136,15525.0
4137,16896.0
4138,16430.0
4139,16044.0
4140,15276.0
4141,15327.0
4142,16397.0
4143,16268.0
4144,15385.0
4145,16434.0
4146,15235.0
4147,15518.0
4148,16894.0
4149,15561.0
4150,15972.0
4151,14740.0
4152,15216.0
4153,16270.0
4154,15136.0
4155,15036.0
4156,15749.0
4157,14748.0
4158,15437.0
4159,15180.0
4160,15291.0
4161,15875.0
4162,14962.0
4163,14854.0
4164,14361.0
4165,16491.0
4166,16130.0
4167,15892.0
4168,16480.0
4169,15919.0
4170,18034.0
4171,16988.0
4172,16282.0
4173,18445.0
4174,16339.0
4175,18502.0
4176,17674.0
4177,18127.0
4178,18627.0
4179,18000.0
4180,17228.0
4181,17261.0
4182,17132.0
4183,15820.0
4184,14423.0
4185,16242.0
4186,16539.0
4187,14768.0
4188,15373.0
4189,12805.0
4190,17251.0
4191,16523.0
4192,15441.0
4193,15796.0
4194,14543.0
4195,15451.0
4196,10927.0
4197,14448.0
4198,14106.0
4199,20704.0
4200,22746.0
