Time (sec), TPS(ops/sec)
1865,16434.0
1866,17180.0
1867,14922.0
1868,14142.0
1869,16416.0
1870,16520.0
1871,15690.0
1872,15751.0
1873,17935.0
1874,17058.0
1875,16557.0
1876,17579.0
1877,15612.0
1878,15032.0
1879,17462.0
1880,17896.0
1881,14935.0
1882,17371.0
1883,16932.0
1884,15580.0
1885,16205.0
1886,15682.0
1887,16900.0
1888,16098.0
1889,16533.0
1890,15942.0
1891,16099.0
1892,17061.0
1893,15912.0
1894,17143.0
1895,16207.0
1896,17225.0
1897,17240.0
1898,15360.0
1899,16888.0
1900,17322.0
1901,16509.0
1902,17097.0
1903,14831.0
1904,16482.0
1905,17256.0
1906,13753.0
1907,14595.0
1908,15583.0
1909,15944.0
1910,14782.0
1911,17195.0
1912,17127.0
1913,16160.0
1914,16239.0
1915,16178.0
1916,15206.0
1917,16121.0
1918,16540.0
1919,13815.0
1920,16142.0
1921,15966.0
1922,15655.0
1923,15845.0
1924,14990.0
1925,16242.0
1926,17417.0
1927,15719.0
1928,16664.0
1929,17470.0
1930,16532.0
1931,15310.0
1932,15256.0
1933,15652.0
1934,14046.0
1935,15988.0
1936,14772.0
1937,16710.0
1938,16823.0
1939,15220.0
1940,14866.0
1941,16231.0
1942,15131.0
1943,16247.0
1944,16335.0
1945,16245.0
1946,14859.0
1947,16477.0
1948,16489.0
1949,16150.0
1950,16760.0
1951,16644.0
1952,16337.0
1953,17308.0
1954,17053.0
1955,16923.0
1956,17470.0
1957,15189.0
1958,17573.0
1959,15998.0
1960,14485.0
1961,16977.0
1962,15459.0
1963,15418.0
1964,15375.0
1965,13987.0
1966,15000.0
1967,15844.0
1968,15655.0
1969,15403.0
1970,15664.0
1971,16356.0
1972,15050.0
1973,14431.0
1974,14644.0
1975,13160.0
1976,13921.0
1977,16408.0
1978,13418.0
1979,15893.0
1980,17299.0
1981,12689.0
1982,14894.0
1983,14288.0
1984,14718.0
1985,14712.0
1986,14899.0
1987,16447.0
1988,16457.0
1989,15702.0
1990,16222.0
1991,14128.0
1992,16670.0
1993,16393.0
1994,14957.0
1995,16956.0
1996,16917.0
1997,16798.0
1998,15705.0
1999,17051.0
2000,15582.0
2001,15028.0
2002,16540.0
2003,14021.0
2004,13957.0
2005,15649.0
2006,14520.0
2007,14484.0
2008,17205.0
2009,16159.0
2010,16060.0
2011,17383.0
2012,17254.0
2013,15680.0
2014,17613.0
2015,17177.0
2016,15891.0
2017,17027.0
2018,15456.0
2019,15203.0
2020,16560.0
2021,12874.0
2022,14876.0
2023,15143.0
2024,14553.0
2025,16612.0
2026,16346.0
2027,16429.0
2028,15742.0
2029,15181.0
2030,15253.0
2031,16176.0
2032,15208.0
2033,15323.0
2034,16615.0
2035,16075.0
2036,15887.0
2037,16207.0
2038,16222.0
2039,14778.0
2040,16362.0
2041,14979.0
2042,14256.0
2043,15843.0
2044,16548.0
2045,17062.0
2046,15551.0
2047,17289.0
2048,15887.0
2049,15545.0
2050,15504.0
2051,14932.0
2052,15400.0
2053,14879.0
2054,14413.0
2055,16401.0
2056,15715.0
2057,15394.0
2058,16379.0
2059,16294.0
2060,14940.0
2061,16010.0
2062,14549.0
2063,14632.0
2064,14764.0
2065,14937.0
2066,16198.0
2067,16489.0
2068,17035.0
2069,16028.0
2070,16374.0
2071,15806.0
2072,16558.0
2073,16528.0
2074,15977.0
2075,15662.0
2076,15839.0
2077,14885.0
2078,14979.0
2079,14986.0
2080,13555.0
2081,14719.0
2082,16046.0
2083,14687.0
2084,16276.0
2085,15743.0
2086,15418.0
2087,16762.0
2088,15627.0
2089,16899.0
2090,16962.0
2091,15827.0
2092,16160.0
2093,15991.0
2094,14574.0
2095,15644.0
2096,13025.0
2097,14450.0
2098,14715.0
2099,15253.0
2100,16614.0
2101,15885.0
2102,15001.0
2103,15265.0
2104,14154.0
2105,13747.0
2106,15495.0
2107,16680.0
2108,16972.0
2109,16608.0
2110,16688.0
2111,15948.0
2112,15698.0
2113,14566.0
2114,15676.0
2115,16263.0
2116,16292.0
2117,15526.0
2118,17060.0
2119,15104.0
2120,17045.0
2121,16610.0
2122,15917.0
2123,15681.0
2124,16019.0
2125,15326.0
2126,16034.0
2127,16697.0
2128,16609.0
2129,16337.0
2130,16567.0
2131,17435.0
2132,17192.0
2133,16613.0
2134,16648.0
2135,16311.0
2136,15825.0
2137,16193.0
2138,15479.0
2139,16805.0
2140,15521.0
2141,15411.0
2142,15951.0
2143,16207.0
2144,16411.0
2145,16409.0
2146,17035.0
2147,16941.0
2148,16509.0
2149,17129.0
2150,17499.0
2151,17286.0
2152,15906.0
2153,16306.0
2154,15971.0
2155,14949.0
2156,16453.0
2157,14611.0
2158,16255.0
2159,14795.0
2160,14507.0
2161,15331.0
2162,16332.0
2163,15783.0
2164,16517.0
2165,15812.0
2166,15466.0
2167,16631.0
2168,15450.0
2169,15358.0
2170,16641.0
2171,16574.0
2172,17184.0
2173,16874.0
2174,15619.0
2175,16234.0
2176,13772.0
2177,14351.0
2178,14462.0
2179,14989.0
2180,16461.0
2181,16886.0
2182,17303.0
2183,16601.0
2184,17130.0
2185,14759.0
2186,17245.0
2187,15116.0
2188,13930.0
2189,16438.0
2190,14969.0
2191,14843.0
2192,14981.0
2193,13536.0
2194,14346.0
2195,14162.0
2196,15851.0
2197,14000.0
2198,15701.0
2199,14634.0
2200,16242.0
2201,15275.0
2202,15338.0
2203,17096.0
2204,16402.0
2205,16575.0
2206,16088.0
2207,14319.0
2208,16556.0
2209,15566.0
2210,15149.0
2211,17324.0
2212,16485.0
2213,16065.0
2214,16496.0
2215,16065.0
2216,16263.0
2217,14440.0
2218,14905.0
2219,14373.0
2220,13458.0
2221,15026.0
2222,15404.0
2223,14125.0
2224,14980.0
2225,15375.0
2226,15310.0
2227,14855.0
2228,15631.0
2229,15037.0
2230,14281.0
2231,15173.0
2232,16130.0
2233,16356.0
2234,17222.0
2235,17902.0
2236,17719.0
2237,18008.0
2238,16970.0
2239,17583.0
2240,15907.0
2241,15807.0
2242,15625.0
2243,16034.0
2244,15859.0
2245,16423.0
2246,15930.0
2247,14953.0
2248,15680.0
2249,16533.0
2250,16386.0
2251,16468.0
2252,16566.0
2253,16141.0
2254,15130.0
2255,15842.0
2256,14669.0
2257,15526.0
2258,14650.0
2259,15525.0
2260,16044.0
2261,15646.0
2262,15313.0
2263,16386.0
2264,15639.0
2265,16292.0
2266,17127.0
2267,17252.0
2268,16169.0
2269,16129.0
2270,15702.0
2271,16390.0
2272,15657.0
2273,16282.0
2274,16157.0
2275,15998.0
2276,16399.0
2277,16149.0
2278,16983.0
2279,16650.0
2280,16332.0
2281,15720.0
2282,15813.0
2283,15276.0
2284,15647.0
2285,16847.0
2286,16025.0
2287,17154.0
2288,17163.0
2289,17068.0
2290,17508.0
2291,17164.0
2292,16852.0
2293,17457.0
2294,15672.0
2295,16789.0
2296,16257.0
2297,16566.0
2298,16176.0
2299,16255.0
2300,15932.0
2301,16389.0
2302,15530.0
2303,15821.0
2304,16237.0
2305,15667.0
2306,17022.0
2307,16321.0
2308,15905.0
2309,16593.0
2310,16921.0
2311,16354.0
2312,16460.0
2313,16997.0
2314,15103.0
2315,16333.0
2316,15049.0
2317,13713.0
2318,15823.0
2319,14717.0
2320,15987.0
2321,15545.0
2322,14497.0
2323,16075.0
2324,16194.0
2325,16145.0
2326,17289.0
2327,16896.0
2328,14876.0
2329,16061.0
2330,14957.0
2331,14802.0
2332,16104.0
2333,16912.0
2334,17144.0
2335,17330.0
2336,17134.0
2337,16842.0
2338,16470.0
2339,16753.0
2340,16292.0
2341,16631.0
2342,16837.0
2343,16258.0
2344,16096.0
2345,16536.0
2346,15325.0
2347,15856.0
2348,15797.0
2349,15190.0
2350,15179.0
2351,16220.0
2352,15793.0
2353,15494.0
2354,15460.0
2355,15164.0
2356,16258.0
2357,15876.0
2358,15888.0
2359,15856.0
2360,15736.0
2361,17256.0
2362,16414.0
2363,16679.0
2364,17094.0
2365,16749.0
2366,16661.0
2367,16037.0
2368,16465.0
2369,15007.0
2370,14920.0
2371,16226.0
2372,14479.0
2373,16198.0
2374,16354.0
2375,16033.0
2376,17331.0
2377,16900.0
2378,16000.0
2379,16490.0
2380,14814.0
2381,16240.0
2382,15278.0
2383,15031.0
2384,16910.0
2385,16380.0
2386,16394.0
2387,17461.0
2388,16848.0
2389,16962.0
2390,17756.0
2391,16630.0
2392,17236.0
2393,16658.0
2394,16575.0
2395,16289.0
2396,17847.0
2397,17198.0
2398,15894.0
2399,16330.0
2400,16491.0
2401,16387.0
2402,15783.0
2403,16397.0
2404,16351.0
2405,16348.0
2406,16060.0
2407,16049.0
2408,16518.0
2409,15865.0
2410,16938.0
2411,15965.0
2412,15476.0
2413,17219.0
2414,16040.0
2415,17004.0
2416,16314.0
2417,16214.0
2418,15833.0
2419,16899.0
2420,16213.0
2421,16948.0
2422,15604.0
2423,16763.0
2424,14512.0
2425,15159.0
2426,16512.0
2427,15444.0
2428,16373.0
2429,15530.0
2430,16884.0
2431,16879.0
2432,16707.0
2433,13568.0
2434,16951.0
2435,12752.0
2436,13005.0
2437,16182.0
2438,14940.0
2439,16520.0
2440,15949.0
2441,16149.0
2442,17619.0
2443,17564.0
2444,17248.0
2445,17211.0
2446,16775.0
2447,16436.0
2448,15795.0
2449,15713.0
2450,15017.0
2451,15022.0
2452,15509.0
2453,14450.0
2454,15610.0
2455,15510.0
2456,16746.0
2457,15355.0
2458,15521.0
2459,14855.0
2460,16226.0
2461,15987.0
2462,15431.0
2463,17083.0
2464,16520.0
2465,16989.0
2466,15966.0
2467,16255.0
2468,16113.0
2469,16964.0
2470,16795.0
2471,17099.0
2472,16857.0
2473,16240.0
2474,16982.0
2475,15968.0
2476,16474.0
2477,15554.0
2478,16131.0
2479,15434.0
2480,15279.0
2481,16284.0
2482,16545.0
2483,16357.0
2484,16031.0
2485,16212.0
2486,15634.0
2487,16050.0
2488,17211.0
2489,16667.0
2490,16705.0
2491,15807.0
2492,16720.0
2493,16339.0
2494,16123.0
2495,16000.0
2496,15784.0
2497,16809.0
2498,17105.0
2499,16278.0
2500,16370.0
2501,16471.0
2502,16085.0
2503,15694.0
2504,17178.0
2505,17414.0
2506,17207.0
2507,15615.0
2508,17463.0
2509,14774.0
2510,15445.0
2511,16340.0
2512,15018.0
2513,15048.0
2514,15216.0
2515,14330.0
2516,15335.0
2517,13444.0
2518,14942.0
2519,15304.0
2520,14920.0
2521,15860.0
2522,16038.0
2523,16791.0
2524,15731.0
2525,16269.0
2526,17303.0
2527,16202.0
2528,16728.0
2529,16558.0
2530,15378.0
2531,15986.0
2532,16248.0
2533,14909.0
2534,15431.0
2535,17634.0
2536,17141.0
2537,16772.0
2538,16091.0
2539,16863.0
2540,16027.0
2541,16975.0
2542,16230.0
2543,14884.0
2544,16852.0
2545,15399.0
2546,15193.0
2547,16156.0
2548,15972.0
2549,15911.0
2550,16927.0
2551,17357.0
2552,17178.0
2553,16137.0
2554,15698.0
2555,15932.0
2556,16406.0
2557,15163.0
2558,15870.0
2559,16445.0
2560,16490.0
2561,16368.0
2562,15251.0
2563,17660.0
2564,16445.0
2565,15382.0
2566,16772.0
2567,16962.0
2568,17335.0
2569,18251.0
2570,16081.0
2571,16244.0
2572,17864.0
2573,16183.0
2574,15597.0
2575,16573.0
2576,16814.0
2577,15139.0
2578,16404.0
2579,15992.0
2580,16205.0
2581,17466.0
2582,16776.0
2583,16108.0
2584,18469.0
2585,15996.0
2586,14706.0
2587,15238.0
2588,15612.0
2589,16668.0
2590,16671.0
2591,16527.0
2592,15383.0
2593,17226.0
2594,14597.0
2595,15067.0
2596,15898.0
2597,16545.0
2598,17031.0
2599,17272.0
2600,15849.0
2601,16024.0
2602,16758.0
2603,16739.0
2604,15885.0
2605,16627.0
2606,17070.0
2607,15530.0
2608,16773.0
2609,15944.0
2610,17040.0
2611,14674.0
2612,13626.0
2613,16839.0
2614,16644.0
2615,16120.0
2616,15000.0
2617,17830.0
2618,15687.0
2619,16321.0
2620,16621.0
2621,16397.0
2622,14868.0
2623,18085.0
2624,15536.0
2625,14889.0
2626,16463.0
2627,16184.0
2628,16819.0
2629,14930.0
2630,16239.0
2631,15983.0
2632,16088.0
2633,15935.0
2634,15145.0
2635,14388.0
2636,15409.0
2637,16265.0
2638,14342.0
2639,15731.0
2640,15459.0
2641,14982.0
2642,16962.0
2643,16772.0
2644,15776.0
2645,16602.0
2646,15024.0
2647,16190.0
2648,15947.0
2649,16218.0
2650,16495.0
2651,16927.0
2652,16769.0
2653,17340.0
2654,15887.0
2655,15847.0
2656,17003.0
2657,15781.0
2658,16948.0
2659,16726.0
2660,16502.0
2661,17158.0
2662,17234.0
2663,17343.0
2664,17046.0
2665,15831.0
2666,16000.0
2667,16594.0
2668,16439.0
2669,16264.0
2670,16797.0
2671,17292.0
2672,16257.0
2673,16422.0
2674,17561.0
2675,17205.0
2676,16746.0
2677,16582.0
2678,16597.0
2679,16397.0
2680,16702.0
2681,16457.0
2682,16305.0
2683,15952.0
2684,17691.0
2685,16315.0
2686,15838.0
2687,17698.0
2688,17014.0
2689,16155.0
2690,16704.0
2691,16905.0
2692,17209.0
2693,17215.0
2694,17910.0
2695,17551.0
2696,16595.0
2697,17195.0
2698,17860.0
2699,16999.0
2700,16371.0
2701,17228.0
2702,17039.0
2703,15411.0
2704,16127.0
2705,16809.0
2706,16172.0
2707,15911.0
2708,16148.0
2709,15030.0
2710,15606.0
2711,14727.0
2712,15285.0
2713,16534.0
2714,16436.0
2715,16987.0
2716,17058.0
2717,17349.0
2718,16886.0
2719,16419.0
2720,15547.0
2721,16935.0
2722,16365.0
2723,15532.0
2724,15964.0
2725,15429.0
2726,15246.0
2727,15609.0
2728,15372.0
2729,14933.0
2730,15973.0
2731,15668.0
2732,14503.0
2733,15556.0
2734,15013.0
2735,15007.0
2736,15012.0
2737,15864.0
2738,16439.0
2739,17713.0
2740,16576.0
2741,16866.0
2742,17579.0
2743,16908.0
2744,16008.0
2745,16837.0
2746,15941.0
2747,15965.0
2748,15499.0
2749,15291.0
2750,16855.0
2751,16323.0
2752,15044.0
2753,15089.0
2754,15374.0
2755,16058.0
2756,15653.0
2757,14318.0
2758,17377.0
2759,17442.0
2760,17012.0
2761,16870.0
2762,17334.0
2763,16507.0
2764,17250.0
2765,16640.0
2766,17737.0
2767,16067.0
2768,16265.0
2769,16772.0
2770,16671.0
2771,15961.0
2772,16354.0
2773,17072.0
2774,16202.0
2775,16046.0
2776,16762.0
2777,16733.0
2778,16974.0
2779,17036.0
2780,16081.0
2781,16220.0
2782,16939.0
2783,16446.0
2784,16735.0
2785,15712.0
2786,15348.0
2787,15817.0
2788,15697.0
2789,16128.0
2790,16660.0
2791,17157.0
2792,16191.0
2793,16219.0
2794,17209.0
2795,16423.0
2796,16046.0
2797,16914.0
2798,16893.0
2799,16943.0
2800,17145.0
2801,16578.0
2802,16096.0
2803,17349.0
2804,15780.0
2805,16387.0
2806,16387.0
2807,16501.0
2808,16473.0
2809,16537.0
2810,16367.0
2811,16670.0
2812,15920.0
2813,16249.0
2814,16591.0
2815,16234.0
2816,16069.0
2817,16761.0
2818,16353.0
2819,15864.0
2820,16392.0
2821,15635.0
2822,15190.0
2823,15701.0
2824,16168.0
2825,14750.0
2826,15818.0
2827,15852.0
2828,16164.0
2829,15024.0
2830,14768.0
2831,14902.0
2832,16441.0
2833,17287.0
2834,15038.0
2835,15719.0
2836,16641.0
2837,16632.0
2838,15821.0
2839,15095.0
2840,17454.0
2841,16896.0
2842,15067.0
2843,16556.0
2844,16962.0
2845,15195.0
2846,15969.0
2847,16605.0
2848,17051.0
2849,17679.0
2850,17889.0
2851,15855.0
2852,16860.0
2853,17844.0
2854,17059.0
2855,15677.0
2856,16709.0
2857,17247.0
2858,16944.0
2859,18173.0
2860,17981.0
2861,17118.0
2862,17711.0
2863,16602.0
2864,17834.0
2865,17016.0
2866,17088.0
2867,17192.0
2868,17508.0
2869,16813.0
2870,16684.0
2871,16439.0
2872,16396.0
2873,15946.0
2874,15392.0
2875,14806.0
2876,16255.0
2877,15992.0
2878,15505.0
2879,16564.0
2880,16015.0
2881,16160.0
2882,14166.0
2883,14795.0
2884,15753.0
2885,14215.0
2886,14729.0
2887,16510.0
2888,15425.0
2889,15847.0
2890,16861.0
2891,15653.0
2892,16186.0
2893,15631.0
2894,15888.0
2895,15828.0
2896,14545.0
2897,14858.0
2898,15419.0
2899,15489.0
2900,15624.0
2901,15822.0
2902,15903.0
2903,15731.0
2904,14823.0
2905,15449.0
2906,16804.0
2907,16670.0
2908,15456.0
2909,15443.0
2910,16329.0
2911,16167.0
2912,16272.0
2913,16110.0
2914,16270.0
2915,16123.0
2916,15570.0
2917,16892.0
2918,15725.0
2919,14816.0
2920,16736.0
2921,17439.0
2922,16526.0
2923,17192.0
2924,17074.0
2925,16088.0
2926,16452.0
2927,16147.0
2928,16173.0
2929,16334.0
2930,15910.0
2931,15821.0
2932,14830.0
2933,16547.0
2934,13407.0
2935,13206.0
2936,16970.0
2937,16916.0
2938,16551.0
2939,17531.0
2940,17031.0
2941,15794.0
2942,16402.0
2943,16315.0
2944,15671.0
2945,14498.0
2946,14741.0
2947,15437.0
2948,15421.0
2949,16747.0
2950,15126.0
2951,15603.0
2952,17672.0
2953,16056.0
2954,14808.0
2955,16986.0
2956,15909.0
2957,13970.0
2958,15146.0
2959,15821.0
2960,15046.0
2961,14784.0
2962,16733.0
2963,17093.0
2964,16605.0
2965,16110.0
2966,15238.0
2967,16397.0
2968,15211.0
2969,15422.0
2970,15703.0
2971,15937.0
2972,16299.0
2973,16876.0
2974,16262.0
2975,16530.0
2976,17199.0
2977,16084.0
2978,17347.0
2979,15912.0
2980,16388.0
2981,18106.0
2982,15968.0
2983,15389.0
2984,17454.0
2985,15182.0
2986,15790.0
2987,17097.0
2988,16773.0
2989,16419.0
2990,16273.0
2991,15108.0
2992,16633.0
2993,14499.0
2994,13960.0
2995,15958.0
2996,14719.0
2997,14887.0
2998,15531.0
2999,16287.0
3000,14540.0
3001,14939.0
3002,17008.0
3003,16305.0
3004,15563.0
3005,15455.0
3006,16172.0
3007,15376.0
3008,15511.0
3009,16629.0
3010,16152.0
3011,15213.0
3012,15166.0
3013,16983.0
3014,15261.0
3015,15538.0
3016,16235.0
3017,15717.0
3018,16470.0
3019,16398.0
3020,15793.0
3021,17474.0
3022,16467.0
3023,15708.0
3024,15607.0
3025,15641.0
3026,15677.0
3027,14654.0
3028,16582.0
3029,15266.0
3030,15965.0
3031,15272.0
3032,15746.0
3033,15021.0
3034,15930.0
3035,15424.0
3036,16505.0
3037,15070.0
3038,14914.0
3039,13823.0
3040,16027.0
3041,16163.0
3042,15843.0
3043,15867.0
3044,17137.0
3045,15817.0
3046,16682.0
3047,17287.0
3048,15349.0
3049,14829.0
3050,15730.0
3051,16038.0
3052,15062.0
3053,15578.0
3054,15995.0
3055,14526.0
3056,15452.0
3057,14284.0
3058,15375.0
3059,15353.0
3060,15190.0
3061,16795.0
3062,16219.0
3063,16100.0
3064,16355.0
3065,16666.0
3066,16549.0
3067,16602.0
3068,16991.0
3069,16439.0
3070,15442.0
3071,15533.0
3072,15005.0
3073,14912.0
3074,16980.0
3075,15434.0
3076,16101.0
3077,16802.0
3078,14423.0
3079,16523.0
3080,15208.0
3081,15870.0
3082,15556.0
3083,16161.0
3084,17010.0
3085,16793.0
3086,17253.0
3087,16720.0
3088,15295.0
3089,17659.0
3090,15752.0
3091,16337.0
3092,16412.0
3093,17765.0
3094,16441.0
3095,15931.0
3096,16736.0
3097,15127.0
3098,15052.0
3099,16182.0
3100,16559.0
3101,15484.0
3102,17225.0
3103,16116.0
3104,16312.0
3105,15294.0
3106,14856.0
3107,14898.0
3108,14567.0
3109,13324.0
3110,14845.0
3111,14513.0
3112,12860.0
3113,15776.0
3114,14535.0
3115,14523.0
3116,15596.0
3117,16513.0
3118,15465.0
3119,15908.0
3120,16900.0
3121,15240.0
3122,17648.0
3123,15790.0
3124,15770.0
3125,16430.0
3126,16582.0
3127,15064.0
3128,16235.0
3129,16698.0
3130,16204.0
3131,15496.0
3132,15109.0
3133,16021.0
3134,14273.0
3135,16578.0
3136,15442.0
3137,16880.0
3138,16590.0
3139,15497.0
3140,16143.0
3141,15589.0
3142,15560.0
3143,15752.0
3144,17000.0
3145,16583.0
3146,16198.0
3147,16629.0
3148,16359.0
3149,15147.0
3150,15293.0
3151,15697.0
3152,14966.0
3153,16034.0
3154,16798.0
3155,16664.0
3156,17366.0
3157,16892.0
3158,16893.0
3159,16758.0
3160,16813.0
3161,16667.0
3162,16493.0
3163,16973.0
3164,16565.0
3165,17125.0
3166,16475.0
3167,16134.0
3168,16191.0
3169,16022.0
3170,16164.0
3171,16386.0
3172,17228.0
3173,17385.0
3174,16895.0
3175,17936.0
3176,15934.0
3177,17561.0
3178,14145.0
3179,16832.0
3180,14878.0
3181,16297.0
3182,16214.0
3183,14713.0
3184,15664.0
3185,15022.0
3186,14617.0
3187,15779.0
3188,15692.0
3189,16107.0
3190,16689.0
3191,16022.0
3192,16807.0
3193,15491.0
3194,15119.0
3195,17314.0
3196,15035.0
3197,16512.0
3198,15784.0
3199,16029.0
3200,15563.0
3201,15934.0
3202,16687.0
3203,14994.0
3204,17153.0
3205,15479.0
3206,17026.0
3207,15239.0
3208,17056.0
3209,14850.0
3210,16338.0
3211,16061.0
3212,15878.0
3213,15852.0
3214,16486.0
3215,16231.0
3216,16716.0
3217,16133.0
3218,16049.0
3219,16453.0
3220,15778.0
3221,15342.0
3222,15828.0
3223,15901.0
3224,16611.0
3225,15968.0
3226,15886.0
3227,16792.0
3228,16521.0
3229,15068.0
3230,16161.0
3231,14918.0
3232,16016.0
3233,16077.0
3234,15460.0
3235,17086.0
3236,16639.0
3237,16045.0
3238,16905.0
3239,15959.0
3240,15377.0
3241,15435.0
3242,15187.0
3243,14821.0
3244,16112.0
3245,16740.0
3246,17040.0
3247,17023.0
3248,17550.0
3249,15945.0
3250,16194.0
3251,15256.0
3252,15646.0
3253,15183.0
3254,16565.0
3255,16497.0
3256,16153.0
3257,17476.0
3258,15388.0
3259,16478.0
3260,15712.0
3261,16167.0
3262,17041.0
3263,14330.0
3264,16555.0
3265,15074.0
3266,16159.0
3267,15722.0
3268,15835.0
3269,16634.0
3270,16001.0
3271,15795.0
3272,15778.0
3273,16145.0
3274,16728.0
3275,17025.0
3276,16882.0
3277,16529.0
3278,16585.0
3279,16670.0
3280,13753.0
3281,14916.0
3282,14689.0
3283,14659.0
3284,14695.0
3285,15899.0
3286,16195.0
3287,15516.0
3288,15595.0
3289,15160.0
3290,16186.0
3291,14221.0
3292,15591.0
3293,17077.0
3294,16738.0
3295,17003.0
3296,15882.0
3297,16968.0
3298,15799.0
3299,15997.0
3300,16129.0
3301,15760.0
3302,15918.0
3303,16574.0
3304,15852.0
3305,16200.0
3306,15532.0
3307,13803.0
3308,16338.0
3309,12657.0
3310,16847.0
3311,12895.0
3312,17955.0
3313,15124.0
3314,17648.0
3315,15302.0
3316,17323.0
3317,15206.0
3318,17286.0
3319,17066.0
3320,15810.0
3321,17344.0
3322,16570.0
3323,17984.0
3324,16270.0
3325,17336.0
3326,15986.0
3327,16839.0
3328,15154.0
3329,16418.0
3330,15669.0
3331,16005.0
3332,16248.0
3333,15795.0
3334,15881.0
3335,15541.0
3336,16696.0
3337,13844.0
3338,16095.0
3339,14966.0
3340,15787.0
3341,16361.0
3342,16553.0
3343,16329.0
3344,15824.0
3345,16606.0
3346,15316.0
3347,16737.0
3348,15886.0
3349,16138.0
3350,16080.0
3351,17456.0
3352,15692.0
3353,15632.0
3354,14502.0
3355,15972.0
3356,15166.0
3357,15443.0
3358,15732.0
3359,16793.0
3360,16715.0
3361,16742.0
3362,14592.0
3363,17106.0
3364,15952.0
3365,16480.0
3366,15319.0
3367,16984.0
3368,17448.0
3369,15330.0
3370,16114.0
3371,15210.0
3372,15878.0
3373,15923.0
3374,16065.0
3375,15594.0
3376,15099.0
3377,15314.0
3378,14223.0
3379,13947.0
3380,14718.0
3381,13431.0
3382,15019.0
3383,13623.0
3384,16035.0
3385,15590.0
3386,14977.0
3387,16660.0
3388,16649.0
3389,16293.0
3390,16760.0
3391,16927.0
3392,16298.0
3393,16051.0
3394,16347.0
3395,16055.0
3396,15378.0
3397,15752.0
3398,15876.0
3399,14896.0
3400,15484.0
3401,15556.0
3402,16364.0
3403,16017.0
3404,15120.0
3405,15896.0
3406,15284.0
3407,16941.0
3408,15942.0
3409,15248.0
3410,16319.0
3411,17601.0
3412,16336.0
3413,16944.0
3414,16777.0
3415,16014.0
3416,16157.0
3417,16098.0
3418,15857.0
3419,15751.0
3420,17307.0
3421,17085.0
3422,16545.0
3423,16384.0
3424,17623.0
3425,16674.0
3426,16309.0
3427,16833.0
3428,17029.0
3429,15538.0
3430,15735.0
3431,16342.0
3432,17674.0
3433,16128.0
3434,16614.0
3435,17165.0
3436,16868.0
3437,16538.0
3438,17052.0
3439,16434.0
3440,16592.0
3441,16770.0
3442,16226.0
3443,15710.0
3444,16676.0
3445,15850.0
3446,15706.0
3447,15035.0
3448,15498.0
3449,15926.0
3450,15212.0
3451,16159.0
3452,14618.0
3453,16285.0
3454,16065.0
3455,16236.0
3456,16883.0
3457,16970.0
3458,14625.0
3459,14993.0
3460,15827.0
3461,16246.0
3462,15871.0
3463,16736.0
3464,15654.0
3465,17697.0
3466,16950.0
3467,17005.0
3468,15598.0
3469,16625.0
3470,15839.0
3471,16753.0
3472,15825.0
3473,17065.0
3474,16217.0
3475,17349.0
3476,15430.0
3477,17340.0
3478,15850.0
3479,17477.0
3480,16790.0
3481,16083.0
3482,17010.0
3483,16862.0
3484,15732.0
3485,17354.0
3486,15922.0
3487,17073.0
3488,16313.0
3489,15924.0
3490,17322.0
3491,14857.0
3492,16417.0
3493,15515.0
3494,15914.0
3495,15377.0
3496,15265.0
3497,16170.0
3498,16184.0
3499,16649.0
3500,15503.0
3501,14928.0
3502,16385.0
3503,14574.0
3504,13705.0
3505,13472.0
3506,14928.0
3507,14959.0
3508,15111.0
3509,13641.0
3510,16207.0
3511,16260.0
3512,16011.0
3513,16964.0
3514,15838.0
3515,16393.0
3516,15987.0
3517,16914.0
3518,14742.0
3519,17563.0
3520,15648.0
3521,16044.0
3522,15990.0
3523,14457.0
3524,15764.0
3525,15139.0
3526,16077.0
3527,15582.0
3528,16145.0
3529,15664.0
3530,16517.0
3531,17274.0
3532,16888.0
3533,16083.0
3534,16527.0
3535,16466.0
3536,16660.0
3537,16590.0
3538,16755.0
3539,16381.0
3540,16248.0
3541,16950.0
3542,17472.0
3543,15889.0
3544,16833.0
3545,17376.0
3546,16205.0
3547,15768.0
3548,15702.0
3549,15015.0
3550,16620.0
3551,14778.0
3552,15538.0
3553,16164.0
3554,14688.0
3555,16381.0
3556,14976.0
3557,15892.0
3558,16677.0
3559,15219.0
3560,16066.0
3561,16499.0
3562,15933.0
3563,16722.0
3564,16557.0
3565,17373.0
3566,17302.0
3567,16977.0
3568,16259.0
3569,16527.0
3570,15411.0
3571,16090.0
3572,15588.0
3573,14086.0
3574,15414.0
3575,15746.0
3576,16375.0
3577,16114.0
3578,15815.0
3579,14571.0
3580,16948.0
3581,14922.0
3582,14874.0
3583,15728.0
3584,16254.0
3585,15803.0
3586,16338.0
3587,16394.0
3588,14828.0
3589,17411.0
3590,15239.0
3591,15852.0
3592,16423.0
3593,15395.0
3594,15967.0
3595,15582.0
3596,14019.0
3597,15971.0
3598,15543.0
3599,14083.0
3600,15034.0
3601,14747.0
3602,13711.0
3603,16437.0
3604,16012.0
3605,15038.0
3606,16624.0
3607,14730.0
3608,16459.0
3609,15462.0
3610,15298.0
3611,17137.0
