Op, T_total, T_queue, T_server, T_start, T_enqueue, T_dequeue, T_send, T_receive, T_end, Success
get, 8632600, 6989900, 1013700, 5464065248112, 5464065260812, 5464072250712, 5464072282612, 5464073296312, 5464073880712, true
set, 21835800, 95600, 1565200, 5464050665112, 5464050720312, 5464050815912, 5464050830312, 5464052395512, 5464072500912, true
set, 1127200, 515900, 509200, 5464134206512, 5464134217512, 5464134733412, 5464134736412, 5464135245612, 5464135333712, true
get, 4921700, 4338000, 555300, 5464137993912, 5464138003612, 5464142341612, 5464142344212, 5464142899512, 5464142915612, true
get, 507600, 32000, 442700, 5464177885412, 5464177895712, 5464177927712, 5464177931012, 5464178373712, 5464178393012, true
get, 12983000, 5745700, 7205100, 5464193794512, 5464193803812, 5464199549512, 5464199553312, 5464206758412, 5464206777512, true
get, 6174300, 5634800, 487900, 5464207536212, 5464207547912, 5464213182712, 5464213185512, 5464213673412, 5464213710512, true
get, 11052100, 10419200, 598600, 5464228211412, 5464228224012, 5464238643212, 5464238645512, 5464239244112, 5464239263512, true
get, 9506500, 9116900, 346300, 5464253066612, 5464253089212, 5464262206112, 5464262208712, 5464262555012, 5464262573112, true
get, 16254300, 2588500, 13601900, 5464289841212, 5464289883612, 5464292472112, 5464292474812, 5464306076712, 5464306095512, true
get, 6741300, 6016700, 680900, 5464320181512, 5464320203712, 5464326220412, 5464326223312, 5464326904212, 5464326922812, true
get, 8457500, 8019000, 387100, 5464332624812, 5464332647312, 5464340666312, 5464340668812, 5464341055912, 5464341082312, true
get, 4542300, 3594400, 903700, 5464351973112, 5464351997712, 5464355592112, 5464355595312, 5464356499012, 5464356515412, true
get, 6498400, 5985900, 461900, 5464366395512, 5464366417412, 5464372403312, 5464372406112, 5464372868012, 5464372893912, true
get, 13476000, 8085200, 5344700, 5464389411812, 5464389434412, 5464397519612, 5464397521912, 5464402866612, 5464402887812, true
get, 2983500, 2250400, 682100, 5464417747512, 5464417770012, 5464420020412, 5464420022712, 5464420704812, 5464420731012, true
get, 5299000, 1259400, 3993100, 5464433776412, 5464433799412, 5464435058812, 5464435061912, 5464439055012, 5464439075412, true
get, 16255300, 9068800, 7160900, 5464451909512, 5464451916812, 5464460985612, 5464460988612, 5464468149512, 5464468164812, true
get, 6343000, 5841000, 480700, 5464470384512, 5464470390812, 5464476231812, 5464476233812, 5464476714512, 5464476727512, true
get, 737600, 292000, 414400, 5464473544712, 5464473551212, 5464473843212, 5464473845412, 5464474259812, 5464474282312, true
get, 9974200, 7830700, 2111700, 5464488446512, 5464488452812, 5464496283512, 5464496292512, 5464498404212, 5464498420712, true
get, 2694100, 28300, 2641600, 5464508000012, 5464508006612, 5464508034912, 5464508037212, 5464510678812, 5464510694112, true
get, 3502000, 2801600, 679000, 5464522401812, 5464522409212, 5464525210812, 5464525212812, 5464525891812, 5464525903812, true
get, 394800, 32000, 338500, 5464598487112, 5464598493612, 5464598525612, 5464598528312, 5464598866812, 5464598881912, true
get, 982700, 181700, 773500, 5464626256112, 5464626262412, 5464626444112, 5464626447512, 5464627221012, 5464627238812, true
get, 9041000, 6436200, 2580400, 5464613636412, 5464613642812, 5464620079012, 5464620083012, 5464622663412, 5464622677412, true
get, 7616400, 6899900, 694500, 5464653973912, 5464653980912, 5464660880812, 5464660883112, 5464661577612, 5464661590312, true
get, 6182300, 5765400, 391900, 5464664956612, 5464664962712, 5464670728112, 5464670731012, 5464671122912, 5464671138912, true
get, 3779500, 3194700, 565000, 5464674743712, 5464674749712, 5464677944412, 5464677946812, 5464678511812, 5464678523212, true
get, 10765200, 7435600, 3308500, 5464691712312, 5464691718512, 5464699154112, 5464699157212, 5464702465712, 5464702477512, true
get, 3866600, 2918500, 920000, 5464701303112, 5464701309412, 5464704227912, 5464704230312, 5464705150312, 5464705169712, true
get, 947600, 60400, 863800, 5464712207112, 5464712213412, 5464712273812, 5464712277112, 5464713140912, 5464713154712, true
set, 4337500, 2162700, 2052000, 5464701873712, 5464701880212, 5464704042912, 5464704045112, 5464706097112, 5464706211212, true
get, 4186500, 3415500, 750100, 5464725486012, 5464725492112, 5464728907612, 5464728910812, 5464729660912, 5464729672512, true
get, 11502200, 11086500, 395900, 5464730120712, 5464730128012, 5464741214512, 5464741216512, 5464741612412, 5464741622912, true
get, 1733400, 1229000, 484500, 5464742711712, 5464742718512, 5464743947512, 5464743949612, 5464744434112, 5464744445112, true
get, 9377700, 8585500, 772400, 5464759083012, 5464759089012, 5464767674512, 5464767677912, 5464768450312, 5464768460712, true
get, 6525500, 3255400, 3250000, 5464769045312, 5464769051012, 5464772306412, 5464772308912, 5464775558912, 5464775570812, true
get, 11854300, 4486500, 7347500, 5464779611012, 5464779617312, 5464784103812, 5464784106212, 5464791453712, 5464791465312, true
set, 4443200, 3843300, 508400, 5464789548312, 5464789554312, 5464793397612, 5464793400212, 5464793908612, 5464793991512, true
get, 16436500, 9641200, 6776400, 5464788806012, 5464788812012, 5464798453212, 5464798455312, 5464805231712, 5464805242512, true
get, 2268800, 1860200, 391400, 5464798311512, 5464798317412, 5464800177612, 5464800179312, 5464800570712, 5464800580312, true
get, 22391500, 21897800, 468600, 5464795458312, 5464795469912, 5464817367712, 5464817369812, 5464817838412, 5464817849812, true
get, 10545500, 10061200, 465100, 5464808085412, 5464808091912, 5464818153112, 5464818154912, 5464818620012, 5464818630912, true
get, 7991000, 16900, 7950100, 5464819589312, 5464819595712, 5464819612612, 5464819614712, 5464827564812, 5464827580312, true
get, 14889100, 7388700, 7482000, 5464829671512, 5464829677612, 5464837066312, 5464837068212, 5464844550212, 5464844560612, true
get, 4092400, 3657600, 416800, 5464838582912, 5464838588812, 5464842246412, 5464842248812, 5464842665612, 5464842675312, true
get, 441800, 16900, 406300, 5464850902612, 5464850908712, 5464850925612, 5464850927812, 5464851334112, 5464851344412, true
get, 5344800, 4062700, 1262700, 5464861196512, 5464861202412, 5464865265112, 5464865268212, 5464866530912, 5464866541312, true
get, 2860200, 1967400, 873500, 5464869481612, 5464869487512, 5464871454912, 5464871456612, 5464872330112, 5464872341812, true
get, 6236000, 3127300, 3089600, 5464871635312, 5464871641512, 5464874768812, 5464874771712, 5464877861312, 5464877871312, true
get, 5509500, 4360700, 1131100, 5464882636012, 5464882641212, 5464887001912, 5464887003712, 5464888134812, 5464888145512, true
get, 9911400, 784900, 9108700, 5464891729212, 5464891734712, 5464892519612, 5464892521412, 5464901630112, 5464901640612, true
get, 3037400, 526700, 2428500, 5464911549412, 5464911618112, 5464912144812, 5464912147012, 5464914575512, 5464914586812, true
get, 10651200, 7112100, 3510500, 5464915142012, 5464915147112, 5464922259212, 5464922262112, 5464925772612, 5464925793212, true
get, 10132400, 1231800, 8884200, 5464924557212, 5464924562512, 5464925794312, 5464925796712, 5464934680912, 5464934689612, true
get, 7634900, 6241400, 1377500, 5464934558012, 5464934563012, 5464940804412, 5464940806212, 5464942183712, 5464942192912, true
get, 876900, 397000, 459000, 5464947447612, 5464947453212, 5464947850212, 5464947852212, 5464948311212, 5464948324512, true
get, 7595500, 6687600, 890200, 5464957206112, 5464957211312, 5464963898912, 5464963900612, 5464964790812, 5464964801612, true
get, 15728300, 6879100, 8830500, 5464958952812, 5464958957912, 5464965837012, 5464965839012, 5464974669512, 5464974681112, true
get, 10823000, 1921400, 8885300, 5464975845712, 5464975851212, 5464977772612, 5464977774512, 5464986659812, 5464986668712, true
get, 8934800, 1709700, 7204800, 5464985601012, 5464985606212, 5464987315912, 5464987317712, 5464994522512, 5464994535812, true
get, 7322500, 18800, 7287100, 5464994418212, 5464994423312, 5464994442112, 5464994444012, 5465001731112, 5465001740712, true
get, 4137300, 2277200, 1842400, 5465013396612, 5465013401712, 5465015678912, 5465015681212, 5465017523612, 5465017533912, true
get, 11209400, 10081100, 1112100, 5464997775412, 5464997780612, 5465007861712, 5465007863512, 5465008975612, 5465008984812, true
set, 31046500, 14724400, 16225200, 5464994459412, 5464994464612, 5465009189012, 5465009192112, 5465025417312, 5465025505912, true
get, 9041600, 1920900, 7098500, 5465022597812, 5465022603012, 5465024523912, 5465024525812, 5465031624312, 5465031639412, true
get, 13416500, 12651400, 744900, 5465024430712, 5465024435612, 5465037087012, 5465037089212, 5465037834112, 5465037847212, true
get, 8423600, 7365100, 1040200, 5465071404612, 5465071409512, 5465078774612, 5465078777212, 5465079817412, 5465079828212, true
get, 844100, 21200, 804000, 5465082435912, 5465082441112, 5465082462312, 5465082464112, 5465083268112, 5465083280012, true
get, 14715700, 10768100, 3877200, 5465073033412, 5465073038212, 5465083806312, 5465083808012, 5465087685212, 5465087749112, true
get, 20880200, 10551900, 10298500, 5465091475212, 5465091480512, 5465102032412, 5465102034812, 5465112333312, 5465112355412, true
get, 3346600, 2501200, 825400, 5465114099612, 5465114102512, 5465116603712, 5465116605812, 5465117431212, 5465117446212, true
