Op, T_total, T_queue, T_server, T_start, T_enqueue, T_dequeue, T_send, T_receive, T_end, Success, Threads Busy
set, 6572800, 1339200, 5064000, 1091979263622, 1091979318622, 1091980657822, 1091980661622, 1091985725622, 1091985836422, true, 0
get, 8957500, 2412400, 477400, 1092000879022, 1092000895922, 1092003308322, 1092003321422, 1092003798822, 1092009836522, true, 2
get, 826300, 30800, 760700, 1092127561122, 1092127571522, 1092127602322, 1092127605322, 1092128366022, 1092128387422, true, 9
get, 7162300, 2259800, 4874100, 1092199268222, 1092199277622, 1092201537422, 1092201540222, 1092206414322, 1092206430522, true, 28
get, 1011700, 539500, 442800, 1092217699622, 1092217709422, 1092218248922, 1092218252122, 1092218694922, 1092218711322, true, 10
get, 8480700, 4804400, 3635700, 1092235494622, 1092235507222, 1092240311622, 1092240314422, 1092243950122, 1092243975322, true, 11
get, 4300700, 3155900, 1101600, 1092249544122, 1092249568022, 1092252723922, 1092252728722, 1092253830322, 1092253844822, true, 18
get, 3257800, 1151600, 2072000, 1092267892722, 1092267902622, 1092269054222, 1092269056822, 1092271128822, 1092271150522, true, 12
get, 6795900, 5303500, 1465400, 1092296275322, 1092296282922, 1092301586422, 1092301592522, 1092303057922, 1092303071222, true, 16
set, 10288100, 148900, 9998700, 1092324813422, 1092324821422, 1092324970322, 1092324972322, 1092334971022, 1092335101522, true, 0
get, 621400, 35700, 538000, 1092335351822, 1092335358622, 1092335394322, 1092335397722, 1092335935722, 1092335973222, true, 7
get, 12074200, 2371200, 9677900, 1092348165522, 1092348173422, 1092350544622, 1092350547622, 1092360225522, 1092360239722, true, 38
get, 1024900, 717500, 283400, 1092368295822, 1092368301922, 1092369019422, 1092369022122, 1092369305522, 1092369320722, true, 13
get, 5588100, 3646500, 1170500, 1092385186022, 1092385192222, 1092388838722, 1092388847422, 1092390017922, 1092390774122, true, 8
get, 3063500, 2261100, 774300, 1092411113922, 1092411119922, 1092413381022, 1092413383522, 1092414157822, 1092414177422, true, 24
get, 7538800, 6801400, 716800, 1092406781522, 1092406788422, 1092413589822, 1092413592522, 1092414309322, 1092414320322, true, 19
get, 6684800, 6121100, 535500, 1092426073122, 1092426079322, 1092432200422, 1092432203022, 1092432738522, 1092432757922, true, 6
get, 528200, 77300, 424700, 1092440941822, 1092440950822, 1092441028122, 1092441031322, 1092441456022, 1092441470022, true, 0
get, 313200, 32900, 258100, 1092448939622, 1092448945422, 1092448978322, 1092448981222, 1092449239322, 1092449252822, true, 20
get, 13912100, 12360100, 1522600, 1092462754322, 1092462762222, 1092475122322, 1092475125322, 1092476647922, 1092476666422, true, 29
get, 2264500, 21700, 2195300, 1092475325622, 1092475334622, 1092475356322, 1092475362322, 1092477557622, 1092477590122, true, 5
get, 608600, 166000, 200900, 1092494935322, 1092495162622, 1092495328622, 1092495331122, 1092495532022, 1092495543922, true, 8
get, 565800, 39400, 502000, 1092513080622, 1092513087622, 1092513127022, 1092513131022, 1092513633022, 1092513646422, true, 11
get, 1990500, 33300, 1932400, 1092527811522, 1092527819422, 1092527852722, 1092527856122, 1092529788522, 1092529802022, true, 8
get, 9093000, 3152200, 5919400, 1092550211422, 1092550218822, 1092553371022, 1092553373522, 1092559292922, 1092559304422, true, 53
get, 2586200, 1956100, 609100, 1092566263422, 1092566269922, 1092568226022, 1092568229122, 1092568838222, 1092568849622, true, 18
get, 710400, 29100, 660900, 1092576493422, 1092576500022, 1092576529122, 1092576532022, 1092577192922, 1092577203822, true, 9
get, 630000, 88600, 510800, 1092588157222, 1092588163322, 1092588251922, 1092588261222, 1092588772022, 1092588787222, true, 8
get, 8507100, 5585300, 1784400, 1092600749622, 1092600756022, 1092606341322, 1092606344122, 1092608128522, 1092609256722, true, 19
get, 7391300, 911200, 6350900, 1092610314022, 1092610424122, 1092611335322, 1092611337722, 1092617688622, 1092617705322, true, 54
get, 4244000, 2393000, 1831000, 1092616470622, 1092616476622, 1092618869622, 1092618872422, 1092620703422, 1092620714622, true, 20
get, 5212700, 4653100, 542000, 1092631855222, 1092631861422, 1092636514522, 1092636516622, 1092637058622, 1092637067922, true, 33
get, 10153100, 2958200, 7176800, 1092633708822, 1092633714722, 1092636672922, 1092636674922, 1092643851722, 1092643861922, true, 12
get, 996300, 305900, 663200, 1092651416022, 1092651431222, 1092651737122, 1092651739522, 1092652402722, 1092652412322, true, 21
get, 7388000, 185800, 6595100, 1092661200322, 1092661792422, 1092661978222, 1092661981422, 1092668576522, 1092668588322, true, 11
get, 611900, 19900, 573100, 1092669997822, 1092670004722, 1092670024622, 1092670027022, 1092670600122, 1092670609722, true, 15
get, 3291900, 2318700, 955800, 1092674408822, 1092674414722, 1092676733422, 1092676735822, 1092677691622, 1092677700722, true, 70
get, 5487200, 5173300, 270300, 1092676204822, 1092676212522, 1092681385822, 1092681387822, 1092681658122, 1092681692022, true, 44
